item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,page_title,extraction_status,observation_status,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,flags,notes
Hops,hops,hops,https://buddy.farm/i/hops/,Hops,icon_found,observed,https://farmrpg.com/img/items/8248n.png,/img/items/8248n.png,8248n.png,8248n,,,
Hops Seeds,hops seeds,hops-seeds,https://buddy.farm/i/hops-seeds/,Hops Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_hops.png,/img/items/seeds_hops.png,seeds_hops.png,seeds_hops,,,
Horn,horn,horn,https://buddy.farm/i/horn/,Horn,icon_found,observed,https://farmrpg.com/img/items/6111.PNG,/img/items/6111.PNG,6111.PNG,6111,6111,,
Horn Canteen,horn canteen,horn-canteen,https://buddy.farm/i/horn-canteen/,Horn Canteen,icon_found,observed,https://farmrpg.com/img/items/5969.PNG,/img/items/5969.PNG,5969.PNG,5969,5969,,
Horned Beetle,horned beetle,horned-beetle,https://buddy.farm/i/horned-beetle/,Horned Beetle,icon_found,observed,https://farmrpg.com/img/items/hbeetle.png,/img/items/hbeetle.png,hbeetle.png,hbeetle,,,
Horseman's Belt,horseman's belt,horseman-s-belt,https://buddy.farm/i/horseman-s-belt/,Horseman&#x27;s Belt,icon_found,observed,https://farmrpg.com/img/items/s_08.png,/img/items/s_08.png,s_08.png,s_08,,,
Horseshoe,horseshoe,horseshoe,https://buddy.farm/i/horseshoe/,Horseshoe,icon_found,observed,https://farmrpg.com/img/items/6956.png,/img/items/6956.png,6956.png,6956,6956,,
Hot Cocoa,hot cocoa,hot-cocoa,https://buddy.farm/i/hot-cocoa/,Hot Cocoa,icon_found,observed,https://farmrpg.com/img/items/5_sm.png,/img/items/5_sm.png,5_sm.png,5_sm,,,
Hot Potato,hot potato,hot-potato,https://buddy.farm/i/hot-potato/,Hot Potato,icon_found,observed,https://farmrpg.com/img/items/hotpotato.png,/img/items/hotpotato.png,hotpotato.png,hotpotato,,,
Hotdog Buddy Doll,hotdog buddy doll,hotdog-buddy-doll,https://buddy.farm/i/hotdog-buddy-doll/,Hotdog Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/hot_dog_buddy_doll.png,/img/items/hot_dog_buddy_doll.png,hot_dog_buddy_doll.png,hot_dog_buddy_doll,,,
Hourglass,hourglass,hourglass,https://buddy.farm/i/hourglass/,Hourglass,icon_found,observed,https://farmrpg.com/img/items/4241.png,/img/items/4241.png,4241.png,4241,4241,,
Hummingbird Feeder,hummingbird feeder,hummingbird-feeder,https://buddy.farm/i/hummingbird-feeder/,Hummingbird Feeder,icon_found,observed,https://farmrpg.com/img/items/hummingbird_feeder.png,/img/items/hummingbird_feeder.png,hummingbird_feeder.png,hummingbird_feeder,,,
Ice Scraper,ice scraper,ice-scraper,https://buddy.farm/i/ice-scraper/,Ice Scraper,icon_found,observed,https://farmrpg.com/img/items/ice_scraper.png,/img/items/ice_scraper.png,ice_scraper.png,ice_scraper,,,
Ice Shark,ice shark,ice-shark,https://buddy.farm/i/ice-shark/,Ice Shark,icon_found,observed,https://farmrpg.com/img/items/iceshark.png,/img/items/iceshark.png,iceshark.png,iceshark,,,
Iced Tea,iced tea,iced-tea,https://buddy.farm/i/iced-tea/,Iced Tea,icon_found,observed,https://farmrpg.com/img/items/tea.png,/img/items/tea.png,tea.png,tea,,,
Inferno Pepper,inferno pepper,inferno-pepper,https://buddy.farm/i/inferno-pepper/,Inferno Pepper,icon_found,observed,https://farmrpg.com/img/items/infpepper.png,/img/items/infpepper.png,infpepper.png,infpepper,,,
Inferno Ring,inferno ring,inferno-ring,https://buddy.farm/i/inferno-ring/,Inferno Ring,icon_found,observed,https://farmrpg.com/img/items/infring2.png,/img/items/infring2.png,infring2.png,infring2,,,
Inferno Sphere,inferno sphere,inferno-sphere,https://buddy.farm/i/inferno-sphere/,Inferno Sphere,icon_found,observed,https://farmrpg.com/img/items/6017.png,/img/items/6017.png,6017.png,6017,6017,,
Iron,iron,iron,https://buddy.farm/i/iron/,Iron,icon_found,observed,https://farmrpg.com/img/items/5779.PNG,/img/items/5779.PNG,5779.PNG,5779,5779,,
Iron Cup,iron cup,iron-cup,https://buddy.farm/i/iron-cup/,Iron Cup,icon_found,observed,https://farmrpg.com/img/items/ironcup.png,/img/items/ironcup.png,ironcup.png,ironcup,,,
Iron Ring,iron ring,iron-ring,https://buddy.farm/i/iron-ring/,Iron Ring,icon_found,observed,https://farmrpg.com/img/items/ironring.png,/img/items/ironring.png,ironring.png,ironring,,,
Jack-o-key,jack-o-key,jack-o-key,https://buddy.farm/i/jack-o-key/,Jack-o-key,icon_found,observed,https://farmrpg.com/img/items/jkey.png,/img/items/jkey.png,jkey.png,jkey,,,
Jack-o-lantern,jack-o-lantern,jack-o-lantern,https://buddy.farm/i/jack-o-lantern/,Jack-o-lantern,icon_found,observed,https://farmrpg.com/img/items/pumpkin_t_05.png,/img/items/pumpkin_t_05.png,pumpkin_t_05.png,pumpkin_t_05,,,
Jade,jade,jade,https://buddy.farm/i/jade/,Jade,icon_found,observed,https://farmrpg.com/img/items/jade.png,/img/items/jade.png,jade.png,jade,,,
Jade Charm,jade charm,jade-charm,https://buddy.farm/i/jade-charm/,Jade Charm,icon_found,observed,https://farmrpg.com/img/items/jadecharm.png,/img/items/jadecharm.png,jadecharm.png,jadecharm,,,
Jadeite,jadeite,jadeite,https://buddy.farm/i/jadeite/,Jadeite,icon_found,observed,https://farmrpg.com/img/items/jadeite.png?1,/img/items/jadeite.png,jadeite.png,jadeite,,,
Jar of Pickles,jar of pickles,jar-of-pickles,https://buddy.farm/i/jar-of-pickles/,Jar of Pickles,icon_found,observed,https://farmrpg.com/img/items/jarofpickles.png,/img/items/jarofpickles.png,jarofpickles.png,jarofpickles,,,
Jellyfish,jellyfish,jellyfish,https://buddy.farm/i/jellyfish/,Jellyfish,icon_found,observed,https://farmrpg.com/img/items/7808.png,/img/items/7808.png,7808.png,7808,7808,,
Jester Buddy Doll,jester buddy doll,jester-buddy-doll,https://buddy.farm/i/jester-buddy-doll/,Jester Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/jbuddy.png,/img/items/jbuddy.png,jbuddy.png,jbuddy,,,
Jill Bobblehead,jill bobblehead,jill-bobblehead,https://buddy.farm/i/jill-bobblehead/,Jill Bobblehead,icon_found,observed,https://farmrpg.com/img/items/bobble_jill.png,/img/items/bobble_jill.png,bobble_jill.png,bobble_jill,,,
Jill's Quandary Chowder,jill's quandary chowder,jill-s-quandary-chowder,https://buddy.farm/i/jill-s-quandary-chowder/,Jill&#x27;s Quandary Chowder,icon_found,observed,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,recipe,,,
Joker,joker,joker,https://buddy.farm/i/joker/,Joker,icon_found,observed,https://farmrpg.com/img/items/joker.png,/img/items/joker.png,joker.png,joker,,,
Jumbo Fish,jumbo fish,jumbo-fish,https://buddy.farm/i/jumbo-fish/,Jumbo Fish,icon_found,observed,https://farmrpg.com/img/items/3279.png,/img/items/3279.png,3279.png,3279,3279,,
Keeper Trapper,keeper trapper,keeper-trapper,https://buddy.farm/i/keeper-trapper/,Keeper Trapper,icon_found,observed,https://farmrpg.com/img/items/buddytk.png,/img/items/buddytk.png,buddytk.png,buddytk,,,
Keyglobe,keyglobe,keyglobe,https://buddy.farm/i/keyglobe/,Keyglobe,icon_found,observed,https://farmrpg.com/img/items/keyglobe.png,/img/items/keyglobe.png,keyglobe.png,keyglobe,,,
Kill Switch,kill switch,kill-switch,https://buddy.farm/i/kill-switch/,Kill Switch,icon_found,observed,https://farmrpg.com/img/items/9311.png,/img/items/9311.png,9311.png,9311,9311,,
King Apple,king apple,king-apple,https://buddy.farm/i/king-apple/,King Apple,icon_found,observed,https://farmrpg.com/img/items/king_apple3.png?1,/img/items/king_apple3.png,king_apple3.png,king_apple3,,,
King Cake,king cake,king-cake,https://buddy.farm/i/king-cake/,King Cake,icon_found,observed,https://farmrpg.com/img/items/king_cake_new.png,/img/items/king_cake_new.png,king_cake_new.png,king_cake_new,,,
Kite Kite,kite kite,kite-kite,https://buddy.farm/i/kite-kite/,Kite Kite,icon_found,observed,https://farmrpg.com/img/items/birdkite.png,/img/items/birdkite.png,birdkite.png,birdkite,,,
Krampus Buddy Doll,krampus buddy doll,krampus-buddy-doll,https://buddy.farm/i/krampus-buddy-doll/,Krampus Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/kbuddy.png,/img/items/kbuddy.png,kbuddy.png,kbuddy,,,
Labubuddy Doll,labubuddy doll,labubuddy-doll,https://buddy.farm/i/labubuddy-doll/,Labubuddy Doll,icon_found,observed,https://farmrpg.com/img/items/labubuddy.png,/img/items/labubuddy.png,labubuddy.png,labubuddy,,,
Ladder,ladder,ladder,https://buddy.farm/i/ladder/,Ladder,icon_found,observed,https://farmrpg.com/img/items/5629.png,/img/items/5629.png,5629.png,5629,5629,,
Langstaff Crest,langstaff crest,langstaff-crest,https://buddy.farm/i/langstaff-crest/,Langstaff Crest,icon_found,observed,https://farmrpg.com/img/items/langstaff.png,/img/items/langstaff.png,langstaff.png,langstaff,,,
Lantern,lantern,lantern,https://buddy.farm/i/lantern/,Lantern,icon_found,observed,https://farmrpg.com/img/items/lantern.png?1,/img/items/lantern.png,lantern.png,lantern,,,
Lapis Lazuli,lapis lazuli,lapis-lazuli,https://buddy.farm/i/lapis-lazuli/,Lapis Lazuli,icon_found,observed,https://farmrpg.com/img/items/lapislazuli.png,/img/items/lapislazuli.png,lapislazuli.png,lapislazuli,,,
Large Chest 01,large chest 01,large-chest-01,https://buddy.farm/i/large-chest-01/,Large Chest 01,icon_found,observed,https://farmrpg.com/img/items/LC-1.png?1,/img/items/LC-1.png,LC-1.png,LC-1,,,
Large Chest 02,large chest 02,large-chest-02,https://buddy.farm/i/large-chest-02/,Large Chest 02,icon_found,observed,https://farmrpg.com/img/items/LC-2.png?1,/img/items/LC-2.png,LC-2.png,LC-2,,,
Large Chest 03,large chest 03,large-chest-03,https://buddy.farm/i/large-chest-03/,Large Chest 03,icon_found,observed,https://farmrpg.com/img/items/LC-3.png?1,/img/items/LC-3.png,LC-3.png,LC-3,,,
Large Clam Shell,large clam shell,large-clam-shell,https://buddy.farm/i/large-clam-shell/,Large Clam Shell,icon_found,observed,https://farmrpg.com/img/items/fishing_74_t.png,/img/items/fishing_74_t.png,fishing_74_t.png,fishing_74_t,,,
Large Net,large net,large-net,https://buddy.farm/i/large-net/,Large Net,icon_found,observed,https://farmrpg.com/img/items/lnet.png?3,/img/items/lnet.png,lnet.png,lnet,,,
Largemouth Bass,largemouth bass,largemouth-bass,https://buddy.farm/i/largemouth-bass/,Largemouth Bass,icon_found,observed,https://farmrpg.com/img/items/7736.PNG,/img/items/7736.PNG,7736.PNG,7736,7736,,
Lava Ring,lava ring,lava-ring,https://buddy.farm/i/lava-ring/,Lava Ring,icon_found,observed,https://farmrpg.com/img/items/lavaring2.png,/img/items/lavaring2.png,lavaring2.png,lavaring2,,,
Lava Sphere,lava sphere,lava-sphere,https://buddy.farm/i/lava-sphere/,Lava Sphere,icon_found,observed,https://farmrpg.com/img/items/5249.png,/img/items/5249.png,5249.png,5249,5249,,
Lavos Shard,lavos shard,lavos-shard,https://buddy.farm/i/lavos-shard/,Lavos Shard,icon_found,observed,https://farmrpg.com/img/items/408.png,/img/items/408.png,408.png,408,408,,
Leather,leather,leather,https://buddy.farm/i/leather/,Leather,icon_found,observed,https://farmrpg.com/img/items/5987.PNG,/img/items/5987.PNG,5987.PNG,5987,5987,,
Leather Bag,leather bag,leather-bag,https://buddy.farm/i/leather-bag/,Leather Bag,icon_found,observed,https://farmrpg.com/img/items/6175.PNG,/img/items/6175.PNG,6175.PNG,6175,6175,,
Leather Belt,leather belt,leather-belt,https://buddy.farm/i/leather-belt/,Leather Belt,icon_found,observed,https://farmrpg.com/img/items/finp_705.png,/img/items/finp_705.png,finp_705.png,finp_705,,,
Leather Diary,leather diary,leather-diary,https://buddy.farm/i/leather-diary/,Leather Diary,icon_found,observed,https://farmrpg.com/img/items/5754.PNG,/img/items/5754.PNG,5754.PNG,5754,5754,,
Leather Helmet,leather helmet,leather-helmet,https://buddy.farm/i/leather-helmet/,Leather Helmet,icon_found,observed,https://farmrpg.com/img/items/afk_9140.png,/img/items/afk_9140.png,afk_9140.png,afk_9140,,,
Leather Waterskin,leather waterskin,leather-waterskin,https://buddy.farm/i/leather-waterskin/,Leather Waterskin,icon_found,observed,https://farmrpg.com/img/items/5563.png,/img/items/5563.png,5563.png,5563,5563,,
Leek,leek,leek,https://buddy.farm/i/leek/,Leek,icon_found,observed,https://farmrpg.com/img/items/8291.png,/img/items/8291.png,8291.png,8291,8291,,
Leek Seeds,leek seeds,leek-seeds,https://buddy.farm/i/leek-seeds/,Leek Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_leek.png,/img/items/seeds_leek.png,seeds_leek.png,seeds_leek,,,
Lemon,lemon,lemon,https://buddy.farm/i/lemon/,Lemon,icon_found,observed,https://farmrpg.com/img/items/8251.PNG,/img/items/8251.PNG,8251.PNG,8251,8251,,
Lemon Cream Pie,lemon cream pie,lemon-cream-pie,https://buddy.farm/i/lemon-cream-pie/,Lemon Cream Pie,icon_found,observed,https://farmrpg.com/img/items/lemoncreampie.png,/img/items/lemoncreampie.png,lemoncreampie.png,lemoncreampie,,,
Lemon Quartz,lemon quartz,lemon-quartz,https://buddy.farm/i/lemon-quartz/,Lemon Quartz,icon_found,observed,https://farmrpg.com/img/items/5798.png,/img/items/5798.png,5798.png,5798,5798,,
Lemon Quartz Ring,lemon quartz ring,lemon-quartz-ring,https://buddy.farm/i/lemon-quartz-ring/,Lemon Quartz Ring,icon_found,observed,https://farmrpg.com/img/items/lemonring.png,/img/items/lemonring.png,lemonring.png,lemonring,,,
Lemon Seltzer,lemon seltzer,lemon-seltzer,https://buddy.farm/i/lemon-seltzer/,Lemon Seltzer,icon_found,observed,https://farmrpg.com/img/items/lemonseltzer.png,/img/items/lemonseltzer.png,lemonseltzer.png,lemonseltzer,,,
Lemonade,lemonade,lemonade,https://buddy.farm/i/lemonade/,Lemonade,icon_found,observed,https://farmrpg.com/img/items/lemonade.png,/img/items/lemonade.png,lemonade.png,lemonade,,,
Leprechaun Buddy Doll,leprechaun buddy doll,leprechaun-buddy-doll,https://buddy.farm/i/leprechaun-buddy-doll/,Leprechaun Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/leafymcluckybuddydoll.png,/img/items/leafymcluckybuddydoll.png,leafymcluckybuddydoll.png,leafymcluckybuddydoll,,,
Leprechaun Hat,leprechaun hat,leprechaun-hat,https://buddy.farm/i/leprechaun-hat/,Leprechaun Hat,icon_found,observed,https://farmrpg.com/img/items/Leprechaun_hatnew.png,/img/items/Leprechaun_hatnew.png,Leprechaun_hatnew.png,Leprechaun_hatnew,,,
Lima Bean,lima bean,lima-bean,https://buddy.farm/i/lima-bean/,Lima Bean,icon_found,observed,https://farmrpg.com/img/items/limabean.png?1,/img/items/limabean.png,limabean.png,limabean,,,
Linked Lantern,linked lantern,linked-lantern,https://buddy.farm/i/linked-lantern/,Linked Lantern,icon_found,observed,https://farmrpg.com/img/items/mlantern.png?1,/img/items/mlantern.png,mlantern.png,mlantern,,,
List of Corn Puns,list of corn puns,list-of-corn-puns,https://buddy.farm/i/list-of-corn-puns/,List of Corn Puns,icon_found,observed,https://farmrpg.com/img/items/cornlist.png,/img/items/cornlist.png,cornlist.png,cornlist,,,
Lobster,lobster,lobster,https://buddy.farm/i/lobster/,Lobster,icon_found,observed,https://farmrpg.com/img/items/lobster.png,/img/items/lobster.png,lobster.png,lobster,,,
Lollipop,lollipop,lollipop,https://buddy.farm/i/lollipop/,Lollipop,icon_found,observed,https://farmrpg.com/img/items/candy_t_08.png,/img/items/candy_t_08.png,candy_t_08.png,candy_t_08,,,
Looking Glass,looking glass,looking-glass,https://buddy.farm/i/looking-glass/,Looking Glass,icon_found,observed,https://farmrpg.com/img/items/5865.png,/img/items/5865.png,5865.png,5865,5865,,
Lorn Bobblehead,lorn bobblehead,lorn-bobblehead,https://buddy.farm/i/lorn-bobblehead/,Lorn Bobblehead,icon_found,observed,https://farmrpg.com/img/items/bobble_lorn.png,/img/items/bobble_lorn.png,bobble_lorn.png,bobble_lorn,,,
Lorn's Breakfast Boost,lorn's breakfast boost,lorn-s-breakfast-boost,https://buddy.farm/i/lorn-s-breakfast-boost/,Lorn&#x27;s Breakfast Boost,icon_found,observed,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,recipe,,,
Lovely Cookies,lovely cookies,lovely-cookies,https://buddy.farm/i/lovely-cookies/,Lovely Cookies,icon_found,observed,https://farmrpg.com/img/items/lcookies.png,/img/items/lcookies.png,lcookies.png,lcookies,,,
Lovely Present,lovely present,lovely-present,https://buddy.farm/i/lovely-present/,Lovely Present,icon_found,observed,https://farmrpg.com/img/items/lpres.png,/img/items/lpres.png,lpres.png,lpres,,,
Lovely Rose,lovely rose,lovely-rose,https://buddy.farm/i/lovely-rose/,Lovely Rose,icon_found,observed,https://farmrpg.com/img/items/afk_9604.png,/img/items/afk_9604.png,afk_9604.png,afk_9604,,,
Lucky Cat Buddy Doll,lucky cat buddy doll,lucky-cat-buddy-doll,https://buddy.farm/i/lucky-cat-buddy-doll/,Lucky Cat Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/Manekinekobuddydoll.png,/img/items/Manekinekobuddydoll.png,Manekinekobuddydoll.png,Manekinekobuddydoll,,,
Lucky Rabbit Foot,lucky rabbit foot,lucky-rabbit-foot,https://buddy.farm/i/lucky-rabbit-foot/,Lucky Rabbit Foot,icon_found,observed,https://farmrpg.com/img/items/4289.png,/img/items/4289.png,4289.png,4289,4289,,
Lucky Spiral Belt,lucky spiral belt,lucky-spiral-belt,https://buddy.farm/i/lucky-spiral-belt/,Lucky Spiral Belt,icon_found,observed,https://farmrpg.com/img/items/2059.png,/img/items/2059.png,2059.png,2059,2059,,
Machine Part,machine part,machine-part,https://buddy.farm/i/machine-part/,Machine Part,icon_found,observed,https://farmrpg.com/img/items/9331.PNG,/img/items/9331.PNG,9331.PNG,9331,9331,,
Machine Press,machine press,machine-press,https://buddy.farm/i/machine-press/,Machine Press,icon_found,observed,https://farmrpg.com/img/items/press.png,/img/items/press.png,press.png,press,,,
Mackerel,mackerel,mackerel,https://buddy.farm/i/mackerel/,Mackerel,icon_found,observed,https://farmrpg.com/img/items/5768.png,/img/items/5768.png,5768.png,5768,5768,,
Maduin's Cup,maduin's cup,maduin-s-cup,https://buddy.farm/i/maduin-s-cup/,Maduin&#x27;s Cup,icon_found,observed,https://farmrpg.com/img/items/3729.png,/img/items/3729.png,3729.png,3729,3729,,
Magenta Growth,magenta growth,magenta-growth,https://buddy.farm/i/magenta-growth/,Magenta Growth,icon_found,observed,https://farmrpg.com/img/items/afk_8827.png,/img/items/afk_8827.png,afk_8827.png,afk_8827,,,
Magic Conch Shell,magic conch shell,magic-conch-shell,https://buddy.farm/i/magic-conch-shell/,Magic Conch Shell,icon_found,observed,https://farmrpg.com/img/items/mcs.png,/img/items/mcs.png,mcs.png,mcs,,,
Magic Lamp,magic lamp,magic-lamp,https://buddy.farm/i/magic-lamp/,Magic Lamp,icon_found,observed,https://farmrpg.com/img/items/3330.png,/img/items/3330.png,3330.png,3330,3330,,
Magic Mirror,magic mirror,magic-mirror,https://buddy.farm/i/magic-mirror/,Magic Mirror,icon_found,observed,https://farmrpg.com/img/items/2687.png,/img/items/2687.png,2687.png,2687,2687,,
Magical Chest 01,magical chest 01,magical-chest-01,https://buddy.farm/i/magical-chest-01/,Magical Chest 01,icon_found,observed,https://farmrpg.com/img/items/magicchest01.png,/img/items/magicchest01.png,magicchest01.png,magicchest01,,,
Magical Chest 02,magical chest 02,magical-chest-02,https://buddy.farm/i/magical-chest-02/,Magical Chest 02,icon_found,observed,https://farmrpg.com/img/items/magicchest01.png,/img/items/magicchest01.png,magicchest01.png,magicchest01,,,
Magical Egg Basket,magical egg basket,magical-egg-basket,https://buddy.farm/i/magical-egg-basket/,Magical Egg Basket,icon_found,observed,https://farmrpg.com/img/items/mageggbasket.png,/img/items/mageggbasket.png,mageggbasket.png,mageggbasket,,,
Magicite,magicite,magicite,https://buddy.farm/i/magicite/,Magicite,icon_found,observed,https://farmrpg.com/img/items/7963.png,/img/items/7963.png,7963.png,7963,7963,,
Magmastone,magmastone,magmastone,https://buddy.farm/i/magmastone/,Magmastone,icon_found,observed,https://farmrpg.com/img/items/magmastone.png,/img/items/magmastone.png,magmastone.png,magmastone,,,
Magna Core,magna core,magna-core,https://buddy.farm/i/magna-core/,Magna Core,icon_found,observed,https://farmrpg.com/img/items/9376.png,/img/items/9376.png,9376.png,9376,9376,,
Magna Quartz,magna quartz,magna-quartz,https://buddy.farm/i/magna-quartz/,Magna Quartz,icon_found,observed,https://farmrpg.com/img/items/magnaquartz.png,/img/items/magnaquartz.png,magnaquartz.png,magnaquartz,,,
Magnifying Glass,magnifying glass,magnifying-glass,https://buddy.farm/i/magnifying-glass/,Magnifying Glass,icon_found,observed,https://farmrpg.com/img/items/7210.png,/img/items/7210.png,7210.png,7210,7210,,
Magus Hat,magus hat,magus-hat,https://buddy.farm/i/magus-hat/,Magus Hat,icon_found,observed,https://farmrpg.com/img/items/5404.png,/img/items/5404.png,5404.png,5404,5404,,
Mana Scarab,mana scarab,mana-scarab,https://buddy.farm/i/mana-scarab/,Mana Scarab,icon_found,observed,https://farmrpg.com/img/items/afk_9531.png,/img/items/afk_9531.png,afk_9531.png,afk_9531,,,
Mapping Compass,mapping compass,mapping-compass,https://buddy.farm/i/mapping-compass/,Mapping Compass,icon_found,observed,https://farmrpg.com/img/items/mappingcompass.png,/img/items/mappingcompass.png,mappingcompass.png,mappingcompass,,,
Mariya Bobblehead,mariya bobblehead,mariya-bobblehead,https://buddy.farm/i/mariya-bobblehead/,Mariya Bobblehead,icon_found,observed,https://farmrpg.com/img/items/bobble_mariya.png,/img/items/bobble_mariya.png,bobble_mariya.png,bobble_mariya,,,
Mariya's Crunchy Omelette,mariya's crunchy omelette,mariya-s-crunchy-omelette,https://buddy.farm/i/mariya-s-crunchy-omelette/,Mariya&#x27;s Crunchy Omelette,icon_found,observed,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,recipe,,,
Mariya's Festive Eggnog,mariya's festive eggnog,mariya-s-festive-eggnog,https://buddy.farm/i/mariya-s-festive-eggnog/,Mariya&#x27;s Festive Eggnog,icon_found,observed,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,recipe,,,
Mariya's Hickory Omelette,mariya's hickory omelette,mariya-s-hickory-omelette,https://buddy.farm/i/mariya-s-hickory-omelette/,Mariya&#x27;s Hickory Omelette,icon_found,observed,https://farmrpg.com/img/items/recipe.png,/img/items/recipe.png,recipe.png,recipe,,,
Mark of Knowledge,mark of knowledge,mark-of-knowledge,https://buddy.farm/i/mark-of-knowledge/,Mark of Knowledge,icon_found,observed,https://farmrpg.com/img/items/3966.png,/img/items/3966.png,3966.png,3966,3966,,
Marlin,marlin,marlin,https://buddy.farm/i/marlin/,Marlin,icon_found,observed,https://farmrpg.com/img/items/7816.png,/img/items/7816.png,7816.png,7816,7816,,
Maverick Chip,maverick chip,maverick-chip,https://buddy.farm/i/maverick-chip/,Maverick Chip,icon_found,observed,https://farmrpg.com/img/items/Maverick_coin.png,/img/items/Maverick_coin.png,Maverick_coin.png,Maverick_coin,,,
Mayonnaise,mayonnaise,mayonnaise,https://buddy.farm/i/mayonnaise/,Mayonnaise,icon_found,observed,https://farmrpg.com/img/items/mayo.png,/img/items/mayo.png,mayo.png,mayo,,,
Mealworms,mealworms,mealworms,https://buddy.farm/i/mealworms/,Mealworms,icon_found,observed,https://farmrpg.com/img/items/mw.png,/img/items/mw.png,mw.png,mw,,,
Mechanical Heart,mechanical heart,mechanical-heart,https://buddy.farm/i/mechanical-heart/,Mechanical Heart,icon_found,observed,https://farmrpg.com/img/items/mechheart.png,/img/items/mechheart.png,mechheart.png,mechheart,,,
Medium Chest 01,medium chest 01,medium-chest-01,https://buddy.farm/i/medium-chest-01/,Medium Chest 01,icon_found,observed,https://farmrpg.com/img/items/8574.png,/img/items/8574.png,8574.png,8574,8574,,
Medium Chest 02,medium chest 02,medium-chest-02,https://buddy.farm/i/medium-chest-02/,Medium Chest 02,icon_found,observed,https://farmrpg.com/img/items/8574.png,/img/items/8574.png,8574.png,8574,8574,,
Medium Chest 03,medium chest 03,medium-chest-03,https://buddy.farm/i/medium-chest-03/,Medium Chest 03,icon_found,observed,https://farmrpg.com/img/items/8574.png,/img/items/8574.png,8574.png,8574,8574,,
Meerif Crest,meerif crest,meerif-crest,https://buddy.farm/i/meerif-crest/,Meerif Crest,icon_found,observed,https://farmrpg.com/img/items/meerif.png,/img/items/meerif.png,meerif.png,meerif,,,
Mega Beet Seeds,mega beet seeds,mega-beet-seeds,https://buddy.farm/i/mega-beet-seeds/,Mega Beet Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_mbeet.png,/img/items/seeds_mbeet.png,seeds_mbeet.png,seeds_mbeet,,,
Mega Cotton Seeds,mega cotton seeds,mega-cotton-seeds,https://buddy.farm/i/mega-cotton-seeds/,Mega Cotton Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_mcotton.png?1,/img/items/seeds_mcotton.png,seeds_mcotton.png,seeds_mcotton,,,
Mega Sunflower Seeds,mega sunflower seeds,mega-sunflower-seeds,https://buddy.farm/i/mega-sunflower-seeds/,Mega Sunflower Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_msunflower.png,/img/items/seeds_msunflower.png,seeds_msunflower.png,seeds_msunflower,,,
Mermaid's Necklace,mermaid's necklace,mermaid-s-necklace,https://buddy.farm/i/mermaid-s-necklace/,Mermaid&#x27;s Necklace,icon_found,observed,https://farmrpg.com/img/items/5164.png,/img/items/5164.png,5164.png,5164,5164,,
Mermaid's Scale,mermaid's scale,mermaid-s-scale,https://buddy.farm/i/mermaid-s-scale/,Mermaid&#x27;s Scale,icon_found,observed,https://farmrpg.com/img/items/mermaidscale.png,/img/items/mermaidscale.png,mermaidscale.png,mermaidscale,,,
Metal Spool,metal spool,metal-spool,https://buddy.farm/i/metal-spool/,Metal Spool,icon_found,observed,https://farmrpg.com/img/items/9325.png,/img/items/9325.png,9325.png,9325,9325,,
MIAB,miab,miab,https://buddy.farm/i/miab/,MIAB,icon_found,observed,https://farmrpg.com/img/items/7756.png,/img/items/7756.png,7756.png,7756,7756,,
Milk,milk,milk,https://buddy.farm/i/milk/,Milk,icon_found,observed,https://farmrpg.com/img/items/8382.PNG,/img/items/8382.PNG,8382.PNG,8382,8382,,
Milk and Cookies,milk and cookies,milk-and-cookies,https://buddy.farm/i/milk-and-cookies/,Milk and Cookies,icon_found,observed,https://farmrpg.com/img/items/25_sm.png,/img/items/25_sm.png,25_sm.png,25_sm,,,
Milk Carton,milk carton,milk-carton,https://buddy.farm/i/milk-carton/,Milk Carton,icon_found,observed,https://farmrpg.com/img/items/packaging_t_01.PNG,/img/items/packaging_t_01.PNG,packaging_t_01.PNG,packaging_t_01,,,
Mini Marshmallows,mini marshmallows,mini-marshmallows,https://buddy.farm/i/mini-marshmallows/,Mini Marshmallows,icon_found,observed,https://farmrpg.com/img/items/mms.png,/img/items/mms.png,mms.png,mms,,,
Mini Slime Squid,mini slime squid,mini-slime-squid,https://buddy.farm/i/mini-slime-squid/,Mini Slime Squid,icon_found,observed,https://farmrpg.com/img/items/3992.png,/img/items/3992.png,3992.png,3992,3992,,
