item_name,item_buddy_url,used_in_item_name,used_in_buddy_url,quantity
Purple Dye,https://buddy.farm/i/purple-dye/,Purple Shirt,https://buddy.farm/i/purple-shirt/,1
Purple Dye,https://buddy.farm/i/purple-dye/,Tie Dye Scarf,https://buddy.farm/i/tie-dye-scarf/,1
Purple Flower,https://buddy.farm/i/purple-flower/,Purple Dye,https://buddy.farm/i/purple-dye/,10
Purple Flower,https://buddy.farm/i/purple-flower/,Wizard Hat,https://buddy.farm/i/wizard-hat/,10
Purple Flower,https://buddy.farm/i/purple-flower/,Purple Parchment,https://buddy.farm/i/purple-parchment/,3
Purple Parchment,https://buddy.farm/i/purple-parchment/,Purple Diary,https://buddy.farm/i/purple-diary/,1
Re'taw,https://buddy.farm/i/re-taw/,Re'taw Pail,https://buddy.farm/i/re-taw-pail/,5
Re'taw,https://buddy.farm/i/re-taw/,Sugar Cube,https://buddy.farm/i/sugar-cube/,1
Red Dye,https://buddy.farm/i/red-dye/,Kill Switch,https://buddy.farm/i/kill-switch/,1
Red Dye,https://buddy.farm/i/red-dye/,Red Twine,https://buddy.farm/i/red-twine/,1
Red Dye,https://buddy.farm/i/red-dye/,Red Butterfly,https://buddy.farm/i/red-butterfly/,1
Red Dye,https://buddy.farm/i/red-dye/,Red Trunk,https://buddy.farm/i/red-trunk/,4
Red Dye,https://buddy.farm/i/red-dye/,Red Shield,https://buddy.farm/i/red-shield/,1
Red Dye,https://buddy.farm/i/red-dye/,Fancy Chair,https://buddy.farm/i/fancy-chair/,1
Red Dye,https://buddy.farm/i/red-dye/,Red Scarf,https://buddy.farm/i/red-scarf/,1
Red Dye,https://buddy.farm/i/red-dye/,Red Brick,https://buddy.farm/i/red-brick/,5
Red Dye,https://buddy.farm/i/red-dye/,Red Shirt,https://buddy.farm/i/red-shirt/,1
Red Dye,https://buddy.farm/i/red-dye/,Tie Dye Scarf,https://buddy.farm/i/tie-dye-scarf/,1
Red Dye,https://buddy.farm/i/red-dye/,Propeller Hat,https://buddy.farm/i/propeller-hat/,2
Red Flowers,https://buddy.farm/i/red-flowers/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,2
Red Parchment,https://buddy.farm/i/red-parchment/,Red Diary,https://buddy.farm/i/red-diary/,1
Red Scarf,https://buddy.farm/i/red-scarf/,Ship Mast,https://buddy.farm/i/ship-mast/,4
Red Shield,https://buddy.farm/i/red-shield/,Frost Shield,https://buddy.farm/i/frost-shield/,1
Red Twine,https://buddy.farm/i/red-twine/,Rucksack,https://buddy.farm/i/rucksack/,4
Red Twine,https://buddy.farm/i/red-twine/,Corn Husk Doll,https://buddy.farm/i/corn-husk-doll/,5
Rope,https://buddy.farm/i/rope/,Ship Mast,https://buddy.farm/i/ship-mast/,12
Rope,https://buddy.farm/i/rope/,Canoe,https://buddy.farm/i/canoe/,2
Rope,https://buddy.farm/i/rope/,Flying Machine,https://buddy.farm/i/flying-machine/,10
Rope,https://buddy.farm/i/rope/,Belt Drive,https://buddy.farm/i/belt-drive/,1
Rope,https://buddy.farm/i/rope/,Fishing Net,https://buddy.farm/i/fishing-net/,2
Ruby,https://buddy.farm/i/ruby/,Ruby Ring,https://buddy.farm/i/ruby-ring/,1
Ruby,https://buddy.farm/i/ruby/,Linked Lantern,https://buddy.farm/i/linked-lantern/,1
Ruby,https://buddy.farm/i/ruby/,Compass,https://buddy.farm/i/compass/,1
Ruby,https://buddy.farm/i/ruby/,Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,1
Runestone 01,https://buddy.farm/i/runestone-01/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 02,https://buddy.farm/i/runestone-02/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 03,https://buddy.farm/i/runestone-03/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 04,https://buddy.farm/i/runestone-04/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 05,https://buddy.farm/i/runestone-05/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 06,https://buddy.farm/i/runestone-06/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 07,https://buddy.farm/i/runestone-07/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 08,https://buddy.farm/i/runestone-08/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 09,https://buddy.farm/i/runestone-09/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 10,https://buddy.farm/i/runestone-10/,Inferno Sphere,https://buddy.farm/i/inferno-sphere/,1
Runestone 11,https://buddy.farm/i/runestone-11/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 12,https://buddy.farm/i/runestone-12/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 13,https://buddy.farm/i/runestone-13/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 14,https://buddy.farm/i/runestone-14/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 15,https://buddy.farm/i/runestone-15/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 16,https://buddy.farm/i/runestone-16/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 17,https://buddy.farm/i/runestone-17/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,1
Runestone 17,https://buddy.farm/i/runestone-17/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 18,https://buddy.farm/i/runestone-18/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 19,https://buddy.farm/i/runestone-19/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Runestone 20,https://buddy.farm/i/runestone-20/,Lava Sphere,https://buddy.farm/i/lava-sphere/,1
Sail Cloth,https://buddy.farm/i/sail-cloth/,Ship Mast,https://buddy.farm/i/ship-mast/,4
Salt,https://buddy.farm/i/salt/,Butter,https://buddy.farm/i/butter/,1
Salt Rock,https://buddy.farm/i/salt-rock/,Salt,https://buddy.farm/i/salt/,50
Sand,https://buddy.farm/i/sand/,Hourglass,https://buddy.farm/i/hourglass/,1
Sand,https://buddy.farm/i/sand/,Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,5
Sand,https://buddy.farm/i/sand/,Ship in a Bottle,https://buddy.farm/i/ship-in-a-bottle/,2
Sand,https://buddy.farm/i/sand/,Red Brick,https://buddy.farm/i/red-brick/,50
Sand,https://buddy.farm/i/sand/,Amber Cane,https://buddy.farm/i/amber-cane/,3
Sandstone,https://buddy.farm/i/sandstone/,Unpolished Shimmer Stone,https://buddy.farm/i/unpolished-shimmer-stone/,1
Sandstone,https://buddy.farm/i/sandstone/,Sand,https://buddy.farm/i/sand/,5
Scissors,https://buddy.farm/i/scissors/,Rucksack,https://buddy.farm/i/rucksack/,1
Scrap Cloth,https://buddy.farm/i/scrap-cloth/,Cloth,https://buddy.farm/i/cloth/,3
Scrap Metal,https://buddy.farm/i/scrap-metal/,Kill Switch,https://buddy.farm/i/kill-switch/,5
Scrap Metal,https://buddy.farm/i/scrap-metal/,Cannon,https://buddy.farm/i/cannon/,25
Scrap Metal,https://buddy.farm/i/scrap-metal/,Fancy Clock,https://buddy.farm/i/fancy-clock/,4
Scrap Metal,https://buddy.farm/i/scrap-metal/,Metal Spool,https://buddy.farm/i/metal-spool/,12
Scrap Wire,https://buddy.farm/i/scrap-wire/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,50
Scrap Wire,https://buddy.farm/i/scrap-wire/,Kill Switch,https://buddy.farm/i/kill-switch/,2
Scrap Wire,https://buddy.farm/i/scrap-wire/,Energy Coil,https://buddy.farm/i/energy-coil/,8
Seeing Stone,https://buddy.farm/i/seeing-stone/,Magna Core,https://buddy.farm/i/magna-core/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Spiky Bracelet,https://buddy.farm/i/spiky-bracelet/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Sail Cloth,https://buddy.farm/i/sail-cloth/,3
Sewing Needle,https://buddy.farm/i/sewing-needle/,Blue Shirt,https://buddy.farm/i/blue-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Red Shirt,https://buddy.farm/i/red-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Black Shirt,https://buddy.farm/i/black-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Fancy Pillow,https://buddy.farm/i/fancy-pillow/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Purple Shirt,https://buddy.farm/i/purple-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Green Shirt,https://buddy.farm/i/green-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Orange Shirt,https://buddy.farm/i/orange-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,Yellow Shirt,https://buddy.farm/i/yellow-shirt/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,White Shirt,https://buddy.farm/i/white-shirt/,1
Shadow Bloom,https://buddy.farm/i/shadow-bloom/,Black Dye,https://buddy.farm/i/black-dye/,3
Shimmer Quartz,https://buddy.farm/i/shimmer-quartz/,Glass Jar,https://buddy.farm/i/glass-jar/,1
Shimmer Quartz,https://buddy.farm/i/shimmer-quartz/,Shimmer Topaz,https://buddy.farm/i/shimmer-topaz/,3
Shimmer Stone,https://buddy.farm/i/shimmer-stone/,Glass Orb,https://buddy.farm/i/glass-orb/,2
Shimmer Topaz,https://buddy.farm/i/shimmer-topaz/,Shimmer Ring,https://buddy.farm/i/shimmer-ring/,1
Silk,https://buddy.farm/i/silk/,Fancy Pillow,https://buddy.farm/i/fancy-pillow/,2
Silk,https://buddy.farm/i/silk/,Purple Butterfly,https://buddy.farm/i/purple-butterfly/,3
Silk,https://buddy.farm/i/silk/,Orange Butterfly,https://buddy.farm/i/orange-butterfly/,3
Silk,https://buddy.farm/i/silk/,Green Butterfly,https://buddy.farm/i/green-butterfly/,3
Silk,https://buddy.farm/i/silk/,Blue Butterfly,https://buddy.farm/i/blue-butterfly/,3
Silk,https://buddy.farm/i/silk/,Red Butterfly,https://buddy.farm/i/red-butterfly/,3
Silk,https://buddy.farm/i/silk/,Yellow Butterfly,https://buddy.farm/i/yellow-butterfly/,3
Slimestone,https://buddy.farm/i/slimestone/,Essence of Slime,https://buddy.farm/i/essence-of-slime/,2
Small Bolt,https://buddy.farm/i/small-bolt/,Sturdy Pickaxe,https://buddy.farm/i/sturdy-pickaxe/,1
Small Bolt,https://buddy.farm/i/small-bolt/,Steel Plate,https://buddy.farm/i/steel-plate/,4
Small Bolt,https://buddy.farm/i/small-bolt/,Steel Vise,https://buddy.farm/i/steel-vise/,2
Small Bolt,https://buddy.farm/i/small-bolt/,Pine Shelf,https://buddy.farm/i/pine-shelf/,4
Small Bolt,https://buddy.farm/i/small-bolt/,Step Ladder,https://buddy.farm/i/step-ladder/,2
Small Gear,https://buddy.farm/i/small-gear/,Flying Machine,https://buddy.farm/i/flying-machine/,4
Small Gear,https://buddy.farm/i/small-gear/,Fancy Clock,https://buddy.farm/i/fancy-clock/,4
Small Gear,https://buddy.farm/i/small-gear/,Flywheel,https://buddy.farm/i/flywheel/,1
Small Gear,https://buddy.farm/i/small-gear/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,3
Small Screw,https://buddy.farm/i/small-screw/,Flywheel,https://buddy.farm/i/flywheel/,7
Small Screw,https://buddy.farm/i/small-screw/,Control Box,https://buddy.farm/i/control-box/,2
Small Screw,https://buddy.farm/i/small-screw/,Magna Core,https://buddy.farm/i/magna-core/,10
Small Screw,https://buddy.farm/i/small-screw/,Compass,https://buddy.farm/i/compass/,4
Small Spring,https://buddy.farm/i/small-spring/,Flying Machine,https://buddy.farm/i/flying-machine/,6
Small Spring,https://buddy.farm/i/small-spring/,Magna Core,https://buddy.farm/i/magna-core/,5
Small Spring,https://buddy.farm/i/small-spring/,Control Box,https://buddy.farm/i/control-box/,3
Sour Root,https://buddy.farm/i/sour-root/,Mayonnaise,https://buddy.farm/i/mayonnaise/,1
Spider,https://buddy.farm/i/spider/,Silk,https://buddy.farm/i/silk/,2
Spiked Shell,https://buddy.farm/i/spiked-shell/,Seashell Necklace,https://buddy.farm/i/seashell-necklace/,1
Spool of Copper,https://buddy.farm/i/spool-of-copper/,Energy Coil,https://buddy.farm/i/energy-coil/,1
Spool of Copper,https://buddy.farm/i/spool-of-copper/,Potato Battery,https://buddy.farm/i/potato-battery/,1
Steel,https://buddy.farm/i/steel/,Jade Charm,https://buddy.farm/i/jade-charm/,2
Steel,https://buddy.farm/i/steel/,Sturdy Sword,https://buddy.farm/i/sturdy-sword/,1
Steel,https://buddy.farm/i/steel/,Scissors,https://buddy.farm/i/scissors/,2
Steel,https://buddy.farm/i/steel/,Green Top Hat,https://buddy.farm/i/green-top-hat/,1
Steel,https://buddy.farm/i/steel/,Glass Jar,https://buddy.farm/i/glass-jar/,1
Steel,https://buddy.farm/i/steel/,Sturdy Bow,https://buddy.farm/i/sturdy-bow/,1
Steel,https://buddy.farm/i/steel/,Handsaw,https://buddy.farm/i/handsaw/,2
Steel,https://buddy.farm/i/steel/,Energy Coil,https://buddy.farm/i/energy-coil/,2
Steel,https://buddy.farm/i/steel/,Engine,https://buddy.farm/i/engine/,20
Steel,https://buddy.farm/i/steel/,Pie Pan,https://buddy.farm/i/pie-pan/,10
Steel,https://buddy.farm/i/steel/,Steel Plate,https://buddy.farm/i/steel-plate/,2
Steel,https://buddy.farm/i/steel/,Pitchfork,https://buddy.farm/i/pitchfork/,2
Steel,https://buddy.farm/i/steel/,Flywheel,https://buddy.farm/i/flywheel/,20
Steel,https://buddy.farm/i/steel/,Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,4
Steel,https://buddy.farm/i/steel/,Red Trunk,https://buddy.farm/i/red-trunk/,8
Steel,https://buddy.farm/i/steel/,Magna Core,https://buddy.farm/i/magna-core/,40
Steel,https://buddy.farm/i/steel/,Red Shield,https://buddy.farm/i/red-shield/,3
Steel,https://buddy.farm/i/steel/,Fancy Violin,https://buddy.farm/i/fancy-violin/,4
Steel,https://buddy.farm/i/steel/,Steel Buckle,https://buddy.farm/i/steel-buckle/,1
Steel,https://buddy.farm/i/steel/,Cannon,https://buddy.farm/i/cannon/,25
Steel,https://buddy.farm/i/steel/,Steel Pickaxe,https://buddy.farm/i/steel-pickaxe/,5
Steel,https://buddy.farm/i/steel/,Steel Vise,https://buddy.farm/i/steel-vise/,50
Steel,https://buddy.farm/i/steel/,Pine Shelf,https://buddy.farm/i/pine-shelf/,2
Steel,https://buddy.farm/i/steel/,Gainite,https://buddy.farm/i/gainite/,2000
Steel,https://buddy.farm/i/steel/,Wrench,https://buddy.farm/i/wrench/,1
Steel,https://buddy.farm/i/steel/,Grand Piano,https://buddy.farm/i/grand-piano/,10
Steel,https://buddy.farm/i/steel/,Black Shield,https://buddy.farm/i/black-shield/,3
Steel Buckle,https://buddy.farm/i/steel-buckle/,Leather Helmet,https://buddy.farm/i/leather-helmet/,1
Steel Buckle,https://buddy.farm/i/steel-buckle/,Flying Machine,https://buddy.farm/i/flying-machine/,2
Steel Buckle,https://buddy.farm/i/steel-buckle/,Leather Belt,https://buddy.farm/i/leather-belt/,1
Steel Buckle,https://buddy.farm/i/steel-buckle/,Rucksack,https://buddy.farm/i/rucksack/,1
Steel Plate,https://buddy.farm/i/steel-plate/,Control Box,https://buddy.farm/i/control-box/,2
Steel Plate,https://buddy.farm/i/steel-plate/,Machine Press,https://buddy.farm/i/machine-press/,1
Steel Plate,https://buddy.farm/i/steel-plate/,Step Ladder,https://buddy.farm/i/step-ladder/,2
Steel Plate,https://buddy.farm/i/steel-plate/,Fancy Violin,https://buddy.farm/i/fancy-violin/,1
Steel Plate,https://buddy.farm/i/steel-plate/,Engine,https://buddy.farm/i/engine/,1
Steel Vise,https://buddy.farm/i/steel-vise/,Fancy Table,https://buddy.farm/i/fancy-table/,1
Steel Wire,https://buddy.farm/i/steel-wire/,Fancy Guitar,https://buddy.farm/i/fancy-guitar/,6
Steel Wire,https://buddy.farm/i/steel-wire/,Engine,https://buddy.farm/i/engine/,50
Steel Wire,https://buddy.farm/i/steel-wire/,Seashell Necklace,https://buddy.farm/i/seashell-necklace/,4
Steel Wire,https://buddy.farm/i/steel-wire/,Fancy Sword,https://buddy.farm/i/fancy-sword/,4
Steel Wire,https://buddy.farm/i/steel-wire/,Potato Battery,https://buddy.farm/i/potato-battery/,4
Steel Wire,https://buddy.farm/i/steel-wire/,Fancy Clock,https://buddy.farm/i/fancy-clock/,8
Steel Wire,https://buddy.farm/i/steel-wire/,Fancy Violin,https://buddy.farm/i/fancy-violin/,4
Steel Wire,https://buddy.farm/i/steel-wire/,Grand Piano,https://buddy.farm/i/grand-piano/,88
Steel Wire,https://buddy.farm/i/steel-wire/,Barbed Wire,https://buddy.farm/i/barbed-wire/,1
Steel Wire,https://buddy.farm/i/steel-wire/,Flying Machine,https://buddy.farm/i/flying-machine/,10
Steel Wire,https://buddy.farm/i/steel-wire/,Crossbow,https://buddy.farm/i/crossbow/,2
Steel Wire,https://buddy.farm/i/steel-wire/,Bamboo Flute,https://buddy.farm/i/bamboo-flute/,1
Steel Wire,https://buddy.farm/i/steel-wire/,Crown of Clover,https://buddy.farm/i/crown-of-clover/,1
Stone,https://buddy.farm/i/stone/,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Stone,https://buddy.farm/i/stone/,Glass Orb,https://buddy.farm/i/glass-orb/,1
Stone,https://buddy.farm/i/stone/,Mystic Ring,https://buddy.farm/i/mystic-ring/,1
Stone,https://buddy.farm/i/stone/,Iron Cup,https://buddy.farm/i/iron-cup/,1
Stone,https://buddy.farm/i/stone/,Shovel,https://buddy.farm/i/shovel/,1
Stone,https://buddy.farm/i/stone/,Jade Charm,https://buddy.farm/i/jade-charm/,6
Stone,https://buddy.farm/i/stone/,Jade,https://buddy.farm/i/jade/,1
Stone,https://buddy.farm/i/stone/,Scissors,https://buddy.farm/i/scissors/,1
Stone,https://buddy.farm/i/stone/,Sturdy Bow,https://buddy.farm/i/sturdy-bow/,2
Stone,https://buddy.farm/i/stone/,Garnet,https://buddy.farm/i/garnet/,1
Stone,https://buddy.farm/i/stone/,Horseshoe,https://buddy.farm/i/horseshoe/,2
Stone,https://buddy.farm/i/stone/,Axe,https://buddy.farm/i/axe/,1
Stone,https://buddy.farm/i/stone/,Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,1
Stone,https://buddy.farm/i/stone/,Steel Wire,https://buddy.farm/i/steel-wire/,1
Stone,https://buddy.farm/i/stone/,Ruby,https://buddy.farm/i/ruby/,1
Stone,https://buddy.farm/i/stone/,Emerald,https://buddy.farm/i/emerald/,2
Stone,https://buddy.farm/i/stone/,Iron Ring,https://buddy.farm/i/iron-ring/,1
Stone,https://buddy.farm/i/stone/,Pickaxe,https://buddy.farm/i/pickaxe/,1
Stone,https://buddy.farm/i/stone/,Gainite,https://buddy.farm/i/gainite/,2000
Stone Shell,https://buddy.farm/i/stone-shell/,Sturdy Pickaxe,https://buddy.farm/i/sturdy-pickaxe/,1
Straw,https://buddy.farm/i/straw/,Twine,https://buddy.farm/i/twine/,2
Straw,https://buddy.farm/i/straw/,Broom,https://buddy.farm/i/broom/,1
Straw,https://buddy.farm/i/straw/,Red Brick,https://buddy.farm/i/red-brick/,50
Straw,https://buddy.farm/i/straw/,Snow Shoes,https://buddy.farm/i/snow-shoes/,24
Striped Feather,https://buddy.farm/i/striped-feather/,Red Dye,https://buddy.farm/i/red-dye/,2
Striped Feather,https://buddy.farm/i/striped-feather/,Red Parchment,https://buddy.farm/i/red-parchment/,3
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Diamond Ring,https://buddy.farm/i/gold-diamond-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Aquamarine Ring,https://buddy.farm/i/gold-aquamarine-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Emerald Ring,https://buddy.farm/i/gold-emerald-ring/,1
Strong Paste,https://buddy.farm/i/strong-paste/,Gold Garnet Ring,https://buddy.farm/i/gold-garnet-ring/,1
Sturdy Shield,https://buddy.farm/i/sturdy-shield/,Black Shield,https://buddy.farm/i/black-shield/,1
Sturdy Sword,https://buddy.farm/i/sturdy-sword/,Fancy Sword,https://buddy.farm/i/fancy-sword/,1
Sunflower,https://buddy.farm/i/sunflower/,Sunflower Oil,https://buddy.farm/i/sunflower-oil/,6
Swamp Thistle,https://buddy.farm/i/swamp-thistle/,Yellow Dye,https://buddy.farm/i/yellow-dye/,4
Tea Leaves,https://buddy.farm/i/tea-leaves/,Iced Tea,https://buddy.farm/i/iced-tea/,3
Thorns,https://buddy.farm/i/thorns/,Barbed Wire,https://buddy.farm/i/barbed-wire/,5
Tin Can,https://buddy.farm/i/tin-can/,Tin Scraps,https://buddy.farm/i/tin-scraps/,1
Tin Scraps,https://buddy.farm/i/tin-scraps/,Propeller Hat,https://buddy.farm/i/propeller-hat/,2
Tomato,https://buddy.farm/i/tomato/,Veggie Juice,https://buddy.farm/i/veggie-juice/,2
Transistor,https://buddy.farm/i/transistor/,Energy Coil,https://buddy.farm/i/energy-coil/,25
Transistor,https://buddy.farm/i/transistor/,Potato Battery,https://buddy.farm/i/potato-battery/,8
Transistor,https://buddy.farm/i/transistor/,Engine,https://buddy.farm/i/engine/,12
Transistor,https://buddy.farm/i/transistor/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,50
Transistor,https://buddy.farm/i/transistor/,Power Monitor,https://buddy.farm/i/power-monitor/,5
Twine,https://buddy.farm/i/twine/,Leather Bag,https://buddy.farm/i/leather-bag/,2
Twine,https://buddy.farm/i/twine/,Horn Canteen,https://buddy.farm/i/horn-canteen/,1
Twine,https://buddy.farm/i/twine/,Spoon,https://buddy.farm/i/spoon/,1
Twine,https://buddy.farm/i/twine/,Rope,https://buddy.farm/i/rope/,3
Twine,https://buddy.farm/i/twine/,Wizard Hat,https://buddy.farm/i/wizard-hat/,3
Twine,https://buddy.farm/i/twine/,Compass,https://buddy.farm/i/compass/,1
Twine,https://buddy.farm/i/twine/,Wooden Bow,https://buddy.farm/i/wooden-bow/,2
Twine,https://buddy.farm/i/twine/,Sturdy Bow,https://buddy.farm/i/sturdy-bow/,2
Twine,https://buddy.farm/i/twine/,Lantern,https://buddy.farm/i/lantern/,2
Twine,https://buddy.farm/i/twine/,Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,5
Twine,https://buddy.farm/i/twine/,Leather Waterskin,https://buddy.farm/i/leather-waterskin/,2
Twine,https://buddy.farm/i/twine/,Blue Twine,https://buddy.farm/i/blue-twine/,1
Twine,https://buddy.farm/i/twine/,Green Cloak,https://buddy.farm/i/green-cloak/,10
Twine,https://buddy.farm/i/twine/,Wooden Sword,https://buddy.farm/i/wooden-sword/,4
Twine,https://buddy.farm/i/twine/,Yarn,https://buddy.farm/i/yarn/,4
Twine,https://buddy.farm/i/twine/,Green Twine,https://buddy.farm/i/green-twine/,1
Twine,https://buddy.farm/i/twine/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,1
Twine,https://buddy.farm/i/twine/,Pearl Necklace,https://buddy.farm/i/pearl-necklace/,1
Twine,https://buddy.farm/i/twine/,Purple Twine,https://buddy.farm/i/purple-twine/,1
Twine,https://buddy.farm/i/twine/,Red Twine,https://buddy.farm/i/red-twine/,1
Twine,https://buddy.farm/i/twine/,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Twine,https://buddy.farm/i/twine/,Fancy Chair,https://buddy.farm/i/fancy-chair/,8
Twine,https://buddy.farm/i/twine/,Sunflower Oil,https://buddy.farm/i/sunflower-oil/,1
Twine,https://buddy.farm/i/twine/,Magus Hat,https://buddy.farm/i/magus-hat/,3
Twine,https://buddy.farm/i/twine/,Wooden Spear,https://buddy.farm/i/wooden-spear/,2
Twine,https://buddy.farm/i/twine/,Veggie Juice,https://buddy.farm/i/veggie-juice/,2
Twine,https://buddy.farm/i/twine/,Yellow Twine,https://buddy.farm/i/yellow-twine/,1
Twine,https://buddy.farm/i/twine/,White Cloak,https://buddy.farm/i/white-cloak/,10
Twine,https://buddy.farm/i/twine/,Brown Cloak,https://buddy.farm/i/brown-cloak/,10
Twine,https://buddy.farm/i/twine/,Orange Twine,https://buddy.farm/i/orange-twine/,1
Twine,https://buddy.farm/i/twine/,Black Twine,https://buddy.farm/i/black-twine/,1
Twine,https://buddy.farm/i/twine/,Brown Twine,https://buddy.farm/i/brown-twine/,1
Twine,https://buddy.farm/i/twine/,White Twine,https://buddy.farm/i/white-twine/,1
Twine,https://buddy.farm/i/twine/,Basic Pillow,https://buddy.farm/i/basic-pillow/,2
Twine,https://buddy.farm/i/twine/,Bamboo Fence,https://buddy.farm/i/bamboo-fence/,10
Twine,https://buddy.farm/i/twine/,Bamboo Trellis,https://buddy.farm/i/bamboo-trellis/,10
Twine,https://buddy.farm/i/twine/,Bamboo Chair,https://buddy.farm/i/bamboo-chair/,15
Unpolished Aquacite,https://buddy.farm/i/unpolished-aquacite/,Aquacite,https://buddy.farm/i/aquacite/,2
Unpolished Emerald,https://buddy.farm/i/unpolished-emerald/,Emerald,https://buddy.farm/i/emerald/,2
Unpolished Flarite,https://buddy.farm/i/unpolished-flarite/,Flarite,https://buddy.farm/i/flarite/,2
Unpolished Garnet,https://buddy.farm/i/unpolished-garnet/,Garnet,https://buddy.farm/i/garnet/,2
Unpolished Jade,https://buddy.farm/i/unpolished-jade/,Jade,https://buddy.farm/i/jade/,2
Unpolished Pyrite,https://buddy.farm/i/unpolished-pyrite/,Pyrite,https://buddy.farm/i/pyrite/,2
Unpolished Ruby,https://buddy.farm/i/unpolished-ruby/,Ruby,https://buddy.farm/i/ruby/,2
Unpolished Shimmer Stone,https://buddy.farm/i/unpolished-shimmer-stone/,Shimmer Stone,https://buddy.farm/i/shimmer-stone/,2
Wagon Wheel,https://buddy.farm/i/wagon-wheel/,Cannon,https://buddy.farm/i/cannon/,4
Watermelon,https://buddy.farm/i/watermelon/,Veggie Juice,https://buddy.farm/i/veggie-juice/,2
White Dye,https://buddy.farm/i/white-dye/,White Twine,https://buddy.farm/i/white-twine/,1
White Dye,https://buddy.farm/i/white-dye/,White Purse,https://buddy.farm/i/white-purse/,1
White Dye,https://buddy.farm/i/white-dye/,White Cloak,https://buddy.farm/i/white-cloak/,10
White Dye,https://buddy.farm/i/white-dye/,White Scarf,https://buddy.farm/i/white-scarf/,1
White Dye,https://buddy.farm/i/white-dye/,White Shirt,https://buddy.farm/i/white-shirt/,1
White Flowers,https://buddy.farm/i/white-flowers/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,2
White Parchment,https://buddy.farm/i/white-parchment/,Green Diary,https://buddy.farm/i/green-diary/,1
White Parchment,https://buddy.farm/i/white-parchment/,Blue Diary,https://buddy.farm/i/blue-diary/,1
White Parchment,https://buddy.farm/i/white-parchment/,Leather Diary,https://buddy.farm/i/leather-diary/,1
White Parchment,https://buddy.farm/i/white-parchment/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,1
White Parchment,https://buddy.farm/i/white-parchment/,Purple Diary,https://buddy.farm/i/purple-diary/,1
