output_item_name,output_buddy_url,recipe_type,ingredient_item_name,ingredient_buddy_url,quantity
Leather Waterskin,https://buddy.farm/i/leather-waterskin/,craft,Twine,https://buddy.farm/i/twine/,2
Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,craft,Lemon Quartz,https://buddy.farm/i/lemon-quartz/,1
Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Lemonade,https://buddy.farm/i/lemonade/,craft,Lemon,https://buddy.farm/i/lemon/,6
Lemonade,https://buddy.farm/i/lemonade/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Linked Lantern,https://buddy.farm/i/linked-lantern/,craft,Aquamarine,https://buddy.farm/i/aquamarine/,1
Linked Lantern,https://buddy.farm/i/linked-lantern/,craft,Amethyst,https://buddy.farm/i/amethyst/,1
Linked Lantern,https://buddy.farm/i/linked-lantern/,craft,Ruby,https://buddy.farm/i/ruby/,1
Linked Lantern,https://buddy.farm/i/linked-lantern/,craft,Magicite,https://buddy.farm/i/magicite/,1
Linked Lantern,https://buddy.farm/i/linked-lantern/,craft,Lantern,https://buddy.farm/i/lantern/,1
Looking Glass,https://buddy.farm/i/looking-glass/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,1
Looking Glass,https://buddy.farm/i/looking-glass/,craft,Board,https://buddy.farm/i/board/,3
Looking Glass,https://buddy.farm/i/looking-glass/,craft,Iron,https://buddy.farm/i/iron/,1
Machine Press,https://buddy.farm/i/machine-press/,craft,Machine Part,https://buddy.farm/i/machine-part/,6
Machine Press,https://buddy.farm/i/machine-press/,craft,Steel Plate,https://buddy.farm/i/steel-plate/,1
Machine Press,https://buddy.farm/i/machine-press/,craft,Board,https://buddy.farm/i/board/,10
Machine Press,https://buddy.farm/i/machine-press/,craft,Nails,https://buddy.farm/i/nails/,5
Machine Press,https://buddy.farm/i/machine-press/,craft,Bucket,https://buddy.farm/i/bucket/,1
Magicite,https://buddy.farm/i/magicite/,craft,Prism Shard,https://buddy.farm/i/prism-shard/,3
Magna Core,https://buddy.farm/i/magna-core/,craft,Cogwheel,https://buddy.farm/i/cogwheel/,3
Magna Core,https://buddy.farm/i/magna-core/,craft,Flywheel,https://buddy.farm/i/flywheel/,2
Magna Core,https://buddy.farm/i/magna-core/,craft,Magna Quartz,https://buddy.farm/i/magna-quartz/,25
Magna Core,https://buddy.farm/i/magna-core/,craft,Small Spring,https://buddy.farm/i/small-spring/,5
Magna Core,https://buddy.farm/i/magna-core/,craft,Small Screw,https://buddy.farm/i/small-screw/,10
Magna Core,https://buddy.farm/i/magna-core/,craft,Seeing Stone,https://buddy.farm/i/seeing-stone/,1
Magna Core,https://buddy.farm/i/magna-core/,craft,Steel,https://buddy.farm/i/steel/,40
Magnifying Glass,https://buddy.farm/i/magnifying-glass/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Magnifying Glass,https://buddy.farm/i/magnifying-glass/,craft,Board,https://buddy.farm/i/board/,1
Magnifying Glass,https://buddy.farm/i/magnifying-glass/,craft,Iron,https://buddy.farm/i/iron/,3
Magnifying Glass,https://buddy.farm/i/magnifying-glass/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,1
Magus Hat,https://buddy.farm/i/magus-hat/,craft,Leather,https://buddy.farm/i/leather/,2
Magus Hat,https://buddy.farm/i/magus-hat/,craft,Twine,https://buddy.farm/i/twine/,3
Magus Hat,https://buddy.farm/i/magus-hat/,craft,Blue Feathers,https://buddy.farm/i/blue-feathers/,10
Magus Hat,https://buddy.farm/i/magus-hat/,craft,Gold Leaf,https://buddy.farm/i/gold-leaf/,1
Mayonnaise,https://buddy.farm/i/mayonnaise/,craft,Sour Root,https://buddy.farm/i/sour-root/,1
Mayonnaise,https://buddy.farm/i/mayonnaise/,craft,Corn Oil,https://buddy.farm/i/corn-oil/,1
Mayonnaise,https://buddy.farm/i/mayonnaise/,craft,Glass Jar,https://buddy.farm/i/glass-jar/,1
Mayonnaise,https://buddy.farm/i/mayonnaise/,craft,Eggs,https://buddy.farm/i/eggs/,25
Metal Spool,https://buddy.farm/i/metal-spool/,craft,Nails,https://buddy.farm/i/nails/,2
Metal Spool,https://buddy.farm/i/metal-spool/,craft,Coal,https://buddy.farm/i/coal/,5
Metal Spool,https://buddy.farm/i/metal-spool/,craft,Broken Pipe,https://buddy.farm/i/broken-pipe/,1
Metal Spool,https://buddy.farm/i/metal-spool/,craft,Scrap Metal,https://buddy.farm/i/scrap-metal/,12
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,craft,Mushroom,https://buddy.farm/i/mushroom/,3
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Coal,https://buddy.farm/i/coal/,180
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Mushroom,https://buddy.farm/i/mushroom/,100
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Carrot,https://buddy.farm/i/carrot/,60
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Peppers,https://buddy.farm/i/peppers/,60
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Leek,https://buddy.farm/i/leek/,32
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Onion,https://buddy.farm/i/onion/,20
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Bone Broth,https://buddy.farm/i/bone-broth/,1
Mushroom Stew,https://buddy.farm/i/mushroom-stew/,cooking,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Mystic Ring,https://buddy.farm/i/mystic-ring/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,3
Mystic Ring,https://buddy.farm/i/mystic-ring/,craft,Stone,https://buddy.farm/i/stone/,1
Mystic Ring,https://buddy.farm/i/mystic-ring/,craft,Aquamarine,https://buddy.farm/i/aquamarine/,1
Mystic Ring,https://buddy.farm/i/mystic-ring/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Mystic Ring,https://buddy.farm/i/mystic-ring/,craft,Emerald,https://buddy.farm/i/emerald/,2
Nailed Board,https://buddy.farm/i/nailed-board/,craft,Board,https://buddy.farm/i/board/,1
Nailed Board,https://buddy.farm/i/nailed-board/,craft,Nails,https://buddy.farm/i/nails/,1
Neigh,https://buddy.farm/i/neigh/,cooking,Coal,https://buddy.farm/i/coal/,180
Neigh,https://buddy.farm/i/neigh/,cooking,Carrot,https://buddy.farm/i/carrot/,50
Neigh,https://buddy.farm/i/neigh/,cooking,Peppers,https://buddy.farm/i/peppers/,45
Neigh,https://buddy.farm/i/neigh/,cooking,Peas,https://buddy.farm/i/peas/,40
Neigh,https://buddy.farm/i/neigh/,cooking,Cucumber,https://buddy.farm/i/cucumber/,30
Neigh,https://buddy.farm/i/neigh/,cooking,Onion,https://buddy.farm/i/onion/,20
Neigh,https://buddy.farm/i/neigh/,cooking,Tomato,https://buddy.farm/i/tomato/,10
Neigh,https://buddy.farm/i/neigh/,cooking,Bone Broth,https://buddy.farm/i/bone-broth/,1
Neigh,https://buddy.farm/i/neigh/,cooking,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Oak Table,https://buddy.farm/i/oak-table/,craft,Oak,https://buddy.farm/i/oak/,80
Oak Table,https://buddy.farm/i/oak-table/,craft,Handsaw,https://buddy.farm/i/handsaw/,1
Oak Table,https://buddy.farm/i/oak-table/,craft,Nails,https://buddy.farm/i/nails/,24
Onion Soup,https://buddy.farm/i/onion-soup/,cooking,Coal,https://buddy.farm/i/coal/,60
Onion Soup,https://buddy.farm/i/onion-soup/,cooking,Onion,https://buddy.farm/i/onion/,50
Onion Soup,https://buddy.farm/i/onion-soup/,cooking,Bone Broth,https://buddy.farm/i/bone-broth/,1
Onion Soup,https://buddy.farm/i/onion-soup/,cooking,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Orange Butterfly,https://buddy.farm/i/orange-butterfly/,craft,Wood,https://buddy.farm/i/wood/,1
Orange Butterfly,https://buddy.farm/i/orange-butterfly/,craft,Caterpillar,https://buddy.farm/i/caterpillar/,1
Orange Butterfly,https://buddy.farm/i/orange-butterfly/,craft,Silk,https://buddy.farm/i/silk/,3
Orange Butterfly,https://buddy.farm/i/orange-butterfly/,craft,Orange Dye,https://buddy.farm/i/orange-dye/,1
Orange Dye,https://buddy.farm/i/orange-dye/,craft,Amber Mire Bloom,https://buddy.farm/i/amber-mire-bloom/,4
Orange Dye,https://buddy.farm/i/orange-dye/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Orange Juice,https://buddy.farm/i/orange-juice/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Orange Juice,https://buddy.farm/i/orange-juice/,craft,Orange,https://buddy.farm/i/orange/,6
Orange Scarf,https://buddy.farm/i/orange-scarf/,craft,Yarn,https://buddy.farm/i/yarn/,2
Orange Scarf,https://buddy.farm/i/orange-scarf/,craft,Orange Dye,https://buddy.farm/i/orange-dye/,1
Orange Shirt,https://buddy.farm/i/orange-shirt/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Orange Shirt,https://buddy.farm/i/orange-shirt/,craft,Orange Dye,https://buddy.farm/i/orange-dye/,1
Orange Shirt,https://buddy.farm/i/orange-shirt/,craft,Cloth,https://buddy.farm/i/cloth/,10
Orange Twine,https://buddy.farm/i/orange-twine/,craft,Twine,https://buddy.farm/i/twine/,1
Orange Twine,https://buddy.farm/i/orange-twine/,craft,Orange Dye,https://buddy.farm/i/orange-dye/,1
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Coal,https://buddy.farm/i/coal/,120
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Corn,https://buddy.farm/i/corn/,3
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Leek,https://buddy.farm/i/leek/,3
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Steak,https://buddy.farm/i/steak/,3
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Herbs,https://buddy.farm/i/herbs/,1
Over The Moon,https://buddy.farm/i/over-the-moon/,cooking,Salt,https://buddy.farm/i/salt/,1
Pair of Boots,https://buddy.farm/i/pair-of-boots/,craft,Polished Boot,https://buddy.farm/i/polished-boot/,2
Pair of Gold Boots,https://buddy.farm/i/pair-of-gold-boots/,craft,Gold Boot,https://buddy.farm/i/gold-boot/,2
Peach Juice,https://buddy.farm/i/peach-juice/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Peach Juice,https://buddy.farm/i/peach-juice/,craft,Peach,https://buddy.farm/i/peach/,10
Pear Grease,https://buddy.farm/i/pear-grease/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Pear Grease,https://buddy.farm/i/pear-grease/,craft,Blue Gel,https://buddy.farm/i/blue-gel/,5
Pear Grease,https://buddy.farm/i/pear-grease/,craft,Prickly Pear,https://buddy.farm/i/prickly-pear/,30
Pearl Necklace,https://buddy.farm/i/pearl-necklace/,craft,Pearl,https://buddy.farm/i/pearl/,1
Pearl Necklace,https://buddy.farm/i/pearl-necklace/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Pearl Necklace,https://buddy.farm/i/pearl-necklace/,craft,Twine,https://buddy.farm/i/twine/,1
Pickaxe,https://buddy.farm/i/pickaxe/,craft,Board,https://buddy.farm/i/board/,1
Pickaxe,https://buddy.farm/i/pickaxe/,craft,Iron,https://buddy.farm/i/iron/,2
Pickaxe,https://buddy.farm/i/pickaxe/,craft,Stone,https://buddy.farm/i/stone/,1
Pickaxe,https://buddy.farm/i/pickaxe/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Pie Pan,https://buddy.farm/i/pie-pan/,craft,Steel,https://buddy.farm/i/steel/,10
Pie Pan,https://buddy.farm/i/pie-pan/,craft,Moonstone,https://buddy.farm/i/moonstone/,2
Pie Pan,https://buddy.farm/i/pie-pan/,craft,Emberstone,https://buddy.farm/i/emberstone/,25
Pine Shelf,https://buddy.farm/i/pine-shelf/,craft,Steel,https://buddy.farm/i/steel/,2
Pine Shelf,https://buddy.farm/i/pine-shelf/,craft,Small Bolt,https://buddy.farm/i/small-bolt/,4
Pine Shelf,https://buddy.farm/i/pine-shelf/,craft,Pine Board,https://buddy.farm/i/pine-board/,1
Pitchfork,https://buddy.farm/i/pitchfork/,craft,Board,https://buddy.farm/i/board/,1
Pitchfork,https://buddy.farm/i/pitchfork/,craft,Emberstone,https://buddy.farm/i/emberstone/,1
Pitchfork,https://buddy.farm/i/pitchfork/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Pitchfork,https://buddy.farm/i/pitchfork/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Pitchfork,https://buddy.farm/i/pitchfork/,craft,Steel,https://buddy.farm/i/steel/,2
Polished Boot,https://buddy.farm/i/polished-boot/,craft,Corn Oil,https://buddy.farm/i/corn-oil/,1
Polished Boot,https://buddy.farm/i/polished-boot/,craft,Old Boot,https://buddy.farm/i/old-boot/,1
Potato Battery,https://buddy.farm/i/potato-battery/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,4
Potato Battery,https://buddy.farm/i/potato-battery/,craft,Nails,https://buddy.farm/i/nails/,4
Potato Battery,https://buddy.farm/i/potato-battery/,craft,Potato,https://buddy.farm/i/potato/,8
Potato Battery,https://buddy.farm/i/potato-battery/,craft,Transistor,https://buddy.farm/i/transistor/,8
Potato Battery,https://buddy.farm/i/potato-battery/,craft,Spool of Copper,https://buddy.farm/i/spool-of-copper/,1
Power Monitor,https://buddy.farm/i/power-monitor/,craft,Pocket Watch,https://buddy.farm/i/pocket-watch/,1
Power Monitor,https://buddy.farm/i/power-monitor/,craft,Copper Wire,https://buddy.farm/i/copper-wire/,1
Power Monitor,https://buddy.farm/i/power-monitor/,craft,Broken Pipe,https://buddy.farm/i/broken-pipe/,1
Power Monitor,https://buddy.farm/i/power-monitor/,craft,Iron,https://buddy.farm/i/iron/,10
Power Monitor,https://buddy.farm/i/power-monitor/,craft,Transistor,https://buddy.farm/i/transistor/,5
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Green Dye,https://buddy.farm/i/green-dye/,2
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Hammer,https://buddy.farm/i/hammer/,1
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Blue Dye,https://buddy.farm/i/blue-dye/,2
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Red Dye,https://buddy.farm/i/red-dye/,2
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Yellow Dye,https://buddy.farm/i/yellow-dye/,2
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Cloth,https://buddy.farm/i/cloth/,25
Propeller Hat,https://buddy.farm/i/propeller-hat/,craft,Tin Scraps,https://buddy.farm/i/tin-scraps/,2
Purple Bag,https://buddy.farm/i/purple-bag/,craft,Leather Bag,https://buddy.farm/i/leather-bag/,1
Purple Bag,https://buddy.farm/i/purple-bag/,craft,Purple Dye,https://buddy.farm/i/purple-dye/,1
Purple Butterfly,https://buddy.farm/i/purple-butterfly/,craft,Wood,https://buddy.farm/i/wood/,1
Purple Butterfly,https://buddy.farm/i/purple-butterfly/,craft,Caterpillar,https://buddy.farm/i/caterpillar/,1
Purple Butterfly,https://buddy.farm/i/purple-butterfly/,craft,Purple Dye,https://buddy.farm/i/purple-dye/,1
Purple Butterfly,https://buddy.farm/i/purple-butterfly/,craft,Silk,https://buddy.farm/i/silk/,3
Purple Diary,https://buddy.farm/i/purple-diary/,craft,Purple Parchment,https://buddy.farm/i/purple-parchment/,1
Purple Diary,https://buddy.farm/i/purple-diary/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Purple Diary,https://buddy.farm/i/purple-diary/,craft,White Parchment,https://buddy.farm/i/white-parchment/,1
Purple Dye,https://buddy.farm/i/purple-dye/,craft,Purple Flower,https://buddy.farm/i/purple-flower/,10
Purple Dye,https://buddy.farm/i/purple-dye/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Purple Parchment,https://buddy.farm/i/purple-parchment/,craft,Purple Flower,https://buddy.farm/i/purple-flower/,3
Purple Shirt,https://buddy.farm/i/purple-shirt/,craft,Purple Dye,https://buddy.farm/i/purple-dye/,1
Purple Shirt,https://buddy.farm/i/purple-shirt/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Purple Shirt,https://buddy.farm/i/purple-shirt/,craft,Cloth,https://buddy.farm/i/cloth/,10
Purple Twine,https://buddy.farm/i/purple-twine/,craft,Twine,https://buddy.farm/i/twine/,1
Purple Twine,https://buddy.farm/i/purple-twine/,craft,Purple Dye,https://buddy.farm/i/purple-dye/,1
Pyrite,https://buddy.farm/i/pyrite/,craft,Unpolished Pyrite,https://buddy.farm/i/unpolished-pyrite/,2
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Coal,https://buddy.farm/i/coal/,240
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Corn,https://buddy.farm/i/corn/,16
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Milk,https://buddy.farm/i/milk/,10
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Potato,https://buddy.farm/i/potato/,5
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Carrot,https://buddy.farm/i/carrot/,3
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Red Berries,https://buddy.farm/i/red-berries/,3
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Bacon,https://buddy.farm/i/bacon/,2
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Herbs,https://buddy.farm/i/herbs/,2
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Bone Broth,https://buddy.farm/i/bone-broth/,1
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Corn Oil,https://buddy.farm/i/corn-oil/,1
Quandary Chowder,https://buddy.farm/i/quandary-chowder/,cooking,Salt,https://buddy.farm/i/salt/,1
Re'taw Pail,https://buddy.farm/i/re-taw-pail/,craft,Bucket,https://buddy.farm/i/bucket/,1
Re'taw Pail,https://buddy.farm/i/re-taw-pail/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,4
Re'taw Pail,https://buddy.farm/i/re-taw-pail/,craft,Re'taw,https://buddy.farm/i/re-taw/,5
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Coal,https://buddy.farm/i/coal/,750
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Red Berries,https://buddy.farm/i/red-berries/,200
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Sweet Root,https://buddy.farm/i/sweet-root/,100
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Flour,https://buddy.farm/i/flour/,25
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Eggs,https://buddy.farm/i/eggs/,10
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Salt,https://buddy.farm/i/salt/,10
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Butter,https://buddy.farm/i/butter/,5
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Milk,https://buddy.farm/i/milk/,1
Red Berry Pie,https://buddy.farm/i/red-berry-pie/,cooking,Pie Pan,https://buddy.farm/i/pie-pan/,1
Red Brick,https://buddy.farm/i/red-brick/,craft,Straw,https://buddy.farm/i/straw/,50
Red Brick,https://buddy.farm/i/red-brick/,craft,Sand,https://buddy.farm/i/sand/,50
Red Brick,https://buddy.farm/i/red-brick/,craft,Red Dye,https://buddy.farm/i/red-dye/,5
Red Brick,https://buddy.farm/i/red-brick/,craft,Bucket,https://buddy.farm/i/bucket/,5
Red Brick,https://buddy.farm/i/red-brick/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,3
Red Butterfly,https://buddy.farm/i/red-butterfly/,craft,Caterpillar,https://buddy.farm/i/caterpillar/,1
Red Butterfly,https://buddy.farm/i/red-butterfly/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Red Butterfly,https://buddy.farm/i/red-butterfly/,craft,Silk,https://buddy.farm/i/silk/,3
Red Butterfly,https://buddy.farm/i/red-butterfly/,craft,Wood,https://buddy.farm/i/wood/,1
Red Diary,https://buddy.farm/i/red-diary/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Red Diary,https://buddy.farm/i/red-diary/,craft,Red Parchment,https://buddy.farm/i/red-parchment/,1
Red Diary,https://buddy.farm/i/red-diary/,craft,White Parchment,https://buddy.farm/i/white-parchment/,1
Red Dye,https://buddy.farm/i/red-dye/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Red Dye,https://buddy.farm/i/red-dye/,craft,Striped Feather,https://buddy.farm/i/striped-feather/,2
Red Parchment,https://buddy.farm/i/red-parchment/,craft,Striped Feather,https://buddy.farm/i/striped-feather/,3
Red Scarf,https://buddy.farm/i/red-scarf/,craft,Yarn,https://buddy.farm/i/yarn/,2
Red Scarf,https://buddy.farm/i/red-scarf/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Red Shield,https://buddy.farm/i/red-shield/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Red Shield,https://buddy.farm/i/red-shield/,craft,Steel,https://buddy.farm/i/steel/,3
Red Shield,https://buddy.farm/i/red-shield/,craft,Wooden Shield,https://buddy.farm/i/wooden-shield/,1
Red Shirt,https://buddy.farm/i/red-shirt/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Red Shirt,https://buddy.farm/i/red-shirt/,craft,Cloth,https://buddy.farm/i/cloth/,10
Red Shirt,https://buddy.farm/i/red-shirt/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Red Trunk,https://buddy.farm/i/red-trunk/,craft,Leather,https://buddy.farm/i/leather/,3
Red Trunk,https://buddy.farm/i/red-trunk/,craft,Nails,https://buddy.farm/i/nails/,16
Red Trunk,https://buddy.farm/i/red-trunk/,craft,Red Dye,https://buddy.farm/i/red-dye/,4
Red Trunk,https://buddy.farm/i/red-trunk/,craft,Wooden Plank,https://buddy.farm/i/wooden-plank/,6
Red Trunk,https://buddy.farm/i/red-trunk/,craft,Steel,https://buddy.farm/i/steel/,8
Red Twine,https://buddy.farm/i/red-twine/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Red Twine,https://buddy.farm/i/red-twine/,craft,Twine,https://buddy.farm/i/twine/,1
Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,craft,Hide,https://buddy.farm/i/hide/,4
Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,craft,Steel,https://buddy.farm/i/steel/,4
Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,craft,Leather Helmet,https://buddy.farm/i/leather-helmet/,1
Rope,https://buddy.farm/i/rope/,craft,Twine,https://buddy.farm/i/twine/,3
Ruby,https://buddy.farm/i/ruby/,craft,Stone,https://buddy.farm/i/stone/,1
Ruby,https://buddy.farm/i/ruby/,craft,Unpolished Ruby,https://buddy.farm/i/unpolished-ruby/,2
Ruby Ring,https://buddy.farm/i/ruby-ring/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Ruby Ring,https://buddy.farm/i/ruby-ring/,craft,Ruby,https://buddy.farm/i/ruby/,1
Ruby Ring,https://buddy.farm/i/ruby-ring/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Rucksack,https://buddy.farm/i/rucksack/,craft,Horn Canteen,https://buddy.farm/i/horn-canteen/,2
Rucksack,https://buddy.farm/i/rucksack/,craft,Scissors,https://buddy.farm/i/scissors/,1
Rucksack,https://buddy.farm/i/rucksack/,craft,Glass Jar,https://buddy.farm/i/glass-jar/,3
Rucksack,https://buddy.farm/i/rucksack/,craft,Blue Twine,https://buddy.farm/i/blue-twine/,4
Rucksack,https://buddy.farm/i/rucksack/,craft,Green Twine,https://buddy.farm/i/green-twine/,4
Rucksack,https://buddy.farm/i/rucksack/,craft,Red Twine,https://buddy.farm/i/red-twine/,4
Rucksack,https://buddy.farm/i/rucksack/,craft,Awl,https://buddy.farm/i/awl/,2
Rucksack,https://buddy.farm/i/rucksack/,craft,Leather,https://buddy.farm/i/leather/,8
Rucksack,https://buddy.farm/i/rucksack/,craft,Steel Buckle,https://buddy.farm/i/steel-buckle/,1
Rucksack,https://buddy.farm/i/rucksack/,craft,Wooden Button,https://buddy.farm/i/wooden-button/,4
Sail Cloth,https://buddy.farm/i/sail-cloth/,craft,Cotton,https://buddy.farm/i/cotton/,5
Sail Cloth,https://buddy.farm/i/sail-cloth/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,3
Salt,https://buddy.farm/i/salt/,craft,Hammer,https://buddy.farm/i/hammer/,1
Salt,https://buddy.farm/i/salt/,craft,Salt Rock,https://buddy.farm/i/salt-rock/,50
Sand,https://buddy.farm/i/sand/,craft,Leather,https://buddy.farm/i/leather/,1
Sand,https://buddy.farm/i/sand/,craft,Sandstone,https://buddy.farm/i/sandstone/,5
Scissors,https://buddy.farm/i/scissors/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Scissors,https://buddy.farm/i/scissors/,craft,Stone,https://buddy.farm/i/stone/,1
Scissors,https://buddy.farm/i/scissors/,craft,Wood,https://buddy.farm/i/wood/,2
Scissors,https://buddy.farm/i/scissors/,craft,Nails,https://buddy.farm/i/nails/,1
Scissors,https://buddy.farm/i/scissors/,craft,Steel,https://buddy.farm/i/steel/,2
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Coal,https://buddy.farm/i/coal/,240
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Lemon,https://buddy.farm/i/lemon/,11
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Honey,https://buddy.farm/i/honey/,10
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Milk,https://buddy.farm/i/milk/,7
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Onion,https://buddy.farm/i/onion/,5
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Crab,https://buddy.farm/i/crab/,3
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Sea Pincher Special,https://buddy.farm/i/sea-pincher-special/,cooking,Essence of Slime,https://buddy.farm/i/essence-of-slime/,1
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Blue Shell,https://buddy.farm/i/blue-shell/,1
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Clam Shell,https://buddy.farm/i/clam-shell/,1
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Pearl,https://buddy.farm/i/pearl/,10
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Conch Shell,https://buddy.farm/i/conch-shell/,1
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Jade,https://buddy.farm/i/jade/,2
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,4
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Yarn,https://buddy.farm/i/yarn/,4
Seashell Necklace,https://buddy.farm/i/seashell-necklace/,craft,Spiked Shell,https://buddy.farm/i/spiked-shell/,1
Sewing Needle,https://buddy.farm/i/sewing-needle/,craft,Bone,https://buddy.farm/i/bone/,1
