item_name,candidate_buddy_url,generated_buddy_slug,extraction_status,recipe_type,http_status,page_title,recipe_book_item,cooking_level,base_time,ingredient_count,used_in_count,flags,notes
Fancy Pillow,https://buddy.farm/i/fancy-pillow/,fancy-pillow,recipe_found,craft,200,Fancy Pillow,,,,3,0,,
Fancy Pipe,https://buddy.farm/i/fancy-pipe/,fancy-pipe,recipe_found,craft,200,Fancy Pipe,,,,3,0,,
Fancy Present,https://buddy.farm/i/fancy-present/,fancy-present,no_recipe,,200,Fancy Present,,,,0,0,,
Fancy Shoe,https://buddy.farm/i/fancy-shoe/,fancy-shoe,no_recipe,,200,Fancy Shoe,,,,0,0,,
Fancy Sword,https://buddy.farm/i/fancy-sword/,fancy-sword,recipe_found,craft,200,Fancy Sword,,,,5,0,,
Fancy Table,https://buddy.farm/i/fancy-table/,fancy-table,recipe_found,craft,200,Fancy Table,,,,5,0,,
Fancy Violin,https://buddy.farm/i/fancy-violin/,fancy-violin,recipe_found,craft,200,Fancy Violin,,,,7,0,,
Fangs,https://buddy.farm/i/fangs/,fangs,no_recipe,,200,Fangs,,,,0,0,,
Fantastic Buddy Doll,https://buddy.farm/i/fantastic-buddy-doll/,fantastic-buddy-doll,no_recipe,,200,Fantastic Buddy Doll,,,,0,0,,
Feathers,https://buddy.farm/i/feathers/,feathers,no_recipe,,200,Feathers,,,,0,4,,
Feed,https://buddy.farm/i/feed/,feed,no_recipe,,200,Feed,,,,0,0,,
Fenrir's Coin,https://buddy.farm/i/fenrir-s-coin/,fenrir-s-coin,no_recipe,,200,Fenrir's Coin,,,,0,0,,
Fern Leaf,https://buddy.farm/i/fern-leaf/,fern-leaf,no_recipe,,200,Fern Leaf,,,,0,4,,
Festive Eggnog,https://buddy.farm/i/festive-eggnog/,festive-eggnog,no_recipe,,200,Festive Eggnog,,,,0,0,,
Fire Ant,https://buddy.farm/i/fire-ant/,fire-ant,no_recipe,,200,Fire Ant,,,,0,1,,
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,fire-ant-farm,recipe_found,craft,200,Fire Ant Farm,,,,5,0,,
Fire Crystal,https://buddy.farm/i/fire-crystal/,fire-crystal,no_recipe,,200,Fire Crystal,,,,0,0,,
Firestream's Magic Wire,https://buddy.farm/i/firestream-s-magic-wire/,firestream-s-magic-wire,no_recipe,,200,Firestream's Magic Wire,,,,0,0,,
Fireworks,https://buddy.farm/i/fireworks/,fireworks,no_recipe,,200,Fireworks,,,,0,0,,
Fish and Chips,https://buddy.farm/i/fish-and-chips/,fish-and-chips,no_recipe,,200,Fish and Chips,,,,0,0,,
Fish Biscuit,https://buddy.farm/i/fish-biscuit/,fish-biscuit,no_recipe,,200,Fish Biscuit,,,,0,0,,
Fish Bones,https://buddy.farm/i/fish-bones/,fish-bones,no_recipe,,200,Fish Bones,,,,0,0,,
Fishing Hook,https://buddy.farm/i/fishing-hook/,fishing-hook,no_recipe,,200,Fishing Hook,,,,0,0,,
Fishing Net,https://buddy.farm/i/fishing-net/,fishing-net,recipe_found,craft,200,Fishing Net,,,,3,1,,
Five Point Mace,https://buddy.farm/i/five-point-mace/,five-point-mace,no_recipe,,200,Five Point Mace,,,,0,0,,
Flame Orb,https://buddy.farm/i/flame-orb/,flame-orb,no_recipe,,200,Flame Orb,,,,0,0,,
Flamejack,https://buddy.farm/i/flamejack/,flamejack,no_recipe,,200,Flamejack,,,,0,0,,
Flarefin,https://buddy.farm/i/flarefin/,flarefin,no_recipe,,200,Flarefin,,,,0,0,,
Flarite,https://buddy.farm/i/flarite/,flarite,recipe_found,craft,200,Flarite,,,,1,1,,
Flier,https://buddy.farm/i/flier/,flier,no_recipe,,200,Flier,,,,0,0,,
Flour,https://buddy.farm/i/flour/,flour,no_recipe,,200,Flour,,,,0,0,,
Fluorifish,https://buddy.farm/i/fluorifish/,fluorifish,no_recipe,,200,Fluorifish,,,,0,0,,
Flying Machine,https://buddy.farm/i/flying-machine/,flying-machine,recipe_found,craft,200,Flying Machine,,,,10,0,,
Flywheel,https://buddy.farm/i/flywheel/,flywheel,recipe_found,craft,200,Flywheel,,,,3,2,,
Forcepath's Book of Quest Requirements,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,forcepath-s-book-of-quest-requirements,no_recipe,,200,Forcepath's Book of Quest Requirements,,,,0,0,,
Fossilized Frog,https://buddy.farm/i/fossilized-frog/,fossilized-frog,no_recipe,,200,Fossilized Frog,,,,0,0,,
Fossilized Leaf,https://buddy.farm/i/fossilized-leaf/,fossilized-leaf,no_recipe,,200,Fossilized Leaf,,,,0,0,,
Fossilized Print,https://buddy.farm/i/fossilized-print/,fossilized-print,no_recipe,,200,Fossilized Print,,,,0,0,,
Fossilized Shell,https://buddy.farm/i/fossilized-shell/,fossilized-shell,no_recipe,,200,Fossilized Shell,,,,0,0,,
frank Bobblehead,https://buddy.farm/i/frank-bobblehead/,frank-bobblehead,no_recipe,,200,frank Bobblehead,,,,0,0,,
frank's Basket,https://buddy.farm/i/frank-s-basket/,frank-s-basket,no_recipe,,200,frank's Basket,,,,0,0,,
frank's Bunny Mask,https://buddy.farm/i/frank-s-bunny-mask/,frank-s-bunny-mask,no_recipe,,200,frank's Bunny Mask,,,,0,0,,
Freaky Picture,https://buddy.farm/i/freaky-picture/,freaky-picture,no_recipe,,200,Freaky Picture,,,,0,0,,
Friendship Bag 01,https://buddy.farm/i/friendship-bag-01/,friendship-bag-01,no_recipe,,200,Friendship Bag 01,,,,0,0,,
Friendship Bracelet,https://buddy.farm/i/friendship-bracelet/,friendship-bracelet,no_recipe,,200,Friendship Bracelet,,,,0,0,,
Frog,https://buddy.farm/i/frog/,frog,no_recipe,,200,Frog,,,,0,0,,
Frost Shield,https://buddy.farm/i/frost-shield/,frost-shield,recipe_found,craft,200,Frost Shield,,,,5,0,,
Frost Snapper Shell,https://buddy.farm/i/frost-snapper-shell/,frost-snapper-shell,no_recipe,,200,Frost Snapper Shell,,,,0,1,,
Frosteye,https://buddy.farm/i/frosteye/,frosteye,no_recipe,,200,Frosteye,,,,0,0,,
Frozen Angelfish,https://buddy.farm/i/frozen-angelfish/,frozen-angelfish,no_recipe,,200,Frozen Angelfish,,,,0,0,,
Frozen Biter,https://buddy.farm/i/frozen-biter/,frozen-biter,no_recipe,,200,Frozen Biter,,,,0,0,,
Frozen Bones,https://buddy.farm/i/frozen-bones/,frozen-bones,no_recipe,,200,Frozen Bones,,,,0,0,,
Frozen Book,https://buddy.farm/i/frozen-book/,frozen-book,no_recipe,,200,Frozen Book,,,,0,0,,
Frozen Boot,https://buddy.farm/i/frozen-boot/,frozen-boot,no_recipe,,200,Frozen Boot,,,,0,0,,
Frozen Bouquet,https://buddy.farm/i/frozen-bouquet/,frozen-bouquet,no_recipe,,200,Frozen Bouquet,,,,0,0,,
Frozen Buddy Doll,https://buddy.farm/i/frozen-buddy-doll/,frozen-buddy-doll,no_recipe,,200,Frozen Buddy Doll,,,,0,0,,
Frozen Cabbage,https://buddy.farm/i/frozen-cabbage/,frozen-cabbage,no_recipe,,200,Frozen Cabbage,,,,0,0,,
Frozen Catfish,https://buddy.farm/i/frozen-catfish/,frozen-catfish,no_recipe,,200,Frozen Catfish,,,,0,0,,
Frozen Chest 01,https://buddy.farm/i/frozen-chest-01/,frozen-chest-01,no_recipe,,200,Frozen Chest 01,,,,0,0,,
Frozen Chest 02,https://buddy.farm/i/frozen-chest-02/,frozen-chest-02,no_recipe,,200,Frozen Chest 02,,,,0,0,,
Frozen Chest 03,https://buddy.farm/i/frozen-chest-03/,frozen-chest-03,no_recipe,,200,Frozen Chest 03,,,,0,0,,
Frozen Coin,https://buddy.farm/i/frozen-coin/,frozen-coin,no_recipe,,200,Frozen Coin,,,,0,0,,
Frozen Corn,https://buddy.farm/i/frozen-corn/,frozen-corn,no_recipe,,200,Frozen Corn,,,,0,0,,
Frozen Crab Claw,https://buddy.farm/i/frozen-crab-claw/,frozen-crab-claw,no_recipe,,200,Frozen Crab Claw,,,,0,0,,
Frozen Dagger,https://buddy.farm/i/frozen-dagger/,frozen-dagger,no_recipe,,200,Frozen Dagger,,,,0,0,,
Frozen Feather,https://buddy.farm/i/frozen-feather/,frozen-feather,no_recipe,,200,Frozen Feather,,,,0,0,,
Frozen Fishing Net,https://buddy.farm/i/frozen-fishing-net/,frozen-fishing-net,no_recipe,,200,Frozen Fishing Net,,,,0,0,,
Frozen Hops,https://buddy.farm/i/frozen-hops/,frozen-hops,no_recipe,,200,Frozen Hops,,,,0,0,,
Frozen Jelly,https://buddy.farm/i/frozen-jelly/,frozen-jelly,no_recipe,,200,Frozen Jelly,,,,0,0,,
Frozen Large Net,https://buddy.farm/i/frozen-large-net/,frozen-large-net,no_recipe,,200,Frozen Large Net,,,,0,0,,
Frozen Lobster,https://buddy.farm/i/frozen-lobster/,frozen-lobster,no_recipe,,200,Frozen Lobster,,,,0,0,,
Frozen Manta Ray,https://buddy.farm/i/frozen-manta-ray/,frozen-manta-ray,no_recipe,,200,Frozen Manta Ray,,,,0,0,,
Frozen Peas,https://buddy.farm/i/frozen-peas/,frozen-peas,no_recipe,,200,Frozen Peas,,,,0,0,,
Frozen Pine,https://buddy.farm/i/frozen-pine/,frozen-pine,no_recipe,,200,Frozen Pine,,,,0,0,,
Frozen Playground Key,https://buddy.farm/i/frozen-playground-key/,frozen-playground-key,no_recipe,,200,Frozen Playground Key,,,,0,0,,
Frozen Radish,https://buddy.farm/i/frozen-radish/,frozen-radish,no_recipe,,200,Frozen Radish,,,,0,0,,
Frozen Sheepshead,https://buddy.farm/i/frozen-sheepshead/,frozen-sheepshead,no_recipe,,200,Frozen Sheepshead,,,,0,0,,
Frozen Shell,https://buddy.farm/i/frozen-shell/,frozen-shell,no_recipe,,200,Frozen Shell,,,,0,0,,
Frozen Skull,https://buddy.farm/i/frozen-skull/,frozen-skull,no_recipe,,200,Frozen Skull,,,,0,0,,
Frozen Spyfish,https://buddy.farm/i/frozen-spyfish/,frozen-spyfish,no_recipe,,200,Frozen Spyfish,,,,0,0,,
Frozen Squid,https://buddy.farm/i/frozen-squid/,frozen-squid,no_recipe,,200,Frozen Squid,,,,0,0,,
Frozen Starfish,https://buddy.farm/i/frozen-starfish/,frozen-starfish,no_recipe,,200,Frozen Starfish,,,,0,0,,
Frozen Tomato,https://buddy.farm/i/frozen-tomato/,frozen-tomato,no_recipe,,200,Frozen Tomato,,,,0,0,,
Frozen Wheel,https://buddy.farm/i/frozen-wheel/,frozen-wheel,no_recipe,,200,Frozen Wheel,,,,0,0,,
Fruit Punch,https://buddy.farm/i/fruit-punch/,fruit-punch,recipe_found,craft,200,Fruit Punch,,,,6,0,,
Fuji Apple,https://buddy.farm/i/fuji-apple/,fuji-apple,no_recipe,,200,Fuji Apple,,,,0,0,,
Fungus Processing and You,https://buddy.farm/i/fungus-processing-and-you/,fungus-processing-and-you,no_recipe,,200,Fungus Processing and You,,,,0,0,,
Fuzzy Bunny,https://buddy.farm/i/fuzzy-bunny/,fuzzy-bunny,no_recipe,,200,Fuzzy Bunny,,,,0,0,,
Fuzzy Chick 01,https://buddy.farm/i/fuzzy-chick-01/,fuzzy-chick-01,no_recipe,,200,Fuzzy Chick 01,,,,0,0,,
Fuzzy Chick 02,https://buddy.farm/i/fuzzy-chick-02/,fuzzy-chick-02,no_recipe,,200,Fuzzy Chick 02,,,,0,0,,
Fuzzy Chick 03,https://buddy.farm/i/fuzzy-chick-03/,fuzzy-chick-03,no_recipe,,200,Fuzzy Chick 03,,,,0,0,,
Fuzzy Chick 04,https://buddy.farm/i/fuzzy-chick-04/,fuzzy-chick-04,no_recipe,,200,Fuzzy Chick 04,,,,0,0,,
Fuzzy Chick 05,https://buddy.farm/i/fuzzy-chick-05/,fuzzy-chick-05,no_recipe,,200,Fuzzy Chick 05,,,,0,0,,
Fuzzy Chick 06,https://buddy.farm/i/fuzzy-chick-06/,fuzzy-chick-06,no_recipe,,200,Fuzzy Chick 06,,,,0,0,,
Fuzzy Chick 07,https://buddy.farm/i/fuzzy-chick-07/,fuzzy-chick-07,no_recipe,,200,Fuzzy Chick 07,,,,0,0,,
Fuzzy Chick 08,https://buddy.farm/i/fuzzy-chick-08/,fuzzy-chick-08,no_recipe,,200,Fuzzy Chick 08,,,,0,0,,
Fuzzy Chick 09,https://buddy.farm/i/fuzzy-chick-09/,fuzzy-chick-09,no_recipe,,200,Fuzzy Chick 09,,,,0,0,,
Fuzzy Chick 10,https://buddy.farm/i/fuzzy-chick-10/,fuzzy-chick-10,no_recipe,,200,Fuzzy Chick 10,,,,0,0,,
Fuzzy Chick 11,https://buddy.farm/i/fuzzy-chick-11/,fuzzy-chick-11,no_recipe,,200,Fuzzy Chick 11,,,,0,0,,
Fuzzy Chick 12,https://buddy.farm/i/fuzzy-chick-12/,fuzzy-chick-12,no_recipe,,200,Fuzzy Chick 12,,,,0,0,,
Fuzzy Egg,https://buddy.farm/i/fuzzy-egg/,fuzzy-egg,no_recipe,,200,Fuzzy Egg,,,,0,0,,
Gainite,https://buddy.farm/i/gainite/,gainite,recipe_found,craft,200,Gainite,,,,5,0,,
Gare Bear,https://buddy.farm/i/gare-bear/,gare-bear,no_recipe,,200,Gare Bear,,,,0,0,,
Garlic,https://buddy.farm/i/garlic/,garlic,no_recipe,,200,Garlic,,,,0,0,,
Garnet,https://buddy.farm/i/garnet/,garnet,recipe_found,craft,200,Garnet,,,,2,2,,
Garnet Ring,https://buddy.farm/i/garnet-ring/,garnet-ring,recipe_found,craft,200,Garnet Ring,,,,3,0,,
Gary Bobblehead,https://buddy.farm/i/gary-bobblehead/,gary-bobblehead,no_recipe,,200,Gary Bobblehead,,,,0,0,,
Gary's Crushroom Key,https://buddy.farm/i/gary-s-crushroom-key/,gary-s-crushroom-key,no_recipe,,200,Gary's Crushroom Key,,,,0,0,,
Gary's Diary Page 12,https://buddy.farm/i/gary-s-diary-page-12/,gary-s-diary-page-12,no_recipe,,200,Gary's Diary Page 12,,,,0,0,,
Gary's Diary Page 36,https://buddy.farm/i/gary-s-diary-page-36/,gary-s-diary-page-36,no_recipe,,200,Gary's Diary Page 36,,,,0,0,,
Gary's Diary Page 77,https://buddy.farm/i/gary-s-diary-page-77/,gary-s-diary-page-77,no_recipe,,200,Gary's Diary Page 77,,,,0,0,,
Gary's Diary Page 86,https://buddy.farm/i/gary-s-diary-page-86/,gary-s-diary-page-86,no_recipe,,200,Gary's Diary Page 86,,,,0,0,,
Gazebo,https://buddy.farm/i/gazebo/,gazebo,recipe_found,craft,200,Gazebo,,,,3,0,,
Geist Bobblehead,https://buddy.farm/i/geist-bobblehead/,geist-bobblehead,no_recipe,,200,Geist Bobblehead,,,,0,0,,
George Bobblehead,https://buddy.farm/i/george-bobblehead/,george-bobblehead,no_recipe,,200,George Bobblehead,,,,0,0,,
George's Acorn Pie,https://buddy.farm/i/george-s-acorn-pie/,george-s-acorn-pie,no_recipe,,200,George's Acorn Pie,,,,0,0,,
George's Onion Soup,https://buddy.farm/i/george-s-onion-soup/,george-s-onion-soup,no_recipe,,200,George's Onion Soup,,,,0,0,,
Get Well Soon Card,https://buddy.farm/i/get-well-soon-card/,get-well-soon-card,no_recipe,,200,Get Well Soon Card,,,,0,0,,
Ghost Buddy Doll,https://buddy.farm/i/ghost-buddy-doll/,ghost-buddy-doll,no_recipe,,200,Ghost Buddy Doll,,,,0,0,,
Ghost Candy,https://buddy.farm/i/ghost-candy/,ghost-candy,no_recipe,,200,Ghost Candy,,,,0,0,,
Ghost Jelly,https://buddy.farm/i/ghost-jelly/,ghost-jelly,no_recipe,,200,Ghost Jelly,,,,0,0,,
Giant Centipede,https://buddy.farm/i/giant-centipede/,giant-centipede,no_recipe,,200,Giant Centipede,,,,0,0,,
Giant Squid,https://buddy.farm/i/giant-squid/,giant-squid,no_recipe,,200,Giant Squid,,,,0,0,,
Gift Basket 01,https://buddy.farm/i/gift-basket-01/,gift-basket-01,no_recipe,,200,Gift Basket 01,,,,0,0,,
Gift Basket 02,https://buddy.farm/i/gift-basket-02/,gift-basket-02,no_recipe,,200,Gift Basket 02,,,,0,0,,
Gingerbread Buddy Doll,https://buddy.farm/i/gingerbread-buddy-doll/,gingerbread-buddy-doll,no_recipe,,200,Gingerbread Buddy Doll,,,,0,0,,
Gingerbread House,https://buddy.farm/i/gingerbread-house/,gingerbread-house,no_recipe,,200,Gingerbread House,,,,0,0,,
Gingerbread Man,https://buddy.farm/i/gingerbread-man/,gingerbread-man,no_recipe,,200,Gingerbread Man,,,,0,0,,
Giving Box 01,https://buddy.farm/i/giving-box-01/,giving-box-01,no_recipe,,200,Giving Box 01,,,,0,0,,
Glacierstone,https://buddy.farm/i/glacierstone/,glacierstone,no_recipe,,200,Glacierstone,,,,0,0,,
Glass Bottle,https://buddy.farm/i/glass-bottle/,glass-bottle,recipe_found,craft,200,Glass Bottle,,,,2,26,,
Glass Eye Urchin,https://buddy.farm/i/glass-eye-urchin/,glass-eye-urchin,no_recipe,,200,Glass Eye Urchin,,,,0,0,,
Glass Eyes,https://buddy.farm/i/glass-eyes/,glass-eyes,no_recipe,,200,Glass Eyes,,,,0,0,,
Glass Jar,https://buddy.farm/i/glass-jar/,glass-jar,recipe_found,craft,200,Glass Jar,,,,3,2,,
Glass Orb,https://buddy.farm/i/glass-orb/,glass-orb,recipe_found,craft,200,Glass Orb,,,,2,12,,
Glassback,https://buddy.farm/i/glassback/,glassback,no_recipe,,200,Glassback,,,,0,0,,
Globber,https://buddy.farm/i/globber/,globber,no_recipe,,200,Globber,,,,0,0,,
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,glowing-lantern,recipe_found,craft,200,Glowing Lantern,,,,5,0,,
Glowshroom,https://buddy.farm/i/glowshroom/,glowshroom,no_recipe,,200,Glowshroom,,,,0,2,,
Gold Apple,https://buddy.farm/i/gold-apple/,gold-apple,no_recipe,,200,Gold Apple,,,,0,0,,
Gold Aquamarine Ring,https://buddy.farm/i/gold-aquamarine-ring/,gold-aquamarine-ring,recipe_found,craft,200,Gold Aquamarine Ring,,,,3,0,,
Gold Boot,https://buddy.farm/i/gold-boot/,gold-boot,no_recipe,,200,Gold Boot,,,,0,1,,
Gold Buddy Sweater,https://buddy.farm/i/gold-buddy-sweater/,gold-buddy-sweater,no_recipe,,200,Gold Buddy Sweater,,,,0,0,,
Gold Carrot,https://buddy.farm/i/gold-carrot/,gold-carrot,no_recipe,,200,Gold Carrot,,,,0,0,,
Gold Carrot Seeds,https://buddy.farm/i/gold-carrot-seeds/,gold-carrot-seeds,no_recipe,,200,Gold Carrot Seeds,,,,0,0,,
Gold Catfish,https://buddy.farm/i/gold-catfish/,gold-catfish,no_recipe,,200,Gold Catfish,,,,0,0,,
Gold Coral,https://buddy.farm/i/gold-coral/,gold-coral,no_recipe,,200,Gold Coral,,,,0,0,,
Gold Crab,https://buddy.farm/i/gold-crab/,gold-crab,no_recipe,,200,Gold Crab,,,,0,0,,
Gold Cucumber,https://buddy.farm/i/gold-cucumber/,gold-cucumber,no_recipe,,200,Gold Cucumber,,,,0,0,,
Gold Cucumber Seeds,https://buddy.farm/i/gold-cucumber-seeds/,gold-cucumber-seeds,no_recipe,,200,Gold Cucumber Seeds,,,,0,0,,
Gold Diamond Ring,https://buddy.farm/i/gold-diamond-ring/,gold-diamond-ring,recipe_found,craft,200,Gold Diamond Ring,,,,3,0,,
Gold Drum,https://buddy.farm/i/gold-drum/,gold-drum,no_recipe,,200,Gold Drum,,,,0,0,,
Gold Egg,https://buddy.farm/i/gold-egg/,gold-egg,no_recipe,,200,Gold Egg,,,,0,0,,
Gold Eggplant,https://buddy.farm/i/gold-eggplant/,gold-eggplant,no_recipe,,200,Gold Eggplant,,,,0,0,,
Gold Eggplant Seeds,https://buddy.farm/i/gold-eggplant-seeds/,gold-eggplant-seeds,no_recipe,,200,Gold Eggplant Seeds,,,,0,0,,
Gold Emerald Ring,https://buddy.farm/i/gold-emerald-ring/,gold-emerald-ring,recipe_found,craft,200,Gold Emerald Ring,,,,3,0,,
Gold Feather,https://buddy.farm/i/gold-feather/,gold-feather,no_recipe,,200,Gold Feather,,,,0,0,,
Gold Feed,https://buddy.farm/i/gold-feed/,gold-feed,no_recipe,,200,Gold Feed,,,,0,0,,
Gold Flier,https://buddy.farm/i/gold-flier/,gold-flier,no_recipe,,200,Gold Flier,,,,0,0,,
Gold Garnet Ring,https://buddy.farm/i/gold-garnet-ring/,gold-garnet-ring,recipe_found,craft,200,Gold Garnet Ring,,,,3,0,,
Gold Horseshoe,https://buddy.farm/i/gold-horseshoe/,gold-horseshoe,no_recipe,,200,Gold Horseshoe,,,,0,0,,
Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,gold-jade-ring,recipe_found,craft,200,Gold Jade Ring,,,,3,0,,
Gold Jelly,https://buddy.farm/i/gold-jelly/,gold-jelly,no_recipe,,200,Gold Jelly,,,,0,0,,
Gold King Apple,https://buddy.farm/i/gold-king-apple/,gold-king-apple,no_recipe,,200,Gold King Apple,,,,0,0,,
Gold Laurel,https://buddy.farm/i/gold-laurel/,gold-laurel,no_recipe,,200,Gold Laurel,,,,0,0,,
Gold Leaf,https://buddy.farm/i/gold-leaf/,gold-leaf,no_recipe,,200,Gold Leaf,,,,0,2,,
Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,gold-lemon-quartz-ring,recipe_found,craft,200,Gold Lemon Quartz Ring,,,,3,0,,
Gold Mittens,https://buddy.farm/i/gold-mittens/,gold-mittens,no_recipe,,200,Gold Mittens,,,,0,0,,
Gold Pea Seeds,https://buddy.farm/i/gold-pea-seeds/,gold-pea-seeds,no_recipe,,200,Gold Pea Seeds,,,,0,0,,
Gold Peas,https://buddy.farm/i/gold-peas/,gold-peas,no_recipe,,200,Gold Peas,,,,0,0,,
Gold Pepper Seeds,https://buddy.farm/i/gold-pepper-seeds/,gold-pepper-seeds,no_recipe,,200,Gold Pepper Seeds,,,,0,0,,
Gold Peppers,https://buddy.farm/i/gold-peppers/,gold-peppers,no_recipe,,200,Gold Peppers,,,,0,0,,
Gold Potato,https://buddy.farm/i/gold-potato/,gold-potato,no_recipe,,200,Gold Potato,,,,0,0,,
Gold Ring,https://buddy.farm/i/gold-ring/,gold-ring,no_recipe,,200,Gold Ring,,,,0,7,,
Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,gold-ruby-ring,recipe_found,craft,200,Gold Ruby Ring,,,,3,0,,
Gold Rudolph,https://buddy.farm/i/gold-rudolph/,gold-rudolph,no_recipe,,200,Gold Rudolph,,,,0,0,,
Gold Sea Bass,https://buddy.farm/i/gold-sea-bass/,gold-sea-bass,no_recipe,,200,Gold Sea Bass,,,,0,0,,
Gold Sea Crest,https://buddy.farm/i/gold-sea-crest/,gold-sea-crest,no_recipe,,200,Gold Sea Crest,,,,0,0,,
Gold Seed Bag 01,https://buddy.farm/i/gold-seed-bag-01/,gold-seed-bag-01,no_recipe,,200,Gold Seed Bag 01,,,,0,0,,
Gold Shamrock,https://buddy.farm/i/gold-shamrock/,gold-shamrock,no_recipe,,200,Gold Shamrock,,,,0,0,,
Gold Slimeback,https://buddy.farm/i/gold-slimeback/,gold-slimeback,no_recipe,,200,Gold Slimeback,,,,0,0,,
Gold Trout,https://buddy.farm/i/gold-trout/,gold-trout,no_recipe,,200,Gold Trout,,,,0,0,,
Gold Wreath,https://buddy.farm/i/gold-wreath/,gold-wreath,no_recipe,,200,Gold Wreath,,,,0,0,,
Goldfin,https://buddy.farm/i/goldfin/,goldfin,no_recipe,,200,Goldfin,,,,0,0,,
Goldfish,https://buddy.farm/i/goldfish/,goldfish,no_recipe,,200,Goldfish,,,,0,0,,
Goldgill,https://buddy.farm/i/goldgill/,goldgill,no_recipe,,200,Goldgill,,,,0,0,,
Goldjack,https://buddy.farm/i/goldjack/,goldjack,no_recipe,,200,Goldjack,,,,0,0,,
Goldray,https://buddy.farm/i/goldray/,goldray,no_recipe,,200,Goldray,,,,0,0,,
Good Luck Card,https://buddy.farm/i/good-luck-card/,good-luck-card,no_recipe,,200,Good Luck Card,,,,0,0,,
Goostav Bobblehead,https://buddy.farm/i/goostav-bobblehead/,goostav-bobblehead,no_recipe,,200,Goostav Bobblehead,,,,0,0,,
Gouda,https://buddy.farm/i/gouda/,gouda,no_recipe,,200,Gouda,,,,0,0,,
Grab Bag 01,https://buddy.farm/i/grab-bag-01/,grab-bag-01,no_recipe,,200,Grab Bag 01,,,,0,0,,
Grab Bag 02,https://buddy.farm/i/grab-bag-02/,grab-bag-02,no_recipe,,200,Grab Bag 02,,,,0,0,,
Grab Bag 03,https://buddy.farm/i/grab-bag-03/,grab-bag-03,no_recipe,,200,Grab Bag 03,,,,0,0,,
Grab Bag 04,https://buddy.farm/i/grab-bag-04/,grab-bag-04,no_recipe,,200,Grab Bag 04,,,,0,0,,
Grab Bag 05,https://buddy.farm/i/grab-bag-05/,grab-bag-05,no_recipe,,200,Grab Bag 05,,,,0,0,,
Grab Bag 06,https://buddy.farm/i/grab-bag-06/,grab-bag-06,no_recipe,,200,Grab Bag 06,,,,0,0,,
Grab Bag 07,https://buddy.farm/i/grab-bag-07/,grab-bag-07,no_recipe,,200,Grab Bag 07,,,,0,0,,
Grab Bag 08,https://buddy.farm/i/grab-bag-08/,grab-bag-08,no_recipe,,200,Grab Bag 08,,,,0,0,,
Grand Piano,https://buddy.farm/i/grand-piano/,grand-piano,recipe_found,craft,200,Grand Piano,,,,11,0,,
Grape Juice,https://buddy.farm/i/grape-juice/,grape-juice,recipe_found,craft,200,Grape Juice,,,,2,0,,
Grapes,https://buddy.farm/i/grapes/,grapes,no_recipe,,200,Grapes,,,,0,3,,
Grasshopper,https://buddy.farm/i/grasshopper/,grasshopper,no_recipe,,200,Grasshopper,,,,0,0,,
Gravy Boat,https://buddy.farm/i/gravy-boat/,gravy-boat,no_recipe,,200,Gravy Boat,,,,0,0,,
Green Apple,https://buddy.farm/i/green-apple/,green-apple,no_recipe,,200,Green Apple,,,,0,0,,
Green Backpack,https://buddy.farm/i/green-backpack/,green-backpack,no_recipe,,200,Green Backpack,,,,0,0,,
Green Barracuda,https://buddy.farm/i/green-barracuda/,green-barracuda,no_recipe,,200,Green Barracuda,,,,0,0,,
Green Butterfly,https://buddy.farm/i/green-butterfly/,green-butterfly,recipe_found,craft,200,Green Butterfly,,,,4,0,,
Green Chromis,https://buddy.farm/i/green-chromis/,green-chromis,no_recipe,,200,Green Chromis,,,,0,0,,
Green Cloak,https://buddy.farm/i/green-cloak/,green-cloak,recipe_found,craft,200,Green Cloak,,,,4,0,,
Green Diary,https://buddy.farm/i/green-diary/,green-diary,recipe_found,craft,200,Green Diary,,,,3,0,,
Green Dye,https://buddy.farm/i/green-dye/,green-dye,recipe_found,craft,200,Green Dye,,,,2,12,,
Green Halite,https://buddy.farm/i/green-halite/,green-halite,no_recipe,,200,Green Halite,,,,0,0,,
Green Jellyfish,https://buddy.farm/i/green-jellyfish/,green-jellyfish,no_recipe,,200,Green Jellyfish,,,,0,0,,
Green Ornament,https://buddy.farm/i/green-ornament/,green-ornament,no_recipe,,200,Green Ornament,,,,0,0,,
Green Parchment,https://buddy.farm/i/green-parchment/,green-parchment,recipe_found,craft,200,Green Parchment,,,,1,1,,
Green Rubee,https://buddy.farm/i/green-rubee/,green-rubee,no_recipe,,200,Green Rubee,,,,0,0,,
Green Scarf,https://buddy.farm/i/green-scarf/,green-scarf,recipe_found,craft,200,Green Scarf,,,,2,0,,
Green Shield,https://buddy.farm/i/green-shield/,green-shield,recipe_found,craft,200,Green Shield,,,,3,0,,
Green Shirt,https://buddy.farm/i/green-shirt/,green-shirt,recipe_found,craft,200,Green Shirt,,,,3,0,,
