normalized_key,primary_name,observed_names,match_status,occurrence_count,roles,match_candidate_count,matched_item_name,matched_category,matched_museum_category,matched_obtainable,notes
lapis lazuli,Lapis Lazuli,Lapis Lazuli,matched,2,ingredient; page_item,1,Lapis Lazuli,Item,Items,Y,
cucumber,Cucumber,Cucumber,matched,3,ingredient; page_item,1,Cucumber,Crop,Crops,Y,
cucumber seeds,Cucumber Seeds,Cucumber Seeds,matched,1,page_item,1,Cucumber Seeds,Seed,Seeds,Y,
cupid,Cupid,Cupid,matched,1,page_item,1,Cupid,Event,Event,Y,
cupid buddy doll,Cupid Buddy Doll,Cupid Buddy Doll,matched,1,page_item,1,Cupid Buddy Doll,Item,Items,Y,
cursed effigy,Cursed Effigy,Cursed Effigy,matched,1,page_item,1,Cursed Effigy,Item,Items,Y,
cursed effigy body,Cursed Effigy Body,Cursed Effigy Body,matched,1,page_item,1,Cursed Effigy Body,Item,Items,Y,
cursed effigy gem,Cursed Effigy Gem,Cursed Effigy Gem,matched,1,page_item,1,Cursed Effigy Gem,Item,Items,Y,
cursed effigy hair,Cursed Effigy Hair,Cursed Effigy Hair,matched,1,page_item,1,Cursed Effigy Hair,Item,Items,Y,
cursed effigy head,Cursed Effigy Head,Cursed Effigy Head,matched,1,page_item,1,Cursed Effigy Head,Item,Items,Y,
cursed shield,Cursed Shield,Cursed Shield,matched,1,page_item,1,Cursed Shield,Event,Event,Y,
cutlass,Cutlass,Cutlass,matched,1,page_item,1,Cutlass,Item,Items,Y,
cyclops spider,Cyclops Spider,Cyclops Spider,matched,1,page_item,1,Cyclops Spider,Item,Items,Y,
dancer,Dancer,Dancer,matched,1,page_item,1,Dancer,Event,Event,Y,
dasher,Dasher,Dasher,matched,1,page_item,1,Dasher,Event,Event,Y,
desk calendar,Desk Calendar,Desk Calendar,matched,1,page_item,1,Desk Calendar,Event,Event,Y,
dewstar's journal,Dewstar's Journal,Dewstar's Journal,matched,1,page_item,1,Dewstar's Journal,Item,Items,Y,
diamond,Diamond,Diamond,matched,2,ingredient; page_item,1,Diamond,Item,Items,Y,
gold diamond ring,Gold Diamond Ring,Gold Diamond Ring,matched,4,page_item; used_in_target,1,Gold Diamond Ring,Item,Items,Y,
diamonds,Diamonds,Diamonds,matched,1,page_item,1,Diamonds,Item,Items,Y,
diary of o'dynn,Diary of O'Dynn,Diary of O'Dynn,matched,1,page_item,1,Diary of O'Dynn,Item,Items,Y,
dice,Dice,Dice,matched,1,page_item,1,Dice,Item,Items,Y,
dino buddy doll,Dino Buddy Doll,Dino Buddy Doll,matched,1,page_item,1,Dino Buddy Doll,Item,Items,Y,
diving helmet,Diving Helmet,Diving Helmet,matched,1,page_item,1,Diving Helmet,Item,Items,Y,
donner,Donner,Donner,matched,1,page_item,1,Donner,Event,Event,Y,
dragon heart,Dragon Heart,Dragon Heart,matched,1,page_item,1,Dragon Heart,Item,Items,Y,
dragon skull,Dragon Skull,Dragon Skull,matched,1,page_item,1,Dragon Skull,Item,Items,Y,
dragonfly,Dragonfly,Dragonfly,matched,1,page_item,1,Dragonfly,Item,Items,Y,
dream nail,Dream Nail,Dream Nail,matched,1,page_item,1,Dream Nail,Event,Event,Y,
drink bundle,Drink Bundle,Drink Bundle,matched,1,page_item,1,Drink Bundle,Item,Items,Y,
drum,Drum,Drum,matched,1,page_item,1,Drum,Fish,Fish,Y,
duck egg,Duck Egg,Duck Egg,matched,1,page_item,1,Duck Egg,Item,Items,N,
duck feather,Duck Feather,Duck Feather,matched,2,ingredient; page_item,1,Duck Feather,Item,Items,N,
fancy pillow,Fancy Pillow,Fancy Pillow,matched,4,page_item; used_in_target,1,Fancy Pillow,Item,Items,N,
egg 01,Egg 01,Egg 01,matched,1,page_item,1,Egg 01,Event,Event,Y,
egg 02,Egg 02,Egg 02,matched,1,page_item,1,Egg 02,Event,Event,Y,
egg 03,Egg 03,Egg 03,matched,1,page_item,1,Egg 03,Event,Event,Y,
egg 04,Egg 04,Egg 04,matched,1,page_item,1,Egg 04,Event,Event,Y,
egg 05,Egg 05,Egg 05,matched,1,page_item,1,Egg 05,Event,Event,Y,
egg 06,Egg 06,Egg 06,matched,1,page_item,1,Egg 06,Event,Event,Y,
egg 07,Egg 07,Egg 07,matched,1,page_item,1,Egg 07,Event,Event,Y,
egg 08,Egg 08,Egg 08,matched,1,page_item,1,Egg 08,Event,Event,Y,
egg 09,Egg 09,Egg 09,matched,1,page_item,1,Egg 09,Event,Event,Y,
egg 10,Egg 10,Egg 10,matched,1,page_item,1,Egg 10,Event,Event,Y,
egg 11,Egg 11,Egg 11,matched,1,page_item,1,Egg 11,Event,Event,Y,
egg 12,Egg 12,Egg 12,matched,1,page_item,1,Egg 12,Event,Event,Y,
egg basket,Egg Basket,Egg Basket,matched,1,page_item,1,Egg Basket,Event,Event,Y,
egg of ages,Egg of Ages,Egg of Ages,matched,1,page_item,1,Egg of Ages,Event,Event,Y,
egg of air,Egg of Air,Egg of Air,matched,1,page_item,1,Egg of Air,Event,Event,Y,
egg of chaos,Egg of Chaos,Egg of Chaos,matched,1,page_item,1,Egg of Chaos,Event,Event,Y,
egg of chicken,Egg of Chicken,Egg of Chicken,matched,1,page_item,1,Egg of Chicken,Item,Items,Y,
egg of duck,Egg of Duck,Egg of Duck,matched,1,page_item,1,Egg of Duck,Item,Items,N,
egg of earth,Egg of Earth,Egg of Earth,matched,1,page_item,1,Egg of Earth,Event,Event,Y,
egg of fire,Egg of Fire,Egg of Fire,matched,1,page_item,1,Egg of Fire,Event,Event,Y,
egg of life,Egg of Life,Egg of Life,matched,1,page_item,1,Egg of Life,Event,Event,Y,
egg of light,Egg of Light,Egg of Light,matched,1,page_item,1,Egg of Light,Event,Event,Y,
egg of shadow,Egg of Shadow,Egg of Shadow,matched,1,page_item,1,Egg of Shadow,Event,Event,Y,
egg of space,Egg of Space,Egg of Space,matched,1,page_item,1,Egg of Space,Event,Event,Y,
egg of tree,Egg of Tree,Egg of Tree,matched,1,page_item,1,Egg of Tree,Item,Items,Y,
egg of water,Egg of Water,Egg of Water,matched,1,page_item,1,Egg of Water,Event,Event,Y,
egg of zeal,Egg of Zeal,Egg of Zeal,matched,1,page_item,1,Egg of Zeal,Event,Event,Y,
eggplant,Eggplant,Eggplant,matched,2,ingredient; page_item,1,Eggplant,Crop,Crops,Y,
eggplant seeds,Eggplant Seeds,Eggplant Seeds,matched,1,page_item,1,Eggplant Seeds,Seed,Seeds,Y,
egyptian necklace,Egyptian Necklace,Egyptian Necklace,matched,1,page_item,1,Egyptian Necklace,Event,Event,Y,
embershard,Embershard,Embershard,matched,1,page_item,1,Embershard,Item,Items,Y,
steel buckle,Steel Buckle,Steel Buckle,matched,8,ingredient; page_item; used_in_target,1,Steel Buckle,Item,Items,Y,
unpolished shimmer stone,Unpolished Shimmer Stone,Unpolished Shimmer Stone,matched,4,ingredient; page_item; used_in_target,1,Unpolished Shimmer Stone,Item,Items,Y,
wrench,Wrench,Wrench,matched,4,ingredient; page_item; used_in_target,1,Wrench,Item,Items,Y,
emerald,Emerald,Emerald,matched,6,ingredient; page_item; used_in_target,1,Emerald,Item,Items,Y,
unpolished emerald,Unpolished Emerald,Unpolished Emerald,matched,2,ingredient; page_item,1,Unpolished Emerald,Item,Items,Y,
emerald ring,Emerald Ring,Emerald Ring,matched,4,page_item; used_in_target,1,Emerald Ring,Item,Items,Y,
gold emerald ring,Gold Emerald Ring,Gold Emerald Ring,matched,4,page_item; used_in_target,1,Gold Emerald Ring,Item,Items,Y,
energy coil,Energy Coil,Energy Coil,matched,8,ingredient; page_item; used_in_target,1,Energy Coil,Item,Items,Y,
transistor,Transistor,Transistor,matched,6,ingredient; page_item,1,Transistor,Item,Items,Y,
scrap wire,Scrap Wire,Scrap Wire,matched,4,ingredient; page_item,1,Scrap Wire,Item,Items,Y,
energy core,Energy Core,Energy Core,matched,1,page_item,1,Energy Core,Item,Items,Y,
magicite,Magicite,Magicite,matched,4,ingredient; page_item; used_in_target,1,Magicite,Item,Items,Y,
flywheel,Flywheel,Flywheel,matched,6,ingredient; page_item; used_in_target,1,Flywheel,Item,Items,Y,
esperium,Esperium,Esperium,matched,1,page_item,1,Esperium,Item,Items,Y,
slimestone,Slimestone,Slimestone,matched,2,ingredient; page_item,1,Slimestone,Item,Items,Y,
event key,Event Key,Event Key,matched,1,page_item,1,Event Key,Event,Event,Y,
event token,Event Token,Event Token,matched,1,page_item,1,Event Token,Event,Event,Y,
event token purse,Event Token Purse,Event Token Purse,matched,1,page_item,1,Event Token Purse,Item,Items,Y,
expired ticket,Expired Ticket,Expired Ticket,matched,1,page_item,1,Expired Ticket,Item,Items,Y,
eye patch,Eye Patch,Eye Patch,matched,1,page_item,1,Eye Patch,Item,Items,Y,
fall basket,Fall Basket,Fall Basket,matched,1,page_item,1,Fall Basket,Item,Items,Y,
fall leaves,Fall Leaves,Fall Leaves,matched,1,page_item,1,Fall Leaves,Event,Event,Y,
fancy box,Fancy Box,Fancy Box,matched,1,page_item,1,Fancy Box,Item,Items,Y,
red dye,Red Dye,Red Dye,matched,14,ingredient; page_item; used_in_target,1,Red Dye,Item,Items,Y,
green dye,Green Dye,Green Dye,matched,15,ingredient; page_item; used_in_target,1,Green Dye,Item,Items,Y,
small gear,Small Gear,Small Gear,matched,5,ingredient; page_item,1,Small Gear,Item,Items,Y,
pocket watch,Pocket Watch,Pocket Watch,matched,4,ingredient; page_item,1,Pocket Watch,Item,Items,Y,
fancy drum,Fancy Drum,Fancy Drum,matched,5,page_item; used_in_target,1,Fancy Drum,Item,Items,Y,
fancy guitar,Fancy Guitar,Fancy Guitar,matched,5,page_item; used_in_target,1,Fancy Guitar,Item,Items,Y,
fancy pipe,Fancy Pipe,Fancy Pipe,matched,4,page_item; used_in_target,1,Fancy Pipe,Item,Items,Y,
fancy present,Fancy Present,Fancy Present,matched,1,page_item,1,Fancy Present,Event,Event,Y,
fancy shoe,Fancy Shoe,Fancy Shoe,matched,1,page_item,1,Fancy Shoe,Item,Items,Y,
fancy sword,Fancy Sword,Fancy Sword,matched,6,page_item; used_in_target,1,Fancy Sword,Item,Items,Y,
lemon quartz,Lemon Quartz,Lemon Quartz,matched,4,ingredient; page_item,1,Lemon Quartz,Item,Items,Y,
gold leaf,Gold Leaf,Gold Leaf,matched,3,ingredient; page_item,1,Gold Leaf,Item,Items,Y,
sturdy sword,Sturdy Sword,Sturdy Sword,matched,6,ingredient; page_item; used_in_target,1,Sturdy Sword,Item,Items,Y,
fancy violin,Fancy Violin,Fancy Violin,matched,8,page_item; used_in_target,1,Fancy Violin,Item,Items,Y,
pine board,Pine Board,Pine Board,matched,3,ingredient; page_item,1,Pine Board,Item,Items,Y,
fangs,Fangs,Fangs,matched,1,page_item,1,Fangs,Item,Items,Y,
fantastic buddy doll,Fantastic Buddy Doll,Fantastic Buddy Doll,matched,1,page_item,1,Fantastic Buddy Doll,Item,Items,Y,
feed,Feed,Feed,matched,1,page_item,1,Feed,Item,Items,Y,
fenrir's coin,Fenrir's Coin,Fenrir's Coin,matched,1,page_item,1,Fenrir's Coin,Item,Items,Y,
fern leaf,Fern Leaf,Fern Leaf,matched,5,ingredient; page_item,1,Fern Leaf,Item,Items,Y,
wooden bow,Wooden Bow,Wooden Bow,matched,5,page_item; used_in_target,1,Wooden Bow,Item,Items,Y,
green parchment,Green Parchment,Green Parchment,matched,3,ingredient; page_item; used_in_target,1,Green Parchment,Item,Items,Y,
festive eggnog,Festive Eggnog,Festive Eggnog,matched,1,page_item,1,Festive Eggnog,Event,Event,Y,
fire ant,Fire Ant,Fire Ant,matched,2,ingredient; page_item,1,Fire Ant,Item,Items,Y,
fire crystal,Fire Crystal,Fire Crystal,matched,1,page_item,1,Fire Crystal,Item,Items,Y,
firestream's magic wire,Firestream's Magic Wire,Firestream's Magic Wire,matched,1,page_item,1,Firestream's Magic Wire,Item,Items,Y,
fireworks,Fireworks,Fireworks,matched,1,page_item,1,Fireworks,Item,Items,Y,
fish and chips,Fish and Chips,Fish and Chips,matched,1,page_item,1,Fish and Chips,Meal,Meals,Y,
fish biscuit,Fish Biscuit,Fish Biscuit,matched,1,page_item,1,Fish Biscuit,Item,Items,Y,
fishing hook,Fishing Hook,Fishing Hook,matched,1,page_item,1,Fishing Hook,Event,Event,Y,
large net,Large Net,Large Net,matched,3,page_item; used_in_target,1,Large Net,Item,Items,Y,
five point mace,Five Point Mace,Five Point Mace,matched,1,page_item,1,Five Point Mace,Item,Items,Y,
flame orb,Flame Orb,Flame Orb,matched,1,page_item,1,Flame Orb,Item,Items,Y,
flamejack,Flamejack,Flamejack,matched,1,page_item,1,Flamejack,Fish,Fish,Y,
flarefin,Flarefin,Flarefin,matched,1,page_item,1,Flarefin,Fish,Fish,Y,
flarite,Flarite,Flarite,matched,3,ingredient; page_item; used_in_target,1,Flarite,Item,Items,Y,
unpolished flarite,Unpolished Flarite,Unpolished Flarite,matched,2,ingredient; page_item,1,Unpolished Flarite,Item,Items,Y,
steel pickaxe,Steel Pickaxe,Steel Pickaxe,matched,5,page_item; used_in_target,1,Steel Pickaxe,Item,Items,Y,
flier,Flier,Flier,matched,1,page_item,1,Flier,Fish,Fish,Y,
fluorifish,Fluorifish,Fluorifish,matched,1,page_item,1,Fluorifish,Fish,Fish,Y,
flying machine,Flying Machine,Flying Machine,matched,11,page_item; used_in_target,1,Flying Machine,Item,Items,Y,
magna quartz,Magna Quartz,Magna Quartz,matched,3,ingredient; page_item,1,Magna Quartz,Item,Items,Y,
forcepath's book of quest requirements,Forcepath's Book of Quest Requirements,Forcepath's Book of Quest Requirements,matched,1,page_item,1,Forcepath's Book of Quest Requirements,Item,Items,Y,
fossilized frog,Fossilized Frog,Fossilized Frog,matched,1,page_item,1,Fossilized Frog,Item,Items,Y,
fossilized leaf,Fossilized Leaf,Fossilized Leaf,matched,1,page_item,1,Fossilized Leaf,Item,Items,Y,
fossilized print,Fossilized Print,Fossilized Print,matched,1,page_item,1,Fossilized Print,Item,Items,Y,
fossilized shell,Fossilized Shell,Fossilized Shell,matched,1,page_item,1,Fossilized Shell,Item,Items,Y,
frank bobblehead,frank Bobblehead,frank Bobblehead,matched,1,page_item,1,frank Bobblehead,Item,Items,Y,
frank's basket,frank's Basket,frank's Basket,matched,1,page_item,1,frank's Basket,Item,Items,Y,
frank's bunny mask,frank's Bunny Mask,frank's Bunny Mask,matched,1,page_item,1,frank's Bunny Mask,Event,Event,Y,
freaky picture,Freaky Picture,Freaky Picture,matched,1,page_item,1,Freaky Picture,Item,Items,Y,
friendship bag 01,Friendship Bag 01,Friendship Bag 01,matched,1,page_item,1,Friendship Bag 01,Item,Items,Y,
friendship bracelet,Friendship Bracelet,Friendship Bracelet,matched,1,page_item,1,Friendship Bracelet,Item,Items,Y,
frog,Frog,Frog,matched,1,page_item,1,Frog,Item,Items,Y,
red shield,Red Shield,Red Shield,matched,5,ingredient; page_item; used_in_target,1,Red Shield,Item,Items,Y,
frost snapper shell,Frost Snapper Shell,Frost Snapper Shell,matched,2,ingredient; page_item,1,Frost Snapper Shell,Item,Items,Y,
frosteye,Frosteye,Frosteye,matched,1,page_item,1,Frosteye,Fish,Fish,Y,
frozen angelfish,Frozen Angelfish,Frozen Angelfish,matched,1,page_item,1,Frozen Angelfish,Event,Event,Y,
frozen biter,Frozen Biter,Frozen Biter,matched,1,page_item,1,Frozen Biter,Event,Event,Y,
frozen bones,Frozen Bones,Frozen Bones,matched,1,page_item,1,Frozen Bones,Event,Event,Y,
frozen book,Frozen Book,Frozen Book,matched,1,page_item,1,Frozen Book,Event,Event,Y,
frozen boot,Frozen Boot,Frozen Boot,matched,1,page_item,1,Frozen Boot,Event,Event,Y,
frozen bouquet,Frozen Bouquet,Frozen Bouquet,matched,1,page_item,1,Frozen Bouquet,Item,Items,Y,
frozen buddy doll,Frozen Buddy Doll,Frozen Buddy Doll,matched,1,page_item,1,Frozen Buddy Doll,Item,Items,Y,
frozen cabbage,Frozen Cabbage,Frozen Cabbage,matched,1,page_item,1,Frozen Cabbage,Crop,Crops,Y,
frozen catfish,Frozen Catfish,Frozen Catfish,matched,1,page_item,1,Frozen Catfish,Event,Event,Y,
frozen chest 01,Frozen Chest 01,Frozen Chest 01,matched,1,page_item,1,Frozen Chest 01,Item,Items,Y,
frozen chest 02,Frozen Chest 02,Frozen Chest 02,matched,1,page_item,1,Frozen Chest 02,Item,Items,Y,
frozen chest 03,Frozen Chest 03,Frozen Chest 03,matched,1,page_item,1,Frozen Chest 03,Item,Items,Y,
frozen coin,Frozen Coin,Frozen Coin,matched,1,page_item,1,Frozen Coin,Event,Event,Y,
frozen corn,Frozen Corn,Frozen Corn,matched,1,page_item,1,Frozen Corn,Crop,Crops,Y,
frozen crab claw,Frozen Crab Claw,Frozen Crab Claw,matched,1,page_item,1,Frozen Crab Claw,Event,Event,Y,
frozen dagger,Frozen Dagger,Frozen Dagger,matched,1,page_item,1,Frozen Dagger,Event,Event,Y,
frozen feather,Frozen Feather,Frozen Feather,matched,1,page_item,1,Frozen Feather,Event,Event,Y,
frozen fishing net,Frozen Fishing Net,Frozen Fishing Net,matched,1,page_item,1,Frozen Fishing Net,Event,Event,Y,
frozen hops,Frozen Hops,Frozen Hops,matched,1,page_item,1,Frozen Hops,Crop,Crops,Y,
frozen jelly,Frozen Jelly,Frozen Jelly,matched,1,page_item,1,Frozen Jelly,Event,Event,Y,
frozen large net,Frozen Large Net,Frozen Large Net,matched,1,page_item,1,Frozen Large Net,Event,Event,Y,
frozen lobster,Frozen Lobster,Frozen Lobster,matched,1,page_item,1,Frozen Lobster,Event,Event,Y,
frozen manta ray,Frozen Manta Ray,Frozen Manta Ray,matched,1,page_item,1,Frozen Manta Ray,Event,Event,Y,
frozen peas,Frozen Peas,Frozen Peas,matched,1,page_item,1,Frozen Peas,Crop,Crops,Y,
frozen pine,Frozen Pine,Frozen Pine,matched,1,page_item,1,Frozen Pine,Crop,Crops,Y,
frozen playground key,Frozen Playground Key,Frozen Playground Key,matched,1,page_item,1,Frozen Playground Key,Item,Items,Y,
frozen radish,Frozen Radish,Frozen Radish,matched,1,page_item,1,Frozen Radish,Crop,Crops,Y,
frozen sheepshead,Frozen Sheepshead,Frozen Sheepshead,matched,1,page_item,1,Frozen Sheepshead,Event,Event,Y,
frozen shell,Frozen Shell,Frozen Shell,matched,1,page_item,1,Frozen Shell,Event,Event,Y,
frozen skull,Frozen Skull,Frozen Skull,matched,1,page_item,1,Frozen Skull,Event,Event,Y,
frozen spyfish,Frozen Spyfish,Frozen Spyfish,matched,1,page_item,1,Frozen Spyfish,Event,Event,Y,
frozen squid,Frozen Squid,Frozen Squid,matched,1,page_item,1,Frozen Squid,Event,Event,Y,
frozen starfish,Frozen Starfish,Frozen Starfish,matched,1,page_item,1,Frozen Starfish,Event,Event,Y,
frozen tomato,Frozen Tomato,Frozen Tomato,matched,1,page_item,1,Frozen Tomato,Crop,Crops,Y,
frozen wheel,Frozen Wheel,Frozen Wheel,matched,1,page_item,1,Frozen Wheel,Event,Event,Y,
peach,Peach,Peach,matched,3,ingredient; page_item,1,Peach,Item,Items,Y,
lemon,Lemon,Lemon,matched,4,ingredient; page_item,1,Lemon,Item,Items,Y,
fuji apple,Fuji Apple,Fuji Apple,matched,1,page_item,1,Fuji Apple,Event,Event,Y,
fungus processing and you,Fungus Processing and You,Fungus Processing and You,matched,1,page_item,1,Fungus Processing and You,Item,Items,Y,
fuzzy bunny,Fuzzy Bunny,Fuzzy Bunny,matched,1,page_item,1,Fuzzy Bunny,Event,Event,Y,
fuzzy chick 01,Fuzzy Chick 01,Fuzzy Chick 01,matched,1,page_item,1,Fuzzy Chick 01,Event,Event,Y,
fuzzy chick 02,Fuzzy Chick 02,Fuzzy Chick 02,matched,1,page_item,1,Fuzzy Chick 02,Event,Event,Y,
fuzzy chick 03,Fuzzy Chick 03,Fuzzy Chick 03,matched,1,page_item,1,Fuzzy Chick 03,Event,Event,Y,
fuzzy chick 04,Fuzzy Chick 04,Fuzzy Chick 04,matched,1,page_item,1,Fuzzy Chick 04,Event,Event,Y,
fuzzy chick 05,Fuzzy Chick 05,Fuzzy Chick 05,matched,1,page_item,1,Fuzzy Chick 05,Event,Event,Y,
fuzzy chick 06,Fuzzy Chick 06,Fuzzy Chick 06,matched,1,page_item,1,Fuzzy Chick 06,Event,Event,Y,
fuzzy chick 07,Fuzzy Chick 07,Fuzzy Chick 07,matched,1,page_item,1,Fuzzy Chick 07,Event,Event,Y,
fuzzy chick 08,Fuzzy Chick 08,Fuzzy Chick 08,matched,1,page_item,1,Fuzzy Chick 08,Event,Event,Y,
fuzzy chick 09,Fuzzy Chick 09,Fuzzy Chick 09,matched,1,page_item,1,Fuzzy Chick 09,Event,Event,Y,
fuzzy chick 10,Fuzzy Chick 10,Fuzzy Chick 10,matched,1,page_item,1,Fuzzy Chick 10,Event,Event,Y,
fuzzy chick 11,Fuzzy Chick 11,Fuzzy Chick 11,matched,1,page_item,1,Fuzzy Chick 11,Event,Event,Y,
fuzzy chick 12,Fuzzy Chick 12,Fuzzy Chick 12,matched,1,page_item,1,Fuzzy Chick 12,Event,Event,Y,
fuzzy egg,Fuzzy Egg,Fuzzy Egg,matched,1,page_item,1,Fuzzy Egg,Event,Event,Y,
gainite,Gainite,Gainite,matched,6,page_item; used_in_target,1,Gainite,Item,Items,Y,
painite,Painite,Painite,matched,2,ingredient; page_item,1,Painite,Item,Items,Y,
gare bear,Gare Bear,Gare Bear,matched,1,page_item,1,Gare Bear,Item,Items,Y,
garlic,Garlic,Garlic,matched,1,page_item,1,Garlic,Event,Event,Y,
garnet,Garnet,Garnet,matched,5,ingredient; page_item; used_in_target,1,Garnet,Item,Items,Y,
unpolished garnet,Unpolished Garnet,Unpolished Garnet,matched,2,ingredient; page_item,1,Unpolished Garnet,Item,Items,Y,
garnet ring,Garnet Ring,Garnet Ring,matched,4,page_item; used_in_target,1,Garnet Ring,Item,Items,Y,
gold garnet ring,Gold Garnet Ring,Gold Garnet Ring,matched,4,page_item; used_in_target,1,Gold Garnet Ring,Item,Items,Y,
gary bobblehead,Gary Bobblehead,Gary Bobblehead,matched,1,page_item,1,Gary Bobblehead,Item,Items,Y,
gary's crushroom key,Gary's Crushroom Key,Gary's Crushroom Key,matched,1,page_item,1,Gary's Crushroom Key,Item,Items,Y,
gary's diary page 12,Gary's Diary Page 12,Gary's Diary Page 12,matched,1,page_item,1,Gary's Diary Page 12,Item,Items,Y,
gary's diary page 36,Gary's Diary Page 36,Gary's Diary Page 36,matched,1,page_item,1,Gary's Diary Page 36,Item,Items,Y,
gary's diary page 77,Gary's Diary Page 77,Gary's Diary Page 77,matched,1,page_item,1,Gary's Diary Page 77,Item,Items,Y,
gary's diary page 86,Gary's Diary Page 86,Gary's Diary Page 86,matched,1,page_item,1,Gary's Diary Page 86,Item,Items,Y,
gazebo,Gazebo,Gazebo,matched,4,page_item; used_in_target,1,Gazebo,Item,Items,Y,
geist bobblehead,Geist Bobblehead,Geist Bobblehead,matched,1,page_item,1,Geist Bobblehead,Item,Items,Y,
george bobblehead,George Bobblehead,George Bobblehead,matched,1,page_item,1,George Bobblehead,Item,Items,Y,
george's onion soup,George's Onion Soup,George's Onion Soup,matched,2,page_item; recipe_book,1,George's Onion Soup,Item,Items,Y,
get well soon card,Get Well Soon Card,Get Well Soon Card,matched,1,page_item,1,Get Well Soon Card,Card,Cards,Y,
ghost buddy doll,Ghost Buddy Doll,Ghost Buddy Doll,matched,1,page_item,1,Ghost Buddy Doll,Item,Items,Y,
ghost candy,Ghost Candy,Ghost Candy,matched,1,page_item,1,Ghost Candy,Event,Event,Y,
ghost jelly,Ghost Jelly,Ghost Jelly,matched,1,page_item,1,Ghost Jelly,Item,Items,Y,
giant centipede,Giant Centipede,Giant Centipede,matched,1,page_item,1,Giant Centipede,Item,Items,Y,
giant squid,Giant Squid,Giant Squid,matched,1,page_item,1,Giant Squid,Fish,Fish,Y,
gift basket 01,Gift Basket 01,Gift Basket 01,matched,1,page_item,1,Gift Basket 01,Item,Items,Y,
gift basket 02,Gift Basket 02,Gift Basket 02,matched,1,page_item,1,Gift Basket 02,Item,Items,Y,
gingerbread buddy doll,Gingerbread Buddy Doll,Gingerbread Buddy Doll,matched,1,page_item,1,Gingerbread Buddy Doll,Item,Items,Y,
gingerbread house,Gingerbread House,Gingerbread House,matched,1,page_item,1,Gingerbread House,Event,Event,Y,
gingerbread man,Gingerbread Man,Gingerbread Man,matched,1,page_item,1,Gingerbread Man,Event,Event,Y,
giving box 01,Giving Box 01,Giving Box 01,matched,1,page_item,1,Giving Box 01,Item,Items,Y,
glacierstone,Glacierstone,Glacierstone,matched,1,page_item,1,Glacierstone,Item,Items,Y,
hourglass,Hourglass,Hourglass,matched,5,page_item; used_in_target,1,Hourglass,Item,Items,Y,
ship in a bottle,Ship in a Bottle,Ship in a Bottle,matched,6,page_item; used_in_target,1,Ship in a Bottle,Item,Items,Y,
wine,Wine,Wine,matched,3,page_item; used_in_target,1,Wine,Item,Items,Y,
orange juice,Orange Juice,Orange Juice,matched,3,page_item; used_in_target,1,Orange Juice,Item,Items,Y,
peach juice,Peach Juice,Peach Juice,matched,3,page_item; used_in_target,1,Peach Juice,Item,Items,Y,
sunflower oil,Sunflower Oil,Sunflower Oil,matched,4,page_item; used_in_target,1,Sunflower Oil,Item,Items,Y,
yellow dye,Yellow Dye,Yellow Dye,matched,11,ingredient; page_item; used_in_target,1,Yellow Dye,Item,Items,Y,
white dye,White Dye,White Dye,matched,8,ingredient; page_item; used_in_target,1,White Dye,Item,Items,Y,
glowing lantern,Glowing Lantern,Glowing Lantern,matched,6,page_item; used_in_target,1,Glowing Lantern,Item,Items,Y,
glass eye urchin,Glass Eye Urchin,Glass Eye Urchin,matched,1,page_item,1,Glass Eye Urchin,Fish,Fish,Y,
glass eyes,Glass Eyes,Glass Eyes,matched,1,page_item,1,Glass Eyes,Event,Event,Y,
glass jar,Glass Jar,Glass Jar,matched,6,ingredient; page_item; used_in_target,1,Glass Jar,Item,Items,Y,
shimmer quartz,Shimmer Quartz,Shimmer Quartz,matched,3,ingredient; page_item,1,Shimmer Quartz,Item,Items,Y,
shimmer stone,Shimmer Stone,Shimmer Stone,matched,3,ingredient; page_item; used_in_target,1,Shimmer Stone,Item,Items,Y,
glassback,Glassback,Glassback,matched,1,page_item,1,Glassback,Fish,Fish,Y,
globber,Globber,Globber,matched,1,page_item,1,Globber,Fish,Fish,Y,
green twine,Green Twine,Green Twine,matched,5,ingredient; page_item; used_in_target,1,Green Twine,Item,Items,Y,
glowshroom,Glowshroom,Glowshroom,matched,3,ingredient; page_item,1,Glowshroom,Item,Items,Y,
strong paste,Strong Paste,Strong Paste,matched,11,ingredient; page_item; used_in_target,1,Strong Paste,Item,Items,Y,
gold apple,Gold Apple,Gold Apple,matched,1,page_item,1,Gold Apple,Event,Event,Y,
gold ring,Gold Ring,Gold Ring,matched,8,ingredient; page_item,1,Gold Ring,Item,Items,Y,
gold boot,Gold Boot,Gold Boot,matched,2,ingredient; page_item,1,Gold Boot,Item,Items,Y,
pair of gold boots,Pair of Gold Boots,Pair of Gold Boots,matched,2,page_item; used_in_target,1,Pair of Gold Boots,Item,Items,Y,
gold buddy sweater,Gold Buddy Sweater,Gold Buddy Sweater,matched,1,page_item,1,Gold Buddy Sweater,Event,Event,Y,
gold carrot,Gold Carrot,Gold Carrot,matched,1,page_item,1,Gold Carrot,Crop,Crops,Y,
gold carrot seeds,Gold Carrot Seeds,Gold Carrot Seeds,matched,1,page_item,1,Gold Carrot Seeds,Seed,Seeds,Y,
gold catfish,Gold Catfish,Gold Catfish,matched,1,page_item,1,Gold Catfish,Fish,Fish,Y,
