openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_min,quantity_max,quantity_kind,evidence,notes,source_url,page_data_url,cache_file_name,parser_version
Apple Basket,apple basket,Apple Pie,apple pie,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/apple-basket/,https://buddy.farm/page-data/i/apple-basket/page-data.json,apple-basket__apple-basket.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Void Bag 01,void bag 01,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Picnic Basket 01,picnic basket 01,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Egg Basket,egg basket,10,10,10,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Magical Egg Basket,magical egg basket,10,10,10,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Lemon Seltzer,lemon seltzer,10,10,10,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Fuzzy Egg,fuzzy egg,10,10,10,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,garden-crate-01__garden-crate-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Fishing Net,fishing net,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Lemon,lemon,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Apple,apple,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Grapes,grapes,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Orange,orange,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Ancient Coin,ancient coin,50,50,50,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-01/,https://buddy.farm/page-data/i/gift-basket-01/page-data.json,gift-basket-01__gift-basket-01.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Fishing Net,fishing net,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Lemon,lemon,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Orange,orange,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Apple,apple,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Ancient Coin,ancient coin,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Grapes,grapes,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gift-basket-02/,https://buddy.farm/page-data/i/gift-basket-02/page-data.json,gift-basket-02__gift-basket-02.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Arnold Palmer,arnold palmer,250,250,250,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Orange Juice,orange juice,250,250,250,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Grape Juice,grape juice,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Apple Cider,apple cider,250,250,250,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Large Net,large net,250,250,250,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Giving Box 01,giving box 01,Prune Juice,prune juice,2,2,2,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/giving-box-01/,https://buddy.farm/page-data/i/giving-box-01/page-data.json,giving-box-01__giving-box-01.json,buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Pepper Seeds,gold pepper seeds,200,200,200,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gold-seed-bag-01/,https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json,gold-seed-bag-01__gold-seed-bag-01.json,buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Carrot Seeds,gold carrot seeds,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gold-seed-bag-01/,https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json,gold-seed-bag-01__gold-seed-bag-01.json,buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Pea Seeds,gold pea seeds,80,80,80,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gold-seed-bag-01/,https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json,gold-seed-bag-01__gold-seed-bag-01.json,buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Eggplant Seeds,gold eggplant seeds,40,40,40,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gold-seed-bag-01/,https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json,gold-seed-bag-01__gold-seed-bag-01.json,buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Cucumber Seeds,gold cucumber seeds,50,50,50,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/gold-seed-bag-01/,https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json,gold-seed-bag-01__gold-seed-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Aquamarine,aquamarine,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Gold Cucumber,gold cucumber,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Mushroom,mushroom,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Potato,potato,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,3-leaf Clover,3 leaf clover,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Bone,bone,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Catfish,catfish,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Gummy Worms,gummy worms,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Shiny Beetle,shiny beetle,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Snail,snail,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Antler,antler,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Fire Ant,fire ant,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Horn,horn,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Globber,globber,,1,10,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Giant Centipede,giant centipede,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Ancient Coin,ancient coin,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Carrot,gold carrot,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Cucumber,gold cucumber,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Peppers,gold peppers,,10,50,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Feather,gold feather,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Eggplant,gold eggplant,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Peas,gold peas,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Leaf,gold leaf,,10,25,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Treasure Key,treasure key,,1,7,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 09,runestone 09,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 04,runestone 04,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 05,runestone 05,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 10,runestone 10,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 08,runestone 08,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 07,runestone 07,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 01,runestone 01,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 06,runestone 06,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 03,runestone 03,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 04,grab bag 04,Runestone 02,runestone 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 17,runestone 17,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 16,runestone 16,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 11,runestone 11,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 14,runestone 14,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 18,runestone 18,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 13,runestone 13,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 15,runestone 15,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 12,runestone 12,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 19,runestone 19,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 05,grab bag 05,Runestone 20,runestone 20,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Ancient Coin,ancient coin,,10,150,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Fishing Net,fishing net,,10,20,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Grape Juice,grape juice,,1,10,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Skull Coin,skull coin,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Steak,steak,,1,3,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Wine,wine,,1,4,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Orange Juice,orange juice,,10,20,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 06,grab bag 06,Lemonade,lemonade,,10,20,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Catfish,gold catfish,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Sea Bass,gold sea bass,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Goldjack,goldjack,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Drum,gold drum,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Goldray,goldray,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Goldfin,goldfin,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Flier,gold flier,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Sea Crest,gold sea crest,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Trout,gold trout,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Jelly,gold jelly,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
Grab Bag 07,grab bag 07,Gold Coral,gold coral,,1,5,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,buddy-item-multi-source-v1
