output_canonical_key,output_item_name,input_order,input_item_name,input_canonical_key,quantity,source_url,page_data_url,cache_file_name,parser_version,flags,notes
leather belt,Leather Belt,1,Leather,leather,3,https://buddy.farm/i/leather-belt/,https://buddy.farm/page-data/i/leather-belt/page-data.json,leather-belt__leather-belt.json,buddy-item-multi-source-v1,,
leather belt,Leather Belt,2,Steel Buckle,steel buckle,1,https://buddy.farm/i/leather-belt/,https://buddy.farm/page-data/i/leather-belt/page-data.json,leather-belt__leather-belt.json,buddy-item-multi-source-v1,,
leather belt,Leather Belt,3,Awl,awl,1,https://buddy.farm/i/leather-belt/,https://buddy.farm/page-data/i/leather-belt/page-data.json,leather-belt__leather-belt.json,buddy-item-multi-source-v1,,
leather diary,Leather Diary,1,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/leather-diary/,https://buddy.farm/page-data/i/leather-diary/page-data.json,leather-diary__leather-diary.json,buddy-item-multi-source-v1,,
leather diary,Leather Diary,2,White Parchment,white parchment,1,https://buddy.farm/i/leather-diary/,https://buddy.farm/page-data/i/leather-diary/page-data.json,leather-diary__leather-diary.json,buddy-item-multi-source-v1,,
leather diary,Leather Diary,3,Leather,leather,1,https://buddy.farm/i/leather-diary/,https://buddy.farm/page-data/i/leather-diary/page-data.json,leather-diary__leather-diary.json,buddy-item-multi-source-v1,,
leather helmet,Leather Helmet,1,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,,
leather helmet,Leather Helmet,2,Hide,hide,2,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,,
leather helmet,Leather Helmet,3,Steel Buckle,steel buckle,1,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,,
leather helmet,Leather Helmet,4,Wooden Button,wooden button,2,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,,
leather helmet,Leather Helmet,5,Leather,leather,3,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,,
leather waterskin,Leather Waterskin,1,Iron Ring,iron ring,1,https://buddy.farm/i/leather-waterskin/,https://buddy.farm/page-data/i/leather-waterskin/page-data.json,leather-waterskin__leather-waterskin.json,buddy-item-multi-source-v1,,
leather waterskin,Leather Waterskin,2,Leather,leather,2,https://buddy.farm/i/leather-waterskin/,https://buddy.farm/page-data/i/leather-waterskin/page-data.json,leather-waterskin__leather-waterskin.json,buddy-item-multi-source-v1,,
leather waterskin,Leather Waterskin,3,Twine,twine,2,https://buddy.farm/i/leather-waterskin/,https://buddy.farm/page-data/i/leather-waterskin/page-data.json,leather-waterskin__leather-waterskin.json,buddy-item-multi-source-v1,,
lemon quartz ring,Lemon Quartz Ring,1,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/lemon-quartz-ring/,https://buddy.farm/page-data/i/lemon-quartz-ring/page-data.json,lemon-quartz-ring__lemon-quartz-ring.json,buddy-item-multi-source-v1,,
lemon quartz ring,Lemon Quartz Ring,2,Lemon Quartz,lemon quartz,1,https://buddy.farm/i/lemon-quartz-ring/,https://buddy.farm/page-data/i/lemon-quartz-ring/page-data.json,lemon-quartz-ring__lemon-quartz-ring.json,buddy-item-multi-source-v1,,
lemon quartz ring,Lemon Quartz Ring,3,Iron Ring,iron ring,1,https://buddy.farm/i/lemon-quartz-ring/,https://buddy.farm/page-data/i/lemon-quartz-ring/page-data.json,lemon-quartz-ring__lemon-quartz-ring.json,buddy-item-multi-source-v1,,
lemonade,Lemonade,1,Lemon,lemon,6,https://buddy.farm/i/lemonade/,https://buddy.farm/page-data/i/lemonade/page-data.json,lemonade__lemonade.json,buddy-item-multi-source-v1,,
lemonade,Lemonade,2,Glass Bottle,glass bottle,1,https://buddy.farm/i/lemonade/,https://buddy.farm/page-data/i/lemonade/page-data.json,lemonade__lemonade.json,buddy-item-multi-source-v1,,
linked lantern,Linked Lantern,1,Lantern,lantern,1,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,,
linked lantern,Linked Lantern,2,Aquamarine,aquamarine,1,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,,
linked lantern,Linked Lantern,3,Amethyst,amethyst,1,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,,
linked lantern,Linked Lantern,4,Ruby,ruby,1,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,,
linked lantern,Linked Lantern,5,Magicite,magicite,1,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,,
looking glass,Looking Glass,1,Glass Orb,glass orb,1,https://buddy.farm/i/looking-glass/,https://buddy.farm/page-data/i/looking-glass/page-data.json,looking-glass__looking-glass.json,buddy-item-multi-source-v1,,
looking glass,Looking Glass,2,Board,board,3,https://buddy.farm/i/looking-glass/,https://buddy.farm/page-data/i/looking-glass/page-data.json,looking-glass__looking-glass.json,buddy-item-multi-source-v1,,
looking glass,Looking Glass,3,Iron,iron,1,https://buddy.farm/i/looking-glass/,https://buddy.farm/page-data/i/looking-glass/page-data.json,looking-glass__looking-glass.json,buddy-item-multi-source-v1,,
machine press,Machine Press,1,Machine Part,machine part,6,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,,
machine press,Machine Press,2,Steel Plate,steel plate,1,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,,
machine press,Machine Press,3,Board,board,10,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,,
machine press,Machine Press,4,Nails,nails,5,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,,
machine press,Machine Press,5,Bucket,bucket,1,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,,
magicite,Magicite,1,Prism Shard,prism shard,3,https://buddy.farm/i/magicite/,https://buddy.farm/page-data/i/magicite/page-data.json,magicite__magicite.json,buddy-item-multi-source-v1,,
magna core,Magna Core,1,Cogwheel,cogwheel,3,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,2,Flywheel,flywheel,2,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,3,Magna Quartz,magna quartz,25,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,4,Small Spring,small spring,5,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,5,Small Screw,small screw,10,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,6,Seeing Stone,seeing stone,1,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magna core,Magna Core,7,Steel,steel,40,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,,
magnifying glass,Magnifying Glass,1,Iron Ring,iron ring,1,https://buddy.farm/i/magnifying-glass/,https://buddy.farm/page-data/i/magnifying-glass/page-data.json,magnifying-glass__magnifying-glass.json,buddy-item-multi-source-v1,,
magnifying glass,Magnifying Glass,2,Board,board,1,https://buddy.farm/i/magnifying-glass/,https://buddy.farm/page-data/i/magnifying-glass/page-data.json,magnifying-glass__magnifying-glass.json,buddy-item-multi-source-v1,,
magnifying glass,Magnifying Glass,3,Iron,iron,3,https://buddy.farm/i/magnifying-glass/,https://buddy.farm/page-data/i/magnifying-glass/page-data.json,magnifying-glass__magnifying-glass.json,buddy-item-multi-source-v1,,
magnifying glass,Magnifying Glass,4,Glass Orb,glass orb,1,https://buddy.farm/i/magnifying-glass/,https://buddy.farm/page-data/i/magnifying-glass/page-data.json,magnifying-glass__magnifying-glass.json,buddy-item-multi-source-v1,,
magus hat,Magus Hat,1,Leather,leather,2,https://buddy.farm/i/magus-hat/,https://buddy.farm/page-data/i/magus-hat/page-data.json,magus-hat__magus-hat.json,buddy-item-multi-source-v1,,
magus hat,Magus Hat,2,Twine,twine,3,https://buddy.farm/i/magus-hat/,https://buddy.farm/page-data/i/magus-hat/page-data.json,magus-hat__magus-hat.json,buddy-item-multi-source-v1,,
magus hat,Magus Hat,3,Blue Feathers,blue feathers,10,https://buddy.farm/i/magus-hat/,https://buddy.farm/page-data/i/magus-hat/page-data.json,magus-hat__magus-hat.json,buddy-item-multi-source-v1,,
magus hat,Magus Hat,4,Gold Leaf,gold leaf,1,https://buddy.farm/i/magus-hat/,https://buddy.farm/page-data/i/magus-hat/page-data.json,magus-hat__magus-hat.json,buddy-item-multi-source-v1,,
mayonnaise,Mayonnaise,1,Sour Root,sour root,1,https://buddy.farm/i/mayonnaise/,https://buddy.farm/page-data/i/mayonnaise/page-data.json,mayonnaise__mayonnaise.json,buddy-item-multi-source-v1,,
mayonnaise,Mayonnaise,2,Corn Oil,corn oil,1,https://buddy.farm/i/mayonnaise/,https://buddy.farm/page-data/i/mayonnaise/page-data.json,mayonnaise__mayonnaise.json,buddy-item-multi-source-v1,,
mayonnaise,Mayonnaise,3,Glass Jar,glass jar,1,https://buddy.farm/i/mayonnaise/,https://buddy.farm/page-data/i/mayonnaise/page-data.json,mayonnaise__mayonnaise.json,buddy-item-multi-source-v1,,
mayonnaise,Mayonnaise,4,Eggs,eggs,25,https://buddy.farm/i/mayonnaise/,https://buddy.farm/page-data/i/mayonnaise/page-data.json,mayonnaise__mayonnaise.json,buddy-item-multi-source-v1,,
metal spool,Metal Spool,1,Nails,nails,2,https://buddy.farm/i/metal-spool/,https://buddy.farm/page-data/i/metal-spool/page-data.json,metal-spool__metal-spool.json,buddy-item-multi-source-v1,,
metal spool,Metal Spool,2,Coal,coal,5,https://buddy.farm/i/metal-spool/,https://buddy.farm/page-data/i/metal-spool/page-data.json,metal-spool__metal-spool.json,buddy-item-multi-source-v1,,
metal spool,Metal Spool,3,Broken Pipe,broken pipe,1,https://buddy.farm/i/metal-spool/,https://buddy.farm/page-data/i/metal-spool/page-data.json,metal-spool__metal-spool.json,buddy-item-multi-source-v1,,
metal spool,Metal Spool,4,Scrap Metal,scrap metal,12,https://buddy.farm/i/metal-spool/,https://buddy.farm/page-data/i/metal-spool/page-data.json,metal-spool__metal-spool.json,buddy-item-multi-source-v1,,
mushroom paste,Mushroom Paste,1,Mushroom,mushroom,3,https://buddy.farm/i/mushroom-paste/,https://buddy.farm/page-data/i/mushroom-paste/page-data.json,mushroom-paste__mushroom-paste.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,1,Peppers,peppers,60,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,2,Onion,onion,20,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,3,Coal,coal,180,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,4,Carrot,carrot,60,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,5,Mushroom,mushroom,100,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,6,Leek,leek,32,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,7,Cooking Pot,cooking pot,1,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mushroom stew,Mushroom Stew,8,Bone Broth,bone broth,1,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,,
mystic ring,Mystic Ring,1,Mushroom Paste,mushroom paste,3,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,,
mystic ring,Mystic Ring,2,Stone,stone,1,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,,
mystic ring,Mystic Ring,3,Aquamarine,aquamarine,1,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,,
mystic ring,Mystic Ring,4,Iron Ring,iron ring,1,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,,
mystic ring,Mystic Ring,5,Emerald,emerald,2,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,,
nailed board,Nailed Board,1,Board,board,1,https://buddy.farm/i/nailed-board/,https://buddy.farm/page-data/i/nailed-board/page-data.json,nailed-board__nailed-board.json,buddy-item-multi-source-v1,,
nailed board,Nailed Board,2,Nails,nails,1,https://buddy.farm/i/nailed-board/,https://buddy.farm/page-data/i/nailed-board/page-data.json,nailed-board__nailed-board.json,buddy-item-multi-source-v1,,
neigh,Neigh,1,Tomato,tomato,10,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,2,Cucumber,cucumber,30,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,3,Peas,peas,40,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,4,Carrot,carrot,50,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,5,Bone Broth,bone broth,1,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,6,Coal,coal,180,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,7,Peppers,peppers,45,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,8,Cooking Pot,cooking pot,1,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
neigh,Neigh,9,Onion,onion,20,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,,
oak table,Oak Table,1,Oak,oak,80,https://buddy.farm/i/oak-table/,https://buddy.farm/page-data/i/oak-table/page-data.json,oak-table__oak-table.json,buddy-item-multi-source-v1,,
oak table,Oak Table,2,Handsaw,handsaw,1,https://buddy.farm/i/oak-table/,https://buddy.farm/page-data/i/oak-table/page-data.json,oak-table__oak-table.json,buddy-item-multi-source-v1,,
oak table,Oak Table,3,Nails,nails,24,https://buddy.farm/i/oak-table/,https://buddy.farm/page-data/i/oak-table/page-data.json,oak-table__oak-table.json,buddy-item-multi-source-v1,,
onion soup,Onion Soup,1,Onion,onion,50,https://buddy.farm/i/onion-soup/,https://buddy.farm/page-data/i/onion-soup/page-data.json,onion-soup__onion-soup.json,buddy-item-multi-source-v1,,
onion soup,Onion Soup,2,Coal,coal,60,https://buddy.farm/i/onion-soup/,https://buddy.farm/page-data/i/onion-soup/page-data.json,onion-soup__onion-soup.json,buddy-item-multi-source-v1,,
onion soup,Onion Soup,3,Bone Broth,bone broth,1,https://buddy.farm/i/onion-soup/,https://buddy.farm/page-data/i/onion-soup/page-data.json,onion-soup__onion-soup.json,buddy-item-multi-source-v1,,
onion soup,Onion Soup,4,Cooking Pot,cooking pot,1,https://buddy.farm/i/onion-soup/,https://buddy.farm/page-data/i/onion-soup/page-data.json,onion-soup__onion-soup.json,buddy-item-multi-source-v1,,
orange butterfly,Orange Butterfly,1,Wood,wood,1,https://buddy.farm/i/orange-butterfly/,https://buddy.farm/page-data/i/orange-butterfly/page-data.json,orange-butterfly__orange-butterfly.json,buddy-item-multi-source-v1,,
orange butterfly,Orange Butterfly,2,Caterpillar,caterpillar,1,https://buddy.farm/i/orange-butterfly/,https://buddy.farm/page-data/i/orange-butterfly/page-data.json,orange-butterfly__orange-butterfly.json,buddy-item-multi-source-v1,,
orange butterfly,Orange Butterfly,3,Silk,silk,3,https://buddy.farm/i/orange-butterfly/,https://buddy.farm/page-data/i/orange-butterfly/page-data.json,orange-butterfly__orange-butterfly.json,buddy-item-multi-source-v1,,
orange butterfly,Orange Butterfly,4,Orange Dye,orange dye,1,https://buddy.farm/i/orange-butterfly/,https://buddy.farm/page-data/i/orange-butterfly/page-data.json,orange-butterfly__orange-butterfly.json,buddy-item-multi-source-v1,,
orange dye,Orange Dye,1,Amber Mire Bloom,amber mire bloom,4,https://buddy.farm/i/orange-dye/,https://buddy.farm/page-data/i/orange-dye/page-data.json,orange-dye__orange-dye.json,buddy-item-multi-source-v1,,
orange dye,Orange Dye,2,Glass Bottle,glass bottle,1,https://buddy.farm/i/orange-dye/,https://buddy.farm/page-data/i/orange-dye/page-data.json,orange-dye__orange-dye.json,buddy-item-multi-source-v1,,
orange juice,Orange Juice,1,Glass Bottle,glass bottle,1,https://buddy.farm/i/orange-juice/,https://buddy.farm/page-data/i/orange-juice/page-data.json,orange-juice__orange-juice.json,buddy-item-multi-source-v1,,
orange juice,Orange Juice,2,Orange,orange,6,https://buddy.farm/i/orange-juice/,https://buddy.farm/page-data/i/orange-juice/page-data.json,orange-juice__orange-juice.json,buddy-item-multi-source-v1,,
orange scarf,Orange Scarf,1,Yarn,yarn,2,https://buddy.farm/i/orange-scarf/,https://buddy.farm/page-data/i/orange-scarf/page-data.json,orange-scarf__orange-scarf.json,buddy-item-multi-source-v1,,
orange scarf,Orange Scarf,2,Orange Dye,orange dye,1,https://buddy.farm/i/orange-scarf/,https://buddy.farm/page-data/i/orange-scarf/page-data.json,orange-scarf__orange-scarf.json,buddy-item-multi-source-v1,,
orange shirt,Orange Shirt,1,Sewing Needle,sewing needle,1,https://buddy.farm/i/orange-shirt/,https://buddy.farm/page-data/i/orange-shirt/page-data.json,orange-shirt__orange-shirt.json,buddy-item-multi-source-v1,,
orange shirt,Orange Shirt,2,Orange Dye,orange dye,1,https://buddy.farm/i/orange-shirt/,https://buddy.farm/page-data/i/orange-shirt/page-data.json,orange-shirt__orange-shirt.json,buddy-item-multi-source-v1,,
orange shirt,Orange Shirt,3,Cloth,cloth,10,https://buddy.farm/i/orange-shirt/,https://buddy.farm/page-data/i/orange-shirt/page-data.json,orange-shirt__orange-shirt.json,buddy-item-multi-source-v1,,
orange twine,Orange Twine,1,Twine,twine,1,https://buddy.farm/i/orange-twine/,https://buddy.farm/page-data/i/orange-twine/page-data.json,orange-twine__orange-twine.json,buddy-item-multi-source-v1,,
orange twine,Orange Twine,2,Orange Dye,orange dye,1,https://buddy.farm/i/orange-twine/,https://buddy.farm/page-data/i/orange-twine/page-data.json,orange-twine__orange-twine.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,1,Herbs,herbs,1,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,2,Leek,leek,3,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,3,Corn,corn,3,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,4,Coal,coal,120,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,5,Steak,steak,3,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
over the moon,Over The Moon,6,Salt,salt,1,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,,
pair of boots,Pair of Boots,1,Polished Boot,polished boot,2,https://buddy.farm/i/pair-of-boots/,https://buddy.farm/page-data/i/pair-of-boots/page-data.json,pair-of-boots__pair-of-boots.json,buddy-item-multi-source-v1,,
pair of gold boots,Pair of Gold Boots,1,Gold Boot,gold boot,2,https://buddy.farm/i/pair-of-gold-boots/,https://buddy.farm/page-data/i/pair-of-gold-boots/page-data.json,pair-of-gold-boots__pair-of-gold-boots.json,buddy-item-multi-source-v1,,
peach juice,Peach Juice,1,Glass Bottle,glass bottle,1,https://buddy.farm/i/peach-juice/,https://buddy.farm/page-data/i/peach-juice/page-data.json,peach-juice__peach-juice.json,buddy-item-multi-source-v1,,
peach juice,Peach Juice,2,Peach,peach,10,https://buddy.farm/i/peach-juice/,https://buddy.farm/page-data/i/peach-juice/page-data.json,peach-juice__peach-juice.json,buddy-item-multi-source-v1,,
pear grease,Pear Grease,1,Glass Bottle,glass bottle,1,https://buddy.farm/i/pear-grease/,https://buddy.farm/page-data/i/pear-grease/page-data.json,pear-grease__pear-grease.json,buddy-item-multi-source-v1,,
pear grease,Pear Grease,2,Blue Gel,blue gel,5,https://buddy.farm/i/pear-grease/,https://buddy.farm/page-data/i/pear-grease/page-data.json,pear-grease__pear-grease.json,buddy-item-multi-source-v1,,
pear grease,Pear Grease,3,Prickly Pear,prickly pear,30,https://buddy.farm/i/pear-grease/,https://buddy.farm/page-data/i/pear-grease/page-data.json,pear-grease__pear-grease.json,buddy-item-multi-source-v1,,
pearl necklace,Pearl Necklace,1,Pearl,pearl,1,https://buddy.farm/i/pearl-necklace/,https://buddy.farm/page-data/i/pearl-necklace/page-data.json,pearl-necklace__pearl-necklace.json,buddy-item-multi-source-v1,,
pearl necklace,Pearl Necklace,2,Iron Ring,iron ring,1,https://buddy.farm/i/pearl-necklace/,https://buddy.farm/page-data/i/pearl-necklace/page-data.json,pearl-necklace__pearl-necklace.json,buddy-item-multi-source-v1,,
pearl necklace,Pearl Necklace,3,Twine,twine,1,https://buddy.farm/i/pearl-necklace/,https://buddy.farm/page-data/i/pearl-necklace/page-data.json,pearl-necklace__pearl-necklace.json,buddy-item-multi-source-v1,,
pickaxe,Pickaxe,1,Board,board,1,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,pickaxe__pickaxe.json,buddy-item-multi-source-v1,,
pickaxe,Pickaxe,2,Iron,iron,2,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,pickaxe__pickaxe.json,buddy-item-multi-source-v1,,
pickaxe,Pickaxe,3,Stone,stone,1,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,pickaxe__pickaxe.json,buddy-item-multi-source-v1,,
pickaxe,Pickaxe,4,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,pickaxe__pickaxe.json,buddy-item-multi-source-v1,,
pie pan,Pie Pan,1,Steel,steel,10,https://buddy.farm/i/pie-pan/,https://buddy.farm/page-data/i/pie-pan/page-data.json,pie-pan__pie-pan.json,buddy-item-multi-source-v1,,
pie pan,Pie Pan,2,Moonstone,moonstone,2,https://buddy.farm/i/pie-pan/,https://buddy.farm/page-data/i/pie-pan/page-data.json,pie-pan__pie-pan.json,buddy-item-multi-source-v1,,
pie pan,Pie Pan,3,Emberstone,emberstone,25,https://buddy.farm/i/pie-pan/,https://buddy.farm/page-data/i/pie-pan/page-data.json,pie-pan__pie-pan.json,buddy-item-multi-source-v1,,
pine shelf,Pine Shelf,1,Steel,steel,2,https://buddy.farm/i/pine-shelf/,https://buddy.farm/page-data/i/pine-shelf/page-data.json,pine-shelf__pine-shelf.json,buddy-item-multi-source-v1,,
pine shelf,Pine Shelf,2,Small Bolt,small bolt,4,https://buddy.farm/i/pine-shelf/,https://buddy.farm/page-data/i/pine-shelf/page-data.json,pine-shelf__pine-shelf.json,buddy-item-multi-source-v1,,
pine shelf,Pine Shelf,3,Pine Board,pine board,1,https://buddy.farm/i/pine-shelf/,https://buddy.farm/page-data/i/pine-shelf/page-data.json,pine-shelf__pine-shelf.json,buddy-item-multi-source-v1,,
pitchfork,Pitchfork,1,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,pitchfork__pitchfork.json,buddy-item-multi-source-v1,,
pitchfork,Pitchfork,2,Iron Ring,iron ring,1,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,pitchfork__pitchfork.json,buddy-item-multi-source-v1,,
pitchfork,Pitchfork,3,Steel,steel,2,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,pitchfork__pitchfork.json,buddy-item-multi-source-v1,,
pitchfork,Pitchfork,4,Board,board,1,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,pitchfork__pitchfork.json,buddy-item-multi-source-v1,,
