quest_key,reward_type,item_name,canonical_key,quantity,source_url,notes
frank's pranks xii,item,Strange Letter,strange letter,20,https://buddy.farm/i/strange-letter/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/strange-letter/; Page data: https://buddy.farm/page-data/i/strange-letter/page-data.json; Cache: strange-letter__strange-letter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1153779; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xiii,item,Treat Bag 04,treat bag 04,1,https://buddy.farm/i/treat-bag-04/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/treat-bag-04/; Page data: https://buddy.farm/page-data/i/treat-bag-04/page-data.json; Cache: treat-bag-04__treat-bag-04.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1153801; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xiv,item,Jack-o-lantern,jack-o-lantern,50,https://buddy.farm/i/jack-o-lantern/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/jack-o-lantern/; Page data: https://buddy.farm/page-data/i/jack-o-lantern/page-data.json; Cache: jack-o-lantern__jack-o-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286507; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xiv,item,Leek,leek,2000,https://buddy.farm/i/leek/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/leek/; Page data: https://buddy.farm/page-data/i/leek/page-data.json; Cache: leek__leek.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286507; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xix,item,Spooky Cookies,spooky cookies,4,https://buddy.farm/i/spooky-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-cookies/; Page data: https://buddy.farm/page-data/i/spooky-cookies/page-data.json; Cache: spooky-cookies__spooky-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286560; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xv,item,Neigh,neigh,10,https://buddy.farm/i/neigh/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/neigh/; Page data: https://buddy.farm/page-data/i/neigh/page-data.json; Cache: neigh__neigh.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286511; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xvi,item,Corn Oil,corn oil,10,https://buddy.farm/i/corn-oil/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn-oil/; Page data: https://buddy.farm/page-data/i/corn-oil/page-data.json; Cache: corn-oil__corn-oil.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286513; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xvi,item,Corn Prize Bag,corn prize bag,3,https://buddy.farm/i/corn-prize-bag/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn-prize-bag/; Page data: https://buddy.farm/page-data/i/corn-prize-bag/page-data.json; Cache: corn-prize-bag__corn-prize-bag.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286513; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xvii,item,Soap,soap,100,https://buddy.farm/i/soap/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/soap/; Page data: https://buddy.farm/page-data/i/soap/page-data.json; Cache: soap__soap.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286512; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xviii,item,Buddystone,buddystone,1,https://buddy.farm/i/buddystone/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/buddystone/; Page data: https://buddy.farm/page-data/i/buddystone/page-data.json; Cache: buddystone__buddystone.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286553; Quest end date: 2025-11-04T05:59:59+00:00
frank's pranks xx,item,frank's Basket,frank's basket,1,https://buddy.farm/i/frank-s-basket/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/frank-s-basket/; Page data: https://buddy.farm/page-data/i/frank-s-basket/page-data.json; Cache: frank-s-basket__frank-s-basket.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1286576; Quest end date: 2025-11-04T05:59:59+00:00
free candy i,item,Candy,candy,15,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 350; Quest end date: 2025-11-04T05:59:59+00:00
free candy ii,item,Candy,candy,5,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 351; Quest end date: 2025-11-04T05:59:59+00:00
free candy ii,item,Taffy,taffy,5,https://buddy.farm/i/taffy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/taffy/; Page data: https://buddy.farm/page-data/i/taffy/page-data.json; Cache: taffy__taffy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 351; Quest end date: 2025-11-04T05:59:59+00:00
free candy iii,item,Candy,candy,5,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 352; Quest end date: 2025-11-04T05:59:59+00:00
free candy iii,item,Candy Corn,candy corn,5,https://buddy.farm/i/candy-corn/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy-corn/; Page data: https://buddy.farm/page-data/i/candy-corn/page-data.json; Cache: candy-corn__candy-corn.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 352; Quest end date: 2025-11-04T05:59:59+00:00
free candy iv,item,Candy,candy,5,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 353; Quest end date: 2025-11-04T05:59:59+00:00
free candy iv,item,Candy Corn,candy corn,5,https://buddy.farm/i/candy-corn/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy-corn/; Page data: https://buddy.farm/page-data/i/candy-corn/page-data.json; Cache: candy-corn__candy-corn.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 353; Quest end date: 2025-11-04T05:59:59+00:00
free candy iv,item,Jack-o-lantern,jack-o-lantern,1,https://buddy.farm/i/jack-o-lantern/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/jack-o-lantern/; Page data: https://buddy.farm/page-data/i/jack-o-lantern/page-data.json; Cache: jack-o-lantern__jack-o-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 353; Quest end date: 2025-11-04T05:59:59+00:00
free candy iv,item,Lollipop,lollipop,5,https://buddy.farm/i/lollipop/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lollipop/; Page data: https://buddy.farm/page-data/i/lollipop/page-data.json; Cache: lollipop__lollipop.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 353; Quest end date: 2025-11-04T05:59:59+00:00
free candy iv,item,Taffy,taffy,5,https://buddy.farm/i/taffy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/taffy/; Page data: https://buddy.farm/page-data/i/taffy/page-data.json; Cache: taffy__taffy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 353; Quest end date: 2025-11-04T05:59:59+00:00
free candy v,item,Candy,candy,25,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 354; Quest end date: 2025-11-04T05:59:59+00:00
free candy v,item,Candy Corn,candy corn,10,https://buddy.farm/i/candy-corn/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy-corn/; Page data: https://buddy.farm/page-data/i/candy-corn/page-data.json; Cache: candy-corn__candy-corn.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 354; Quest end date: 2025-11-04T05:59:59+00:00
free candy v,item,Jack-o-lantern,jack-o-lantern,4,https://buddy.farm/i/jack-o-lantern/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/jack-o-lantern/; Page data: https://buddy.farm/page-data/i/jack-o-lantern/page-data.json; Cache: jack-o-lantern__jack-o-lantern.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 354; Quest end date: 2025-11-04T05:59:59+00:00
free candy v,item,Lollipop,lollipop,5,https://buddy.farm/i/lollipop/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lollipop/; Page data: https://buddy.farm/page-data/i/lollipop/page-data.json; Cache: lollipop__lollipop.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 354; Quest end date: 2025-11-04T05:59:59+00:00
free candy v,item,Taffy,taffy,25,https://buddy.farm/i/taffy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/taffy/; Page data: https://buddy.farm/page-data/i/taffy/page-data.json; Cache: taffy__taffy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 354; Quest end date: 2025-11-04T05:59:59+00:00
free to fly i,item,Onion Soup,onion soup,5,https://buddy.farm/i/onion-soup/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/onion-soup/; Page data: https://buddy.farm/page-data/i/onion-soup/page-data.json; Cache: onion-soup__onion-soup.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282300; Quest end date: 2025-08-01T04:59:59+00:00
free to fly i,item,Orange Juice,orange juice,100,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282300; Quest end date: 2025-08-01T04:59:59+00:00
free to fly i,item,Quandary Chowder,quandary chowder,5,https://buddy.farm/i/quandary-chowder/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/quandary-chowder/; Page data: https://buddy.farm/page-data/i/quandary-chowder/page-data.json; Cache: quandary-chowder__quandary-chowder.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282300; Quest end date: 2025-08-01T04:59:59+00:00
free to fly i,item,Sea Pincher Special,sea pincher special,5,https://buddy.farm/i/sea-pincher-special/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/sea-pincher-special/; Page data: https://buddy.farm/page-data/i/sea-pincher-special/page-data.json; Cache: sea-pincher-special__sea-pincher-special.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282300; Quest end date: 2025-08-01T04:59:59+00:00
free to fly i,item,Shrimp-a-Plenty,shrimp-a-plenty,5,https://buddy.farm/i/shrimp-a-plenty/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/shrimp-a-plenty/; Page data: https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json; Cache: shrimp-a-plenty__shrimp-a-plenty.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282300; Quest end date: 2025-08-01T04:59:59+00:00
free to fly ii,item,Grape Juice,grape juice,10,https://buddy.farm/i/grape-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grape-juice/; Page data: https://buddy.farm/page-data/i/grape-juice/page-data.json; Cache: grape-juice__grape-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282301; Quest end date: 2025-08-01T04:59:59+00:00
free to fly ii,item,Protein Bar,protein bar,1,https://buddy.farm/i/protein-bar/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/protein-bar/; Page data: https://buddy.farm/page-data/i/protein-bar/page-data.json; Cache: protein-bar__protein-bar.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282301; Quest end date: 2025-08-01T04:59:59+00:00
free to fly ii,item,Spades,spades,1,https://buddy.farm/i/spades/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spades/; Page data: https://buddy.farm/page-data/i/spades/page-data.json; Cache: spades__spades.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282301; Quest end date: 2025-08-01T04:59:59+00:00
free to fly ii,item,Thank You Card,thank you card,1,https://buddy.farm/i/thank-you-card/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/thank-you-card/; Page data: https://buddy.farm/page-data/i/thank-you-card/page-data.json; Cache: thank-you-card__thank-you-card.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 6282301; Quest end date: 2025-08-01T04:59:59+00:00
freedom universally i,item,Apple,apple,100,https://buddy.farm/i/apple/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple/; Page data: https://buddy.farm/page-data/i/apple/page-data.json; Cache: apple__apple.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477032; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally i,item,Lovely Cookies,lovely cookies,1,https://buddy.farm/i/lovely-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lovely-cookies/; Page data: https://buddy.farm/page-data/i/lovely-cookies/page-data.json; Cache: lovely-cookies__lovely-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477032; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally i,item,Orange Juice,orange juice,100,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477032; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally i,item,Thank You Card,thank you card,1,https://buddy.farm/i/thank-you-card/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/thank-you-card/; Page data: https://buddy.farm/page-data/i/thank-you-card/page-data.json; Cache: thank-you-card__thank-you-card.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477032; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally ii,item,Borgen Buck,borgen buck,1,https://buddy.farm/i/borgen-buck/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/borgen-buck/; Page data: https://buddy.farm/page-data/i/borgen-buck/page-data.json; Cache: borgen-buck__borgen-buck.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477033; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally ii,item,Cranberry Juice,cranberry juice,1,https://buddy.farm/i/cranberry-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/cranberry-juice/; Page data: https://buddy.farm/page-data/i/cranberry-juice/page-data.json; Cache: cranberry-juice__cranberry-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477033; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally ii,item,Thank You Card,thank you card,1,https://buddy.farm/i/thank-you-card/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/thank-you-card/; Page data: https://buddy.farm/page-data/i/thank-you-card/page-data.json; Cache: thank-you-card__thank-you-card.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477033; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iii,item,Bug Bag 01,bug bag 01,5,https://buddy.farm/i/bug-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477034; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iii,item,Fruit Punch,fruit punch,100,https://buddy.farm/i/fruit-punch/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/fruit-punch/; Page data: https://buddy.farm/page-data/i/fruit-punch/page-data.json; Cache: fruit-punch__fruit-punch.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477034; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iii,item,Grab Bag 06,grab bag 06,100,https://buddy.farm/i/grab-bag-06/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-06/; Page data: https://buddy.farm/page-data/i/grab-bag-06/page-data.json; Cache: grab-bag-06__grab-bag-06.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477034; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iii,item,Spooky Pie,spooky pie,1,https://buddy.farm/i/spooky-pie/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-pie/; Page data: https://buddy.farm/page-data/i/spooky-pie/page-data.json; Cache: spooky-pie__spooky-pie.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477034; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iii,item,Thank You Card,thank you card,1,https://buddy.farm/i/thank-you-card/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/thank-you-card/; Page data: https://buddy.farm/page-data/i/thank-you-card/page-data.json; Cache: thank-you-card__thank-you-card.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477034; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iv,item,Apple Pie,apple pie,1,https://buddy.farm/i/apple-pie/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-pie/; Page data: https://buddy.farm/page-data/i/apple-pie/page-data.json; Cache: apple-pie__apple-pie.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477035; Quest end date: 2025-07-01T04:59:59+00:00
freedom universally iv,item,Thank You Card,thank you card,1,https://buddy.farm/i/thank-you-card/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/thank-you-card/; Page data: https://buddy.farm/page-data/i/thank-you-card/page-data.json; Cache: thank-you-card__thank-you-card.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7477035; Quest end date: 2025-07-01T04:59:59+00:00
friday the 13th i,item,Orange Juice,orange juice,10,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214046; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th i,item,Spooky Cookies,spooky cookies,1,https://buddy.farm/i/spooky-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-cookies/; Page data: https://buddy.farm/page-data/i/spooky-cookies/page-data.json; Cache: spooky-cookies__spooky-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214046; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th ii,item,Fishing Net,fishing net,25,https://buddy.farm/i/fishing-net/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/fishing-net/; Page data: https://buddy.farm/page-data/i/fishing-net/page-data.json; Cache: fishing-net__fishing-net.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214050; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th ii,item,Spooky Cookies,spooky cookies,1,https://buddy.farm/i/spooky-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-cookies/; Page data: https://buddy.farm/page-data/i/spooky-cookies/page-data.json; Cache: spooky-cookies__spooky-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214050; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iii,item,Grab Bag 07,grab bag 07,10,https://buddy.farm/i/grab-bag-07/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214054; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iii,item,Spooky Cookies,spooky cookies,1,https://buddy.farm/i/spooky-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-cookies/; Page data: https://buddy.farm/page-data/i/spooky-cookies/page-data.json; Cache: spooky-cookies__spooky-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2214054; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iv,item,4-leaf Clover,4-leaf clover,77,https://buddy.farm/i/4-leaf-clover/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/4-leaf-clover/; Page data: https://buddy.farm/page-data/i/4-leaf-clover/page-data.json; Cache: 4-leaf-clover__4-leaf-clover.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 21943629; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iv,item,Acorn Pie,acorn pie,7,https://buddy.farm/i/acorn-pie/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/acorn-pie/; Page data: https://buddy.farm/page-data/i/acorn-pie/page-data.json; Cache: acorn-pie__acorn-pie.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 21943629; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iv,item,Grab Bag 07,grab bag 07,7,https://buddy.farm/i/grab-bag-07/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 21943629; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iv,item,Medium Chest 03,medium chest 03,7,https://buddy.farm/i/medium-chest-03/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/medium-chest-03/; Page data: https://buddy.farm/page-data/i/medium-chest-03/page-data.json; Cache: medium-chest-03__medium-chest-03.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 21943629; Quest end date: 2026-02-14T05:59:59+00:00
friday the 13th iv,item,Skull Coin,skull coin,7,https://buddy.farm/i/skull-coin/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/skull-coin/; Page data: https://buddy.farm/page-data/i/skull-coin/page-data.json; Cache: skull-coin__skull-coin.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 21943629; Quest end date: 2026-02-14T05:59:59+00:00
friends with charles i,item,Apple,apple,50,https://buddy.farm/i/apple/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple/; Page data: https://buddy.farm/page-data/i/apple/page-data.json; Cache: apple__apple.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2779008
frog got your tongue i,item,Candy,candy,20,https://buddy.farm/i/candy/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy/; Page data: https://buddy.farm/page-data/i/candy/page-data.json; Cache: candy__candy.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 324; Quest end date: 2025-11-04T05:59:59+00:00
frog got your tongue ii,item,Treat Bag 01,treat bag 01,1,https://buddy.farm/i/treat-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/treat-bag-01/; Page data: https://buddy.farm/page-data/i/treat-bag-01/page-data.json; Cache: treat-bag-01__treat-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 325; Quest end date: 2025-11-04T05:59:59+00:00
frog got your tongue iii,item,Treat Bag 02,treat bag 02,2,https://buddy.farm/i/treat-bag-02/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/treat-bag-02/; Page data: https://buddy.farm/page-data/i/treat-bag-02/page-data.json; Cache: treat-bag-02__treat-bag-02.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 326; Quest end date: 2025-11-04T05:59:59+00:00
fruit mix,item,Apple,apple,1,https://buddy.farm/i/apple/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple/; Page data: https://buddy.farm/page-data/i/apple/page-data.json; Cache: apple__apple.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 50; Quest end date: 2023-07-01T04:59:59+00:00
fruit mix,item,Lemon,lemon,1,https://buddy.farm/i/lemon/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lemon/; Page data: https://buddy.farm/page-data/i/lemon/page-data.json; Cache: lemon__lemon.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 50; Quest end date: 2023-07-01T04:59:59+00:00
fruit mix,item,Orange,orange,1,https://buddy.farm/i/orange/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange/; Page data: https://buddy.farm/page-data/i/orange/page-data.json; Cache: orange__orange.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 50; Quest end date: 2023-07-01T04:59:59+00:00
fun in the sun i,item,Arnold Palmer,arnold palmer,10,https://buddy.farm/i/arnold-palmer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/arnold-palmer/; Page data: https://buddy.farm/page-data/i/arnold-palmer/page-data.json; Cache: arnold-palmer__arnold-palmer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7526138; Quest end date: 2025-07-01T04:59:59+00:00
fun in the sun i,item,Hearts,hearts,1,https://buddy.farm/i/hearts/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/hearts/; Page data: https://buddy.farm/page-data/i/hearts/page-data.json; Cache: hearts__hearts.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7526138; Quest end date: 2025-07-01T04:59:59+00:00
fun in the sun i,item,Large Net,large net,10,https://buddy.farm/i/large-net/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/large-net/; Page data: https://buddy.farm/page-data/i/large-net/page-data.json; Cache: large-net__large-net.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7526138; Quest end date: 2025-07-01T04:59:59+00:00
