item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,notes
Frozen Starfish,frozen starfish,yes,954,frozen-starfish,buddy_item_evidence_cache;mastery_difficulty,
Frozen Tomato,frozen tomato,yes,965,frozen-tomato,buddy_item_evidence_cache;mastery_difficulty,
Frozen Wheel,frozen wheel,yes,955,frozen-wheel,buddy_item_evidence_cache;mastery_difficulty,
Fruit Punch,fruit punch,yes,653,fruit-punch,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Fuji Apple,fuji apple,unknown,833,fuji-apple,buddy_item_evidence_cache,
Fungus Processing and You,fungus processing and you,unknown,1182,fungus-processing-and-you,buddy_item_evidence_cache,
Fuzzy Bunny,fuzzy bunny,unknown,1225,fuzzy-bunny,buddy_item_evidence_cache,
Fuzzy Chick 01,fuzzy chick 01,unknown,1212,fuzzy-chick-01,buddy_item_evidence_cache,
Fuzzy Chick 02,fuzzy chick 02,unknown,1214,fuzzy-chick-02,buddy_item_evidence_cache,
Fuzzy Chick 03,fuzzy chick 03,unknown,1215,fuzzy-chick-03,buddy_item_evidence_cache,
Fuzzy Chick 04,fuzzy chick 04,unknown,1216,fuzzy-chick-04,buddy_item_evidence_cache,
Fuzzy Chick 05,fuzzy chick 05,unknown,1217,fuzzy-chick-05,buddy_item_evidence_cache,
Fuzzy Chick 06,fuzzy chick 06,unknown,1218,fuzzy-chick-06,buddy_item_evidence_cache,
Fuzzy Chick 07,fuzzy chick 07,unknown,1219,fuzzy-chick-07,buddy_item_evidence_cache,
Fuzzy Chick 08,fuzzy chick 08,unknown,1220,fuzzy-chick-08,buddy_item_evidence_cache,
Fuzzy Chick 09,fuzzy chick 09,unknown,1221,fuzzy-chick-09,buddy_item_evidence_cache,
Fuzzy Chick 10,fuzzy chick 10,unknown,1222,fuzzy-chick-10,buddy_item_evidence_cache,
Fuzzy Chick 11,fuzzy chick 11,unknown,1223,fuzzy-chick-11,buddy_item_evidence_cache,
Fuzzy Chick 12,fuzzy chick 12,unknown,1224,fuzzy-chick-12,buddy_item_evidence_cache,
Fuzzy Egg,fuzzy egg,unknown,1228,fuzzy-egg,buddy_item_evidence_cache,
Fuzzy Trophy,fuzzy trophy,unknown,1491,fuzzy-trophy,buddy_item_evidence_cache,
Fuzzy Trout,fuzzy trout,yes,1480,fuzzy-trout,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Gainite,gainite,yes,1184,gainite,buddy_item_evidence_cache;recipes.output;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Galactic Egg Basket,galactic egg basket,unknown,1489,galactic-egg-basket,buddy_item_evidence_cache,
Garden Claw,garden claw,unknown,1474,garden-claw,buddy_item_evidence_cache,
Garden Crate 01,garden crate 01,unknown,1476,garden-crate-01,buddy_item_evidence_cache,
Garden Trowel,garden trowel,unknown,1475,garden-trowel,buddy_item_evidence_cache,
Gardening Buddy Doll,gardening buddy doll,no,1518,gardening-buddy-doll,buddy_item_evidence_cache;new_item_intake_2026_06_30,Promoted for BL-318 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/gardening-buddy-doll/; Page data: https://buddy.farm/page-data/i/gardening-buddy-doll/page-data.json; Cache: gardening-buddy-doll__gardening-buddy-doll.json; Parser: buddy-item-multi-source-v1
Gare Bear,gare bear,unknown,1188,gare-bear,buddy_item_evidence_cache,
Garlic,garlic,unknown,665,garlic,buddy_item_evidence_cache,
Garnet,garnet,yes,317,garnet,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Garnet Ring,garnet ring,yes,316,garnet-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Gary Bobblehead,gary bobblehead,unknown,1069,gary-bobblehead,buddy_item_evidence_cache,
Gary's Crushroom Key,gary's crushroom key,unknown,1179,gary-s-crushroom-key,buddy_item_evidence_cache,
Gary's Diary Page 12,gary's diary page 12,unknown,1185,gary-s-diary-page-12,buddy_item_evidence_cache,
Gary's Diary Page 36,gary's diary page 36,unknown,1180,gary-s-diary-page-36,buddy_item_evidence_cache,
Gary's Diary Page 77,gary's diary page 77,unknown,1181,gary-s-diary-page-77,buddy_item_evidence_cache,
Gary's Diary Page 86,gary's diary page 86,unknown,1186,gary-s-diary-page-86,buddy_item_evidence_cache,
Gazebo,gazebo,yes,1441,gazebo,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Geist Bobblehead,geist bobblehead,unknown,1070,geist-bobblehead,buddy_item_evidence_cache,
George Bobblehead,george bobblehead,unknown,1071,george-bobblehead,buddy_item_evidence_cache,
George's Acorn Pie,george's acorn pie,unknown,1306,george-s-acorn-pie,buddy_item_evidence_cache;recipes.recipe_book,
George's Onion Soup,george's onion soup,unknown,639,george-s-onion-soup,buddy_item_evidence_cache;recipes.recipe_book,
Get Well Soon Card,get well soon card,unknown,831,get-well-soon-card,buddy_item_evidence_cache,
Ghost Buddy Doll,ghost buddy doll,unknown,1146,ghost-buddy-doll,buddy_item_evidence_cache,
Ghost Candy,ghost candy,unknown,1309,ghost-candy,buddy_item_evidence_cache,
Ghost Jelly,ghost jelly,yes,1242,ghost-jelly,buddy_item_evidence_cache;mastery_difficulty,
Giant Centipede,giant centipede,unknown,287,giant-centipede,buddy_item_evidence_cache,
Giant Squid,giant squid,yes,140,giant-squid,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Gift Basket 01,gift basket 01,unknown,329,gift-basket-01,buddy_item_evidence_cache,
Gift Basket 02,gift basket 02,unknown,490,gift-basket-02,buddy_item_evidence_cache,
Gingerbread Buddy Doll,gingerbread buddy doll,unknown,1340,gingerbread-buddy-doll,buddy_item_evidence_cache,
Gingerbread House,gingerbread house,unknown,423,gingerbread-house,buddy_item_evidence_cache,
Gingerbread Man,gingerbread man,unknown,415,gingerbread-man,buddy_item_evidence_cache,
Giving Box 01,giving box 01,unknown,1326,giving-box-01,buddy_item_evidence_cache,
Glacierstone,glacierstone,unknown,710,glacierstone,buddy_item_evidence_cache,
Glass Bottle,glass bottle,yes,117,glass-bottle,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Glass Eye Urchin,glass eye urchin,yes,1368,glass-eye-urchin,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Glass Eyes,glass eyes,yes,664,glass-eyes,buddy_item_evidence_cache;mastery_difficulty,
Glass Jar,glass jar,yes,1094,glass-jar,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Glass Orb,glass orb,yes,78,glass-orb,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Glassback,glassback,yes,691,glassback,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Globber,globber,yes,199,globber,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Gloorp,gloorp,unknown,1492,gloorp,buddy_item_evidence_cache,
Glowing Lantern,glowing lantern,yes,1424,glowing-lantern,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Glowshroom,glowshroom,unknown,1359,glowshroom,buddy_item_evidence_cache;recipe_inputs.input,
Glyph Sphere,glyph sphere,no,1532,glyph-sphere,buddy_item_evidence_cache;new_item_intake_2026_08_08,Promoted for BL-325 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/glyph-sphere/; Page data: https://buddy.farm/page-data/i/glyph-sphere/page-data.json; Cache: glyph-sphere__glyph-sphere.json; Parser: buddy-item-multi-source-v1
Gold Apple,gold apple,unknown,835,gold-apple,buddy_item_evidence_cache,
Gold Aquamarine Ring,gold aquamarine ring,yes,1428,gold-aquamarine-ring,buddy_item_evidence_cache;recipes.output;tower_requirements,
Gold Boot,gold boot,unknown,467,gold-boot,buddy_item_evidence_cache;recipe_inputs.input,
Gold Buddy Sweater,gold buddy sweater,unknown,1346,gold-buddy-sweater,buddy_item_evidence_cache,
Gold Carrot,gold carrot,yes,159,gold-carrot,buddy_item_evidence_cache;mastery_difficulty,
Gold Carrot Seeds,gold carrot seeds,unknown,160,gold-carrot-seeds,buddy_item_evidence_cache,
Gold Catfish,gold catfish,yes,458,gold-catfish,buddy_item_evidence_cache;mastery_difficulty,
Gold Coral,gold coral,yes,459,gold-coral,buddy_item_evidence_cache;mastery_difficulty,
Gold Crab,gold crab,no,270,gold-crab,buddy_item_evidence_cache;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Gold Cucumber,gold cucumber,yes,189,gold-cucumber,buddy_item_evidence_cache;mastery_difficulty,
Gold Cucumber Seeds,gold cucumber seeds,unknown,190,gold-cucumber-seeds,buddy_item_evidence_cache,
Gold Diamond Ring,gold diamond ring,yes,1431,gold-diamond-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Gold Drum,gold drum,yes,460,gold-drum,buddy_item_evidence_cache;mastery_difficulty,
Gold Egg,gold egg,unknown,533,gold-egg,buddy_item_evidence_cache,
Gold Eggplant,gold eggplant,yes,262,gold-eggplant,buddy_item_evidence_cache;mastery_difficulty,
Gold Eggplant Seeds,gold eggplant seeds,unknown,352,gold-eggplant-seeds,buddy_item_evidence_cache,
Gold Emerald Ring,gold emerald ring,yes,1429,gold-emerald-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Gold Feather,gold feather,unknown,172,gold-feather,buddy_item_evidence_cache,
Gold Feed,gold feed,yes,1134,gold-feed,buddy_item_evidence_cache;mastery_difficulty,
Gold Flier,gold flier,yes,462,gold-flier,buddy_item_evidence_cache;mastery_difficulty,
Gold Garnet Ring,gold garnet ring,yes,1430,gold-garnet-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Gold Horseshoe,gold horseshoe,unknown,507,gold-horseshoe,buddy_item_evidence_cache,
Gold Jade Ring,gold jade ring,yes,1434,gold-jade-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Gold Jelly,gold jelly,yes,580,gold-jelly,buddy_item_evidence_cache;mastery_difficulty,
Gold King Apple,gold king apple,unknown,1311,gold-king-apple,buddy_item_evidence_cache,
Gold Laurel,gold laurel,unknown,1201,gold-laurel,buddy_item_evidence_cache,
Gold Leaf,gold leaf,unknown,281,gold-leaf,buddy_item_evidence_cache;recipe_inputs.input,
Gold Lemon Quartz Ring,gold lemon quartz ring,yes,1427,gold-lemon-quartz-ring,buddy_item_evidence_cache;recipes.output;tower_requirements,
Gold Mittens,gold mittens,unknown,1168,gold-mittens,buddy_item_evidence_cache,
Gold Pea Seeds,gold pea seeds,unknown,162,gold-pea-seeds,buddy_item_evidence_cache,
Gold Peas,gold peas,yes,161,gold-peas,buddy_item_evidence_cache;mastery_difficulty,
Gold Pepper Seeds,gold pepper seeds,unknown,158,gold-pepper-seeds,buddy_item_evidence_cache,
Gold Peppers,gold peppers,yes,157,gold-peppers,buddy_item_evidence_cache;mastery_difficulty,
Gold Potato,gold potato,unknown,658,gold-potato,buddy_item_evidence_cache,
Gold Ring,gold ring,yes,1380,gold-ring,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Gold Ruby Ring,gold ruby ring,yes,1426,gold-ruby-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Gold Rudolph,gold rudolph,unknown,1167,gold-rudolph,buddy_item_evidence_cache,
Gold Sea Bass,gold sea bass,yes,465,gold-sea-bass,buddy_item_evidence_cache;mastery_difficulty,
Gold Sea Crest,gold sea crest,yes,695,gold-sea-crest,buddy_item_evidence_cache;mastery_difficulty,
Gold Seed Bag 01,gold seed bag 01,unknown,1296,gold-seed-bag-01,buddy_item_evidence_cache,
Gold Shamrock,gold shamrock,unknown,504,gold-shamrock,buddy_item_evidence_cache,
Gold Slimeback,gold slimeback,yes,1383,gold-slimeback,buddy_item_evidence_cache;mastery_difficulty,
Gold Trout,gold trout,yes,457,gold-trout,buddy_item_evidence_cache;mastery_difficulty,
Gold Wreath,gold wreath,unknown,1169,gold-wreath,buddy_item_evidence_cache,
Goldfin,goldfin,yes,461,goldfin,buddy_item_evidence_cache;mastery_difficulty,
Goldfish,goldfish,no,271,goldfish,buddy_item_evidence_cache;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Goldgill,goldgill,yes,463,goldgill,buddy_item_evidence_cache;mastery_difficulty,
Goldjack,goldjack,yes,466,goldjack,buddy_item_evidence_cache;mastery_difficulty,
Goldray,goldray,yes,464,goldray,buddy_item_evidence_cache;mastery_difficulty,
Good Luck Card,good luck card,unknown,748,good-luck-card,buddy_item_evidence_cache,
Goostav Bobblehead,goostav bobblehead,unknown,1438,goostav-bobblehead,buddy_item_evidence_cache,
Gouda,gouda,unknown,351,gouda,buddy_item_evidence_cache,
Grab Bag 01,grab bag 01,unknown,330,grab-bag-01,buddy_item_evidence_cache,
Grab Bag 02,grab bag 02,unknown,334,grab-bag-02,buddy_item_evidence_cache,
Grab Bag 03,grab bag 03,unknown,396,grab-bag-03,buddy_item_evidence_cache,
Grab Bag 04,grab bag 04,unknown,397,grab-bag-04,buddy_item_evidence_cache,
Grab Bag 05,grab bag 05,unknown,398,grab-bag-05,buddy_item_evidence_cache,
Grab Bag 06,grab bag 06,unknown,453,grab-bag-06,buddy_item_evidence_cache,
Grab Bag 07,grab bag 07,unknown,491,grab-bag-07,buddy_item_evidence_cache,
Grab Bag 08,grab bag 08,unknown,583,grab-bag-08,buddy_item_evidence_cache,
Grand Piano,grand piano,yes,1130,grand-piano,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Grape Juice,grape juice,yes,112,grape-juice,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Grapes,grapes,unknown,120,grapes,buddy_item_evidence_cache;recipe_inputs.input,
Grasshopper,grasshopper,unknown,382,grasshopper,buddy_item_evidence_cache,
Gravy Boat,gravy boat,unknown,1324,gravy-boat,buddy_item_evidence_cache,
Green Apple,green apple,unknown,834,green-apple,buddy_item_evidence_cache,
Green Backpack,green backpack,unknown,987,green-backpack,buddy_item_evidence_cache,
Green Barracuda,green barracuda,yes,575,green-barracuda,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Green Butterfly,green butterfly,yes,1208,green-butterfly,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Green Chromis,green chromis,yes,56,green-chromis,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Green Cloak,green cloak,yes,350,green-cloak,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Green Diary,green diary,yes,82,green-diary,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Green Dye,green dye,yes,203,green-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Green Halite,green halite,unknown,824,green-halite,buddy_item_evidence_cache,
Green Jellyfish,green jellyfish,yes,138,green-jellyfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Green Ornament,green ornament,unknown,403,green-ornament,buddy_item_evidence_cache,
Green Parchment,green parchment,yes,74,green-parchment,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Green Rubee,green rubee,unknown,1289,green-rubee,buddy_item_evidence_cache,
Green Scarf,green scarf,yes,414,green-scarf,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Green Shield,green shield,yes,204,green-shield,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Green Shirt,green shirt,yes,1412,green-shirt,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Green Top Hat,green top hat,yes,506,green-top-hat,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Green Torpedo,green torpedo,unknown,1093,green-torpedo,buddy_item_evidence_cache,
Green Twine,green twine,yes,976,green-twine,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Groundhog Buddy Doll,groundhog buddy doll,unknown,1191,groundhog-buddy-doll,buddy_item_evidence_cache,
Growth Medallion I,growth medallion i,unknown,532,growth-medallion-i,buddy_item_evidence_cache,
Growth Medallion II,growth medallion ii,unknown,609,growth-medallion-ii,buddy_item_evidence_cache,
Grubs,grubs,unknown,191,grubs,buddy_item_evidence_cache;recipe_inputs.input,
Gummy Globber,gummy globber,unknown,1125,gummy-globber,buddy_item_evidence_cache,
Gummy Worms,gummy worms,unknown,277,gummy-worms,buddy_item_evidence_cache,
Hammer,hammer,yes,236,hammer,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Handsaw,handsaw,yes,1066,handsaw,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Happy Cookies,happy cookies,unknown,699,happy-cookies,buddy_item_evidence_cache,
Happy Farmiversary Card,happy farmiversary card,unknown,1275,happy-farmiversary-card,buddy_item_evidence_cache,
Happy Halloween Card,happy halloween card,unknown,1322,happy-halloween-card,buddy_item_evidence_cache,
Harpoon,harpoon,unknown,832,harpoon,buddy_item_evidence_cache,
Harvest Bundle 01,harvest bundle 01,unknown,1466,harvest-bundle-01,buddy_item_evidence_cache,
Headdress of Luna,headdress of luna,unknown,542,headdress-of-luna,buddy_item_evidence_cache,
Heart Candies,heart candies,unknown,1189,heart-candies,buddy_item_evidence_cache,
Heart Container,heart container,no,671,heart-container,buddy_item_evidence_cache;recipes.output;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Heart Necklace,heart necklace,yes,486,heart-necklace,buddy_item_evidence_cache;mastery_difficulty,
Heart Necklace Left Piece,heart necklace left piece,unknown,484,heart-necklace-left-piece,buddy_item_evidence_cache,
Heart Necklace Right Piece,heart necklace right piece,unknown,485,heart-necklace-right-piece,buddy_item_evidence_cache,
Heart-shaped Box 01,heart-shaped box 01,unknown,972,heart-shaped-box-01,buddy_item_evidence_cache,
Heart-shaped Box 02,heart-shaped box 02,unknown,1187,heart-shaped-box-02,buddy_item_evidence_cache,
Heart-shaped Box 03,heart-shaped box 03,unknown,1444,heart-shaped-box-03,buddy_item_evidence_cache,
Heart-shaped Gem,heart-shaped gem,unknown,971,heart-shaped-gem,buddy_item_evidence_cache,
Hearts,hearts,unknown,607,hearts,buddy_item_evidence_cache,
Hensods's Bonsai,hensods's bonsai,unknown,1292,hensods-s-bonsai,buddy_item_evidence_cache,
Herbs,herbs,unknown,349,herbs,buddy_item_evidence_cache;recipe_inputs.input,
Hessian's Axe,hessian's axe,unknown,875,hessian-s-axe,buddy_item_evidence_cache,
Hickory Omelette,hickory omelette,yes,755,hickory-omelette,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Hide,hide,unknown,109,hide,buddy_item_evidence_cache;recipe_inputs.input,
Highland Hollow Charm,highland hollow charm,no,1524,highland-hollow-charm,buddy_item_evidence_cache;new_item_intake_2026_08_11,Promoted for BL-329 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/highland-hollow-charm/; Page data: https://buddy.farm/page-data/i/highland-hollow-charm/page-data.json; Cache: highland-hollow-charm__highland-hollow-charm.json; Parser: buddy-item-multi-source-v1
Hockey Mask,hockey mask,unknown,367,hockey-mask,buddy_item_evidence_cache,
Holger Bobblehead,holger bobblehead,unknown,1072,holger-bobblehead,buddy_item_evidence_cache,
Holger's Lunch Box,holger's lunch box,unknown,779,holger-s-lunch-box,buddy_item_evidence_cache,
Holger's Mushroom Stew,holger's mushroom stew,unknown,638,holger-s-mushroom-stew,buddy_item_evidence_cache;recipes.recipe_book,
Holiday Cake,holiday cake,unknown,1338,holiday-cake,buddy_item_evidence_cache,
Holiday Candles,holiday candles,unknown,451,holiday-candles,buddy_item_evidence_cache,
Holiday Cheer Bundle 01,holiday cheer bundle 01,unknown,1337,holiday-cheer-bundle-01,buddy_item_evidence_cache,
Holiday Garland,holiday garland,unknown,1164,holiday-garland,buddy_item_evidence_cache,
Holiday Wreath,holiday wreath,yes,687,holiday-wreath,buddy_item_evidence_cache;mastery_difficulty,
Honey,honey,unknown,250,honey,buddy_item_evidence_cache;recipe_inputs.input,
Honeycomb,honeycomb,unknown,783,honeycomb,buddy_item_evidence_cache,
Honeysuckle,honeysuckle,unknown,1196,honeysuckle,buddy_item_evidence_cache,
Hops,hops,yes,46,hops,buddy_item_evidence_cache;mastery_difficulty,
Hops Seeds,hops seeds,unknown,47,hops-seeds,buddy_item_evidence_cache,
Horn,horn,unknown,164,horn,buddy_item_evidence_cache;recipe_inputs.input,
Horn Canteen,horn canteen,yes,165,horn-canteen,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Horned Beetle,horned beetle,unknown,283,horned-beetle,buddy_item_evidence_cache,
Horseman's Belt,horseman's belt,unknown,876,horseman-s-belt,buddy_item_evidence_cache,
Horseshoe,horseshoe,yes,217,horseshoe,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Hot Cocoa,hot cocoa,unknown,425,hot-cocoa,buddy_item_evidence_cache,
Hot Potato,hot potato,yes,565,hot-potato,buddy_item_evidence_cache;mastery_difficulty,
Hotdog Buddy Doll,hotdog buddy doll,unknown,1267,hotdog-buddy-doll,buddy_item_evidence_cache,
Hourglass,hourglass,yes,388,hourglass,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Hummingbird Feeder,hummingbird feeder,unknown,1195,hummingbird-feeder,buddy_item_evidence_cache,
Ice Scraper,ice scraper,unknown,1348,ice-scraper,buddy_item_evidence_cache,
Ice Shark,ice shark,yes,696,ice-shark,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Iced Tea,iced tea,yes,185,iced-tea,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Inferno Pepper,inferno pepper,yes,1273,inferno-pepper,buddy_item_evidence_cache;mastery_difficulty,
Inferno Ring,inferno ring,unknown,721,inferno-ring,buddy_item_evidence_cache,
Inferno Sphere,inferno sphere,yes,169,inferno-sphere,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Iron,iron,unknown,22,iron,buddy_item_evidence_cache;recipe_inputs.input,
Iron Cup,iron cup,yes,130,iron-cup,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Iron Ring,iron ring,yes,95,iron-ring,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Jack-o-key,jack-o-key,unknown,670,jack-o-key,buddy_item_evidence_cache,
Jack-o-lantern,jack-o-lantern,yes,355,jack-o-lantern,buddy_item_evidence_cache;mastery_difficulty,
Jade,jade,yes,264,jade,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Jade Charm,jade charm,yes,265,jade-charm,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Jadeite,jadeite,unknown,1112,jadeite,buddy_item_evidence_cache,
Jar of Pickles,jar of pickles,unknown,852,jar-of-pickles,buddy_item_evidence_cache,
Jellyfish,jellyfish,yes,119,jellyfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Jester Buddy Doll,jester buddy doll,unknown,1151,jester-buddy-doll,buddy_item_evidence_cache,
Jill Bobblehead,jill bobblehead,unknown,1052,jill-bobblehead,buddy_item_evidence_cache,
Jill's Quandary Chowder,jill's quandary chowder,unknown,649,jill-s-quandary-chowder,buddy_item_evidence_cache;recipes.recipe_book,
Joker,joker,unknown,762,joker,buddy_item_evidence_cache,
Jumbo Fish,jumbo fish,yes,577,jumbo-fish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Keeper Trapper,keeper trapper,unknown,812,keeper-trapper,buddy_item_evidence_cache,
Keyglobe,keyglobe,unknown,686,keyglobe,buddy_item_evidence_cache,
Kill Switch,kill switch,yes,682,kill-switch,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
King Apple,king apple,yes,1305,king-apple,buddy_item_evidence_cache;mastery_difficulty,
King Cake,king cake,unknown,728,king-cake,buddy_item_evidence_cache,
Kite Kite,kite kite,unknown,1033,kite-kite,buddy_item_evidence_cache,
Krampus Buddy Doll,krampus buddy doll,unknown,1160,krampus-buddy-doll,buddy_item_evidence_cache,
Labubuddy Doll,labubuddy doll,unknown,1312,labubuddy-doll,buddy_item_evidence_cache,
Ladder,ladder,yes,260,ladder,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Langstaff Crest,langstaff crest,unknown,632,langstaff-crest,buddy_item_evidence_cache,
Lantern,lantern,yes,368,lantern,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Lapis Lazuli,lapis lazuli,unknown,904,lapis-lazuli,buddy_item_evidence_cache;recipe_inputs.input,
Large Chest 01,large chest 01,unknown,346,large-chest-01,buddy_item_evidence_cache,
Large Chest 02,large chest 02,unknown,363,large-chest-02,buddy_item_evidence_cache,
Large Chest 03,large chest 03,unknown,573,large-chest-03,buddy_item_evidence_cache,
Large Clam Shell,large clam shell,no,269,large-clam-shell,buddy_item_evidence_cache;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Large Net,large net,yes,500,large-net,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Largemouth Bass,largemouth bass,yes,25,largemouth-bass,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Lava Ring,lava ring,unknown,722,lava-ring,buddy_item_evidence_cache,
Lava Sphere,lava sphere,yes,220,lava-sphere,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Lavos Shard,lavos shard,unknown,1377,lavos-shard,buddy_item_evidence_cache,
Leather,leather,yes,110,leather,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Leather Bag,leather bag,yes,166,leather-bag,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Leather Belt,leather belt,yes,841,leather-belt,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Leather Diary,leather diary,yes,118,leather-diary,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Leather Helmet,leather helmet,yes,1329,leather-helmet,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Leather Waterskin,leather waterskin,yes,239,leather-waterskin,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Leek,leek,yes,50,leek,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Leek Seeds,leek seeds,unknown,51,leek-seeds,buddy_item_evidence_cache,
Lemon,lemon,unknown,62,lemon,buddy_item_evidence_cache;recipe_inputs.input,
Lemon Cream Pie,lemon cream pie,unknown,778,lemon-cream-pie,buddy_item_evidence_cache,
Lemon Quartz,lemon quartz,unknown,80,lemon-quartz,buddy_item_evidence_cache;recipe_inputs.input,
Lemon Quartz Ring,lemon quartz ring,yes,124,lemon-quartz-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Lemon Seltzer,lemon seltzer,unknown,1203,lemon-seltzer,buddy_item_evidence_cache,
Lemonade,lemonade,yes,86,lemonade,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Leprechaun Buddy Doll,leprechaun buddy doll,unknown,1197,leprechaun-buddy-doll,buddy_item_evidence_cache,
Leprechaun Hat,leprechaun hat,unknown,1458,leprechaun-hat,buddy_item_evidence_cache,
Lima Bean,lima bean,unknown,279,lima-bean,buddy_item_evidence_cache,
