output_item_name,output_canonical_key,recipe_type,recipe_book_item_name,recipe_book_canonical_key,cooking_level,base_time,source_buddy_url,source_page_data_url,cache_file_name,parser_version,notes
Magicite,magicite,craft,,,,,https://buddy.farm/i/magicite/,https://buddy.farm/page-data/i/magicite/page-data.json,magicite__magicite.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/magicite/page-data.json; Cache: magicite__magicite.json; Parser: buddy-item-multi-source-v1
Magna Core,magna core,craft,,,,,https://buddy.farm/i/magna-core/,https://buddy.farm/page-data/i/magna-core/page-data.json,magna-core__magna-core.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/magna-core/page-data.json; Cache: magna-core__magna-core.json; Parser: buddy-item-multi-source-v1
Magnifying Glass,magnifying glass,craft,,,,,https://buddy.farm/i/magnifying-glass/,https://buddy.farm/page-data/i/magnifying-glass/page-data.json,magnifying-glass__magnifying-glass.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/magnifying-glass/page-data.json; Cache: magnifying-glass__magnifying-glass.json; Parser: buddy-item-multi-source-v1
Magus Hat,magus hat,craft,,,,,https://buddy.farm/i/magus-hat/,https://buddy.farm/page-data/i/magus-hat/page-data.json,magus-hat__magus-hat.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/magus-hat/page-data.json; Cache: magus-hat__magus-hat.json; Parser: buddy-item-multi-source-v1
Mayonnaise,mayonnaise,craft,,,,,https://buddy.farm/i/mayonnaise/,https://buddy.farm/page-data/i/mayonnaise/page-data.json,mayonnaise__mayonnaise.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/mayonnaise/page-data.json; Cache: mayonnaise__mayonnaise.json; Parser: buddy-item-multi-source-v1
Metal Spool,metal spool,craft,,,,,https://buddy.farm/i/metal-spool/,https://buddy.farm/page-data/i/metal-spool/page-data.json,metal-spool__metal-spool.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/metal-spool/page-data.json; Cache: metal-spool__metal-spool.json; Parser: buddy-item-multi-source-v1
Mushroom Paste,mushroom paste,craft,,,,,https://buddy.farm/i/mushroom-paste/,https://buddy.farm/page-data/i/mushroom-paste/page-data.json,mushroom-paste__mushroom-paste.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/mushroom-paste/page-data.json; Cache: mushroom-paste__mushroom-paste.json; Parser: buddy-item-multi-source-v1
Mushroom Stew,mushroom stew,cooking,Holger's Mushroom Stew,holger's mushroom stew,20,3h,https://buddy.farm/i/mushroom-stew/,https://buddy.farm/page-data/i/mushroom-stew/page-data.json,mushroom-stew__mushroom-stew.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/mushroom-stew/page-data.json; Cache: mushroom-stew__mushroom-stew.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Mystic Ring,mystic ring,craft,,,,,https://buddy.farm/i/mystic-ring/,https://buddy.farm/page-data/i/mystic-ring/page-data.json,mystic-ring__mystic-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/mystic-ring/page-data.json; Cache: mystic-ring__mystic-ring.json; Parser: buddy-item-multi-source-v1
Nailed Board,nailed board,craft,,,,,https://buddy.farm/i/nailed-board/,https://buddy.farm/page-data/i/nailed-board/page-data.json,nailed-board__nailed-board.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/nailed-board/page-data.json; Cache: nailed-board__nailed-board.json; Parser: buddy-item-multi-source-v1
Neigh,neigh,cooking,Charles's Neigh,charles's neigh,30,3h,https://buddy.farm/i/neigh/,https://buddy.farm/page-data/i/neigh/page-data.json,neigh__neigh.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/neigh/page-data.json; Cache: neigh__neigh.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Oak Table,oak table,craft,,,,,https://buddy.farm/i/oak-table/,https://buddy.farm/page-data/i/oak-table/page-data.json,oak-table__oak-table.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/oak-table/page-data.json; Cache: oak-table__oak-table.json; Parser: buddy-item-multi-source-v1
Onion Soup,onion soup,cooking,George's Onion Soup,george's onion soup,5,1h,https://buddy.farm/i/onion-soup/,https://buddy.farm/page-data/i/onion-soup/page-data.json,onion-soup__onion-soup.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/onion-soup/page-data.json; Cache: onion-soup__onion-soup.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Orange Butterfly,orange butterfly,craft,,,,,https://buddy.farm/i/orange-butterfly/,https://buddy.farm/page-data/i/orange-butterfly/page-data.json,orange-butterfly__orange-butterfly.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-butterfly/page-data.json; Cache: orange-butterfly__orange-butterfly.json; Parser: buddy-item-multi-source-v1
Orange Dye,orange dye,craft,,,,,https://buddy.farm/i/orange-dye/,https://buddy.farm/page-data/i/orange-dye/page-data.json,orange-dye__orange-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-dye/page-data.json; Cache: orange-dye__orange-dye.json; Parser: buddy-item-multi-source-v1
Orange Juice,orange juice,craft,,,,,https://buddy.farm/i/orange-juice/,https://buddy.farm/page-data/i/orange-juice/page-data.json,orange-juice__orange-juice.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1
Orange Scarf,orange scarf,craft,,,,,https://buddy.farm/i/orange-scarf/,https://buddy.farm/page-data/i/orange-scarf/page-data.json,orange-scarf__orange-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-scarf/page-data.json; Cache: orange-scarf__orange-scarf.json; Parser: buddy-item-multi-source-v1
Orange Shirt,orange shirt,craft,,,,,https://buddy.farm/i/orange-shirt/,https://buddy.farm/page-data/i/orange-shirt/page-data.json,orange-shirt__orange-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-shirt/page-data.json; Cache: orange-shirt__orange-shirt.json; Parser: buddy-item-multi-source-v1
Orange Twine,orange twine,craft,,,,,https://buddy.farm/i/orange-twine/,https://buddy.farm/page-data/i/orange-twine/page-data.json,orange-twine__orange-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/orange-twine/page-data.json; Cache: orange-twine__orange-twine.json; Parser: buddy-item-multi-source-v1
Over The Moon,over the moon,cooking,Roomba's Over The Moon,roomba's over the moon,10,2h,https://buddy.farm/i/over-the-moon/,https://buddy.farm/page-data/i/over-the-moon/page-data.json,over-the-moon__over-the-moon.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/over-the-moon/page-data.json; Cache: over-the-moon__over-the-moon.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Pair of Boots,pair of boots,craft,,,,,https://buddy.farm/i/pair-of-boots/,https://buddy.farm/page-data/i/pair-of-boots/page-data.json,pair-of-boots__pair-of-boots.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pair-of-boots/page-data.json; Cache: pair-of-boots__pair-of-boots.json; Parser: buddy-item-multi-source-v1
Pair of Gold Boots,pair of gold boots,craft,,,,,https://buddy.farm/i/pair-of-gold-boots/,https://buddy.farm/page-data/i/pair-of-gold-boots/page-data.json,pair-of-gold-boots__pair-of-gold-boots.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pair-of-gold-boots/page-data.json; Cache: pair-of-gold-boots__pair-of-gold-boots.json; Parser: buddy-item-multi-source-v1
Peach Juice,peach juice,craft,,,,,https://buddy.farm/i/peach-juice/,https://buddy.farm/page-data/i/peach-juice/page-data.json,peach-juice__peach-juice.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/peach-juice/page-data.json; Cache: peach-juice__peach-juice.json; Parser: buddy-item-multi-source-v1
Pear Grease,pear grease,craft,,,,,https://buddy.farm/i/pear-grease/,https://buddy.farm/page-data/i/pear-grease/page-data.json,pear-grease__pear-grease.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pear-grease/page-data.json; Cache: pear-grease__pear-grease.json; Parser: buddy-item-multi-source-v1
Pearl Necklace,pearl necklace,craft,,,,,https://buddy.farm/i/pearl-necklace/,https://buddy.farm/page-data/i/pearl-necklace/page-data.json,pearl-necklace__pearl-necklace.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pearl-necklace/page-data.json; Cache: pearl-necklace__pearl-necklace.json; Parser: buddy-item-multi-source-v1
Pickaxe,pickaxe,craft,,,,,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,pickaxe__pickaxe.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pickaxe/page-data.json; Cache: pickaxe__pickaxe.json; Parser: buddy-item-multi-source-v1
Pie Pan,pie pan,craft,,,,,https://buddy.farm/i/pie-pan/,https://buddy.farm/page-data/i/pie-pan/page-data.json,pie-pan__pie-pan.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pie-pan/page-data.json; Cache: pie-pan__pie-pan.json; Parser: buddy-item-multi-source-v1
Pine Shelf,pine shelf,craft,,,,,https://buddy.farm/i/pine-shelf/,https://buddy.farm/page-data/i/pine-shelf/page-data.json,pine-shelf__pine-shelf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pine-shelf/page-data.json; Cache: pine-shelf__pine-shelf.json; Parser: buddy-item-multi-source-v1
Pitchfork,pitchfork,craft,,,,,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,pitchfork__pitchfork.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pitchfork/page-data.json; Cache: pitchfork__pitchfork.json; Parser: buddy-item-multi-source-v1
Polished Boot,polished boot,craft,,,,,https://buddy.farm/i/polished-boot/,https://buddy.farm/page-data/i/polished-boot/page-data.json,polished-boot__polished-boot.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/polished-boot/page-data.json; Cache: polished-boot__polished-boot.json; Parser: buddy-item-multi-source-v1
Potato Battery,potato battery,craft,,,,,https://buddy.farm/i/potato-battery/,https://buddy.farm/page-data/i/potato-battery/page-data.json,potato-battery__potato-battery.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/potato-battery/page-data.json; Cache: potato-battery__potato-battery.json; Parser: buddy-item-multi-source-v1
Power Monitor,power monitor,craft,,,,,https://buddy.farm/i/power-monitor/,https://buddy.farm/page-data/i/power-monitor/page-data.json,power-monitor__power-monitor.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/power-monitor/page-data.json; Cache: power-monitor__power-monitor.json; Parser: buddy-item-multi-source-v1
Propeller Hat,propeller hat,craft,,,,,https://buddy.farm/i/propeller-hat/,https://buddy.farm/page-data/i/propeller-hat/page-data.json,propeller-hat__propeller-hat.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/propeller-hat/page-data.json; Cache: propeller-hat__propeller-hat.json; Parser: buddy-item-multi-source-v1
Purple Bag,purple bag,craft,,,,,https://buddy.farm/i/purple-bag/,https://buddy.farm/page-data/i/purple-bag/page-data.json,purple-bag__purple-bag.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-bag/page-data.json; Cache: purple-bag__purple-bag.json; Parser: buddy-item-multi-source-v1
Purple Butterfly,purple butterfly,craft,,,,,https://buddy.farm/i/purple-butterfly/,https://buddy.farm/page-data/i/purple-butterfly/page-data.json,purple-butterfly__purple-butterfly.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-butterfly/page-data.json; Cache: purple-butterfly__purple-butterfly.json; Parser: buddy-item-multi-source-v1
Purple Diary,purple diary,craft,,,,,https://buddy.farm/i/purple-diary/,https://buddy.farm/page-data/i/purple-diary/page-data.json,purple-diary__purple-diary.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-diary/page-data.json; Cache: purple-diary__purple-diary.json; Parser: buddy-item-multi-source-v1
Purple Dye,purple dye,craft,,,,,https://buddy.farm/i/purple-dye/,https://buddy.farm/page-data/i/purple-dye/page-data.json,purple-dye__purple-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-dye/page-data.json; Cache: purple-dye__purple-dye.json; Parser: buddy-item-multi-source-v1
Purple Parchment,purple parchment,craft,,,,,https://buddy.farm/i/purple-parchment/,https://buddy.farm/page-data/i/purple-parchment/page-data.json,purple-parchment__purple-parchment.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-parchment/page-data.json; Cache: purple-parchment__purple-parchment.json; Parser: buddy-item-multi-source-v1
Purple Shirt,purple shirt,craft,,,,,https://buddy.farm/i/purple-shirt/,https://buddy.farm/page-data/i/purple-shirt/page-data.json,purple-shirt__purple-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-shirt/page-data.json; Cache: purple-shirt__purple-shirt.json; Parser: buddy-item-multi-source-v1
Purple Twine,purple twine,craft,,,,,https://buddy.farm/i/purple-twine/,https://buddy.farm/page-data/i/purple-twine/page-data.json,purple-twine__purple-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/purple-twine/page-data.json; Cache: purple-twine__purple-twine.json; Parser: buddy-item-multi-source-v1
Pyrite,pyrite,craft,,,,,https://buddy.farm/i/pyrite/,https://buddy.farm/page-data/i/pyrite/page-data.json,pyrite__pyrite.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/pyrite/page-data.json; Cache: pyrite__pyrite.json; Parser: buddy-item-multi-source-v1
Quandary Chowder,quandary chowder,cooking,Jill's Quandary Chowder,jill's quandary chowder,25,4h,https://buddy.farm/i/quandary-chowder/,https://buddy.farm/page-data/i/quandary-chowder/page-data.json,quandary-chowder__quandary-chowder.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/quandary-chowder/page-data.json; Cache: quandary-chowder__quandary-chowder.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Re'taw Pail,re'taw pail,craft,,,,,https://buddy.farm/i/re-taw-pail/,https://buddy.farm/page-data/i/re-taw-pail/page-data.json,re-taw-pail__re-taw-pail.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/re-taw-pail/page-data.json; Cache: re-taw-pail__re-taw-pail.json; Parser: buddy-item-multi-source-v1
Red Berry Pie,red berry pie,cooking,Rosalie's Red Berry Pie,rosalie's red berry pie,40,12h,https://buddy.farm/i/red-berry-pie/,https://buddy.farm/page-data/i/red-berry-pie/page-data.json,red-berry-pie__red-berry-pie.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-berry-pie/page-data.json; Cache: red-berry-pie__red-berry-pie.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Red Brick,red brick,craft,,,,,https://buddy.farm/i/red-brick/,https://buddy.farm/page-data/i/red-brick/page-data.json,red-brick__red-brick.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-brick/page-data.json; Cache: red-brick__red-brick.json; Parser: buddy-item-multi-source-v1
Red Butterfly,red butterfly,craft,,,,,https://buddy.farm/i/red-butterfly/,https://buddy.farm/page-data/i/red-butterfly/page-data.json,red-butterfly__red-butterfly.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-butterfly/page-data.json; Cache: red-butterfly__red-butterfly.json; Parser: buddy-item-multi-source-v1
Red Diary,red diary,craft,,,,,https://buddy.farm/i/red-diary/,https://buddy.farm/page-data/i/red-diary/page-data.json,red-diary__red-diary.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-diary/page-data.json; Cache: red-diary__red-diary.json; Parser: buddy-item-multi-source-v1
Red Dye,red dye,craft,,,,,https://buddy.farm/i/red-dye/,https://buddy.farm/page-data/i/red-dye/page-data.json,red-dye__red-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-dye/page-data.json; Cache: red-dye__red-dye.json; Parser: buddy-item-multi-source-v1
Red Parchment,red parchment,craft,,,,,https://buddy.farm/i/red-parchment/,https://buddy.farm/page-data/i/red-parchment/page-data.json,red-parchment__red-parchment.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-parchment/page-data.json; Cache: red-parchment__red-parchment.json; Parser: buddy-item-multi-source-v1
Red Scarf,red scarf,craft,,,,,https://buddy.farm/i/red-scarf/,https://buddy.farm/page-data/i/red-scarf/page-data.json,red-scarf__red-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-scarf/page-data.json; Cache: red-scarf__red-scarf.json; Parser: buddy-item-multi-source-v1
Red Shield,red shield,craft,,,,,https://buddy.farm/i/red-shield/,https://buddy.farm/page-data/i/red-shield/page-data.json,red-shield__red-shield.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-shield/page-data.json; Cache: red-shield__red-shield.json; Parser: buddy-item-multi-source-v1
Red Shirt,red shirt,craft,,,,,https://buddy.farm/i/red-shirt/,https://buddy.farm/page-data/i/red-shirt/page-data.json,red-shirt__red-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-shirt/page-data.json; Cache: red-shirt__red-shirt.json; Parser: buddy-item-multi-source-v1
Red Trunk,red trunk,craft,,,,,https://buddy.farm/i/red-trunk/,https://buddy.farm/page-data/i/red-trunk/page-data.json,red-trunk__red-trunk.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-trunk/page-data.json; Cache: red-trunk__red-trunk.json; Parser: buddy-item-multi-source-v1
Red Twine,red twine,craft,,,,,https://buddy.farm/i/red-twine/,https://buddy.farm/page-data/i/red-twine/page-data.json,red-twine__red-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/red-twine/page-data.json; Cache: red-twine__red-twine.json; Parser: buddy-item-multi-source-v1
Reinforced Helmet,reinforced helmet,craft,,,,,https://buddy.farm/i/reinforced-helmet/,https://buddy.farm/page-data/i/reinforced-helmet/page-data.json,reinforced-helmet__reinforced-helmet.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/reinforced-helmet/page-data.json; Cache: reinforced-helmet__reinforced-helmet.json; Parser: buddy-item-multi-source-v1
Rope,rope,craft,,,,,https://buddy.farm/i/rope/,https://buddy.farm/page-data/i/rope/page-data.json,rope__rope.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/rope/page-data.json; Cache: rope__rope.json; Parser: buddy-item-multi-source-v1
Ruby,ruby,craft,,,,,https://buddy.farm/i/ruby/,https://buddy.farm/page-data/i/ruby/page-data.json,ruby__ruby.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/ruby/page-data.json; Cache: ruby__ruby.json; Parser: buddy-item-multi-source-v1
Ruby Ring,ruby ring,craft,,,,,https://buddy.farm/i/ruby-ring/,https://buddy.farm/page-data/i/ruby-ring/page-data.json,ruby-ring__ruby-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/ruby-ring/page-data.json; Cache: ruby-ring__ruby-ring.json; Parser: buddy-item-multi-source-v1
Rucksack,rucksack,craft,,,,,https://buddy.farm/i/rucksack/,https://buddy.farm/page-data/i/rucksack/page-data.json,rucksack__rucksack.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/rucksack/page-data.json; Cache: rucksack__rucksack.json; Parser: buddy-item-multi-source-v1
Sail Cloth,sail cloth,craft,,,,,https://buddy.farm/i/sail-cloth/,https://buddy.farm/page-data/i/sail-cloth/page-data.json,sail-cloth__sail-cloth.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sail-cloth/page-data.json; Cache: sail-cloth__sail-cloth.json; Parser: buddy-item-multi-source-v1
Salt,salt,craft,,,,,https://buddy.farm/i/salt/,https://buddy.farm/page-data/i/salt/page-data.json,salt__salt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/salt/page-data.json; Cache: salt__salt.json; Parser: buddy-item-multi-source-v1
Sand,sand,craft,,,,,https://buddy.farm/i/sand/,https://buddy.farm/page-data/i/sand/page-data.json,sand__sand.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sand/page-data.json; Cache: sand__sand.json; Parser: buddy-item-multi-source-v1
Scissors,scissors,craft,,,,,https://buddy.farm/i/scissors/,https://buddy.farm/page-data/i/scissors/page-data.json,scissors__scissors.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/scissors/page-data.json; Cache: scissors__scissors.json; Parser: buddy-item-multi-source-v1
Sea Pincher Special,sea pincher special,cooking,Vincent's Sea Pincher Special,vincent's sea pincher special,30,6h,https://buddy.farm/i/sea-pincher-special/,https://buddy.farm/page-data/i/sea-pincher-special/page-data.json,sea-pincher-special__sea-pincher-special.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sea-pincher-special/page-data.json; Cache: sea-pincher-special__sea-pincher-special.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Seashell Necklace,seashell necklace,craft,,,,,https://buddy.farm/i/seashell-necklace/,https://buddy.farm/page-data/i/seashell-necklace/page-data.json,seashell-necklace__seashell-necklace.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/seashell-necklace/page-data.json; Cache: seashell-necklace__seashell-necklace.json; Parser: buddy-item-multi-source-v1
Sewing Needle,sewing needle,craft,,,,,https://buddy.farm/i/sewing-needle/,https://buddy.farm/page-data/i/sewing-needle/page-data.json,sewing-needle__sewing-needle.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/sewing-needle/page-data.json; Cache: sewing-needle__sewing-needle.json; Parser: buddy-item-multi-source-v1
Shimmer Ring,shimmer ring,craft,,,,,https://buddy.farm/i/shimmer-ring/,https://buddy.farm/page-data/i/shimmer-ring/page-data.json,shimmer-ring__shimmer-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/shimmer-ring/page-data.json; Cache: shimmer-ring__shimmer-ring.json; Parser: buddy-item-multi-source-v1
Shimmer Stone,shimmer stone,craft,,,,,https://buddy.farm/i/shimmer-stone/,https://buddy.farm/page-data/i/shimmer-stone/page-data.json,shimmer-stone__shimmer-stone.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/shimmer-stone/page-data.json; Cache: shimmer-stone__shimmer-stone.json; Parser: buddy-item-multi-source-v1
Shimmer Topaz,shimmer topaz,craft,,,,,https://buddy.farm/i/shimmer-topaz/,https://buddy.farm/page-data/i/shimmer-topaz/page-data.json,shimmer-topaz__shimmer-topaz.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/shimmer-topaz/page-data.json; Cache: shimmer-topaz__shimmer-topaz.json; Parser: buddy-item-multi-source-v1
Ship in a Bottle,ship in a bottle,craft,,,,,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,ship-in-a-bottle__ship-in-a-bottle.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json; Cache: ship-in-a-bottle__ship-in-a-bottle.json; Parser: buddy-item-multi-source-v1
Ship Mast,ship mast,craft,,,,,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,ship-mast__ship-mast.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/ship-mast/page-data.json; Cache: ship-mast__ship-mast.json; Parser: buddy-item-multi-source-v1
