openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Fuzzy Egg,fuzzy egg,Fuzzy Chick 10,fuzzy chick 10,0.166667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/fuzzy-egg/; Page data: https://buddy.farm/page-data/i/fuzzy-egg/page-data.json; Cache: fuzzy-egg__fuzzy-egg.json; Parser: buddy-item-multi-source-v1
Fuzzy Egg,fuzzy egg,Fuzzy Chick 11,fuzzy chick 11,0.166667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/fuzzy-egg/; Page data: https://buddy.farm/page-data/i/fuzzy-egg/page-data.json; Cache: fuzzy-egg__fuzzy-egg.json; Parser: buddy-item-multi-source-v1
Fuzzy Egg,fuzzy egg,Fuzzy Chick 12,fuzzy chick 12,0.166667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/fuzzy-egg/; Page data: https://buddy.farm/page-data/i/fuzzy-egg/page-data.json; Cache: fuzzy-egg__fuzzy-egg.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Asteroid Egg,asteroid egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Black Hole Egg,black hole egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Comet Egg,comet egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Moon Egg,moon egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Nebula Egg,nebula egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Planet Egg,planet egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Galactic Egg Basket,galactic egg basket,Sun Egg,sun egg,0.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-3; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/galactic-egg-basket/; Page data: https://buddy.farm/page-data/i/galactic-egg-basket/page-data.json; Cache: galactic-egg-basket__galactic-egg-basket.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Black Hole Egg,black hole egg,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Egg Basket,egg basket,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Fuzzy Egg,fuzzy egg,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Garden Claw,garden claw,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Garden Trowel,garden trowel,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Harvest Bundle 01,harvest bundle 01,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Lemon Seltzer,lemon seltzer,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Magical Egg Basket,magical egg basket,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Picnic Basket 01,picnic basket 01,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Garden Crate 01,garden crate 01,Void Bag 01,void bag 01,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/garden-crate-01/; Page data: https://buddy.farm/page-data/i/garden-crate-01/page-data.json; Cache: garden-crate-01__garden-crate-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Ancient Coin,ancient coin,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Apple,apple,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Fishing Net,fishing net,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Grapes,grapes,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Lemon,lemon,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 01,gift basket 01,Orange,orange,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-01/; Page data: https://buddy.farm/page-data/i/gift-basket-01/page-data.json; Cache: gift-basket-01__gift-basket-01.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Ancient Coin,ancient coin,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Apple,apple,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Fishing Net,fishing net,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Grapes,grapes,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Lemon,lemon,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Gift Basket 02,gift basket 02,Orange,orange,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gift-basket-02/; Page data: https://buddy.farm/page-data/i/gift-basket-02/page-data.json; Cache: gift-basket-02__gift-basket-02.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Apple Cider,apple cider,250,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Arnold Palmer,arnold palmer,250,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Grape Juice,grape juice,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Large Net,large net,250,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Orange Juice,orange juice,250,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Giving Box 01,giving box 01,Prune Juice,prune juice,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/giving-box-01/; Page data: https://buddy.farm/page-data/i/giving-box-01/page-data.json; Cache: giving-box-01__giving-box-01.json; Parser: buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Carrot Seeds,gold carrot seeds,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gold-seed-bag-01/; Page data: https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json; Cache: gold-seed-bag-01__gold-seed-bag-01.json; Parser: buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Cucumber Seeds,gold cucumber seeds,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gold-seed-bag-01/; Page data: https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json; Cache: gold-seed-bag-01__gold-seed-bag-01.json; Parser: buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Eggplant Seeds,gold eggplant seeds,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gold-seed-bag-01/; Page data: https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json; Cache: gold-seed-bag-01__gold-seed-bag-01.json; Parser: buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Pea Seeds,gold pea seeds,80,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gold-seed-bag-01/; Page data: https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json; Cache: gold-seed-bag-01__gold-seed-bag-01.json; Parser: buddy-item-multi-source-v1
Gold Seed Bag 01,gold seed bag 01,Gold Pepper Seeds,gold pepper seeds,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/gold-seed-bag-01/; Page data: https://buddy.farm/page-data/i/gold-seed-bag-01/page-data.json; Cache: gold-seed-bag-01__gold-seed-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,3-leaf Clover,3-leaf clover,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Aquamarine,aquamarine,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Bone,bone,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Catfish,catfish,2.5,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Gold Cucumber,gold cucumber,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Mushroom,mushroom,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 01,grab bag 01,Potato,potato,4.285714,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-50; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Ancient Coin,ancient coin,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Antler,antler,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Fire Ant,fire ant,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Giant Centipede,giant centipede,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Globber,globber,0.611111,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Gummy Worms,gummy worms,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Horn,horn,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Shiny Beetle,shiny beetle,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 02,grab bag 02,Snail,snail,1.944444,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=9; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-02/; Page data: https://buddy.farm/page-data/i/grab-bag-02/page-data.json; Cache: grab-bag-02__grab-bag-02.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Carrot,gold carrot,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Cucumber,gold cucumber,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Eggplant,gold eggplant,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Feather,gold feather,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Leaf,gold leaf,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
Grab Bag 03,grab bag 03,Gold Peas,gold peas,2.1875,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-25; outcome_count=8; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1
