sort_order,raw_item_label,item_name,canonical_key,known_item_status,gold_raw,gold_status,gold_min,gold_max,gold_currency,gold_quantity_basis,ap_raw,ap_status,ap_min,ap_max,ap_currency,ap_quantity_basis,oj_raw,oj_status,oj_min,oj_max,oj_currency,oj_quantity_basis,source_name,source_url,captured_date,parser_version,notes
212,Oak,Oak,oak,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
213,Old Boot,Old Boot,old boot,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
214,Onion,Onion,onion,known,×,not_listed,,,,,30-40 AP/k,priced,30,40,ap,per_1000,235-315 OJ/k,priced,235,315,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
215,Onion Soup (meal),Onion Soup,onion soup,known,10-20g/100,priced,10,20,gold,per_100,2-3 AP,priced,2,3,ap,each,15-25 OJ,priced,15,25,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
216,Orange,Orange,orange,known,2.5-3g/k,priced,2.5,3,gold,per_1000,40-45/k AP,unparsed,,,,,166-333 OJ/k,priced,166,333,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
217,Orange Juice,Orange Juice,orange juice,known,7-10g/k,priced,7,10,gold,per_1000,110-155 AP/k,priced,110,155,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
218,Over The Moon (meal),Over the Moon,over the moon,known,20-25g/100,priced,20,25,gold,per_100,3-4 AP,priced,3,4,ap,each,25-30 OJ,priced,25,30,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
219,Peach,Peach,peach,known,25-30g/k,priced,25,30,gold,per_1000,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
220,Peach Juice,Peach Juice,peach juice,known,50-100g/k,priced,50,100,gold,per_1000,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
221,Peas,Peas,peas,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,25-40 OJ/k,priced,25,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
222,Peppers,Peppers,peppers,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,25-40 OJ/k,priced,25,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
223,Perfect Paint Palette,Perfect Paint Palette,perfect paint palette,known,20-30g,priced,20,30,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
224,Piece 01,Piece 01,piece 01,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
225,Piece 03,Piece 03,piece 03,known,15-25g,priced,15,25,gold,each,230-385 AP,priced,230,385,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
226,Piece 04,Piece 04,piece 04,known,150-250g,priced,150,250,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
227,Piece 09,Piece 09,piece 09,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
228,Piece 11,Piece 11,piece 11,known,25-35g,priced,25,35,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
229,Piece 15,Piece 15,piece 15,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
230,Piece 18,Piece 18,piece 18,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
231,Piece 22,Piece 22,piece 22,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
232,Piece 23,Piece 23,piece 23,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
233,Piece 24,Piece 24,piece 24,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
234,Piece 26,Piece 26,piece 26,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
235,Piece 30,Piece 30,piece 30,known,400-500g/k,priced,400,500,gold,per_1000,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
236,Pillow Case 01,Pillow Case 01,pillow case 01,known,700-750g,priced,700,750,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
237,Pirate Bandana,Pirate Bandana,pirate bandana,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
238,Pirate Flag,Pirate Flag,pirate flag,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
239,Pot of Gold (Large),Pot of Gold (Large),pot of gold (large),known,50-55g,priced,50,55,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
240,Pot of Gold (Medium),Pot of Gold (Medium),pot of gold (medium),known,30g,priced,30,30,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
241,Pot of Gold (Small),Pot of Gold (Small),pot of gold (small),known,15g,priced,15,15,gold,each,230 AP,priced,230,230,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
242,Potato,Potato,potato,known,×,not_listed,,,,,5-10 AP/k,priced,5,10,ap,per_1000,40-80 OJ/k,priced,40,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
243,Prancer,Prancer,prancer,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
244,Prism Shell,Prism Shell,prism shell,known,20-25g,priced,20,25,gold,each,310-385 AP,priced,310,385,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
245,Protein Bar,Protein Bar,protein bar,known,10-15g,priced,10,15,gold,each,155-230 AP,priced,155,230,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
246,Purple Dye,Purple Dye,purple dye,known,×,not_listed,,,,,15 AP/k,priced,15,15,ap,per_1000,115 OJ/k,priced,115,115,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
247,Purple Flower,Purple Flower,purple flower,known,×,not_listed,,,,,4-7 AP/k,priced,4,7,ap,per_1000,30-55 OJ/k,priced,30,55,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
248,Purple Parchment,Purple Parchment,purple parchment,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,20-50 OJ/k,priced,20,50,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
249,Quandary Chowder (meal),Quandary Chowder,quandary chowder,known,30-40g/100,priced,30,40,gold,per_100,4.5-6 AP,priced,4.5,6,ap,each,35-45 OJ,priced,35,45,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
250,Radish,Radish,radish,known,×,not_listed,,,,,15-20 AP/k,priced,15,20,ap,per_1000,115-155 OJ/k,priced,115,155,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
251,Ramjoram's Mask,Ramjoram's Mask,ramjoram's mask,known,15-25g,priced,15,25,gold,each,230-385 AP,priced,230,385,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
252,Red Dye,Red Dye,red dye,known,×,not_listed,,,,,8-10 AP/k,priced,8,10,ap,per_1000,65-80 OJ/k,priced,65,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
253,Red Envelope,Red Envelope,red envelope,known,20g/k,priced,20,20,gold,per_1000,310 AP/k,priced,310,310,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
254,Refined Corn Quartz,Refined Corn Quartz,refined corn quartz,known,20-30g,priced,20,30,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
255,Rope,Rope,rope,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
256,Rosalie's Beach Tote,Rosalie's Beach Tote,rosalie's beach tote,known,150-175g,priced,150,175,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
257,Rudolph,Rudolph,rudolph,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
258,Safety Goggles,Safety Goggles,safety goggles,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
259,Sappy Christmas Card,Sappy Christmas Card,sappy christmas card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
260,Scrap Metal,Scrap Metal,scrap metal,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
261,Scrap Wire,Scrap Wire,scrap wire,known,×,not_listed,,,,,1-2 AP/k,priced,1,2,ap,per_1000,10-15 OJ/k,priced,10,15,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
262,Sea Pincher Special (meal),Sea Pincher Special,sea pincher special,known,30-35g/100,priced,30,35,gold,per_100,4.5-5.5 AP,priced,4.5,5.5,ap,each,35-45 OJ,priced,35,45,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
263,Shimmer Stone,Shimmer Stone,shimmer stone,known,×,not_listed,,,,,1-2 AP/k,priced,1,2,ap,per_1000,10-15 OJ/k,priced,10,15,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
264,Shiny Beetle,Shiny Beetle,shiny beetle,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,20-40 OJ/k,priced,20,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
265,Shiny Present,Shiny Present,shiny present,known,60-75g,priced,60,75,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
266,Shovel,Shovel,shovel,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,20-40 OJ/k,priced,20,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
267,Shrimp,Shrimp,shrimp,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
268,Shrimp-a-Plenty (meal),Shrimp-a-Plenty,shrimp-a-plenty,known,30-35g/100,priced,30,35,gold,per_100,4.5-5.5 AP,priced,4.5,5.5,ap,each,35-45 OJ,priced,35,45,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
269,Skipjack,Skipjack,skipjack,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
270,Slimestone,Slimestone,slimestone,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
271,Small Prawn,Small Prawn,small prawn,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
272,Snail,Snail,snail,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,25-40 OJ/k,priced,25,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
273,Snowball,Snowball,snowball,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
274,Spades,Spades,spades,known,4-5g,priced,4,5,gold,each,60-75 AP,priced,60,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
275,Spider,Spider,spider,known,×,not_listed,,,,,30-50 AP/k,priced,30,50,ap,per_1000,235-390 OJ/k,priced,235,390,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
276,Spooky Cookies,Spooky Cookies,spooky cookies,known,5-10g,priced,5,10,gold,each,75-155 AP,priced,75,155,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
277,Spooky Pie,Spooky Pie,spooky pie,known,30-40g,priced,30,40,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
278,Spring Basket 01,Spring Basket 01,spring basket 01,known,30-35g,priced,30,35,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
279,Spring Basket 02,Spring Basket 02,spring basket 02,known,275-325g,priced,275,325,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
280,Spring Basket 03,Spring Basket 03,spring basket 03,known,270-300g,priced,270,300,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
281,Stack of Cards,Stack of Cards,stack of cards,known,35-40g,priced,35,40,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
282,Stingray,Stingray,stingray,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
283,Stone,Stone,stone,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,5-10 OJ/k,priced,5,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
284,Summer Basket,Summer Basket,summer basket,known,35-50g,priced,35,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
285,Supply Voucher,Supply Voucher,supply voucher,known,110-125g,priced,110,125,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
286,Support's Ticket,Support's Ticket,support's ticket,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
287,Tenfoo's Lost Sock,Tenfoo's Lost Sock,tenfoo's lost sock,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
288,Thank You Card,Thank You Card,thank you card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
289,Thomas's Tavern Tote,Thomas's Tavern Tote,thomas's tavern tote,known,300-350g,priced,300,350,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
290,Tomato,Tomato,tomato,known,×,not_listed,,,,,30-40 AP/k,priced,30,40,ap,per_1000,235-315 OJ/k,priced,235,315,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
291,Traveler's Bag 01,Traveler's Bag 01,traveler's bag 01,known,680-725g,priced,680,725,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
292,Treat Bag 02,Treat Bag 02,treat bag 02,known,×,not_listed,,,,,30-40 AP/k,priced,30,40,ap,per_1000,235-315 OJ/k,priced,235,315,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
293,Treat Bag 04,Treat Bag 04,treat bag 04,known,40-45g,priced,40,45,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
294,Treat Bag 05,Treat Bag 05,treat bag 05,known,60-70g,priced,60,70,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
295,Treat Bag 06,Treat Bag 06,treat bag 06,known,575-650g,priced,575,650,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
296,Trout,Trout,trout,known,×,not_listed,,,,,×,not_listed,,,,,5 OJ/k,priced,5,5,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
297,Twine,Twine,twine,known,×,not_listed,,,,,2 AP/k,priced,2,2,ap,per_1000,15 OJ/k,priced,15,15,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
298,Unpolished Shimmer Stone,Unpolished Shimmer Stone,unpolished shimmer stone,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
299,Valentines Card,Valentines Card,valentines card,known,×,not_listed,,,,,10 AP,priced,10,10,ap,each,80 OJ,priced,80,80,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
300,Veggie Juice,Veggie Juice,veggie juice,known,5-10g/k,priced,5,10,gold,per_1000,75-155 AP/k,priced,75,155,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
301,Vixen,Vixen,vixen,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
302,Void Bag 01,Void Bag 01,void bag 01,known,0.25-0.30g,priced,0.25,0.3,gold,each,4-5 AP,priced,4,5,ap,each,30-40 OJ,priced,30,40,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
303,We Know Card,We Know Card,we know card,known,"500-1,000g",unparsed,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
304,Welcome Card,Welcome Card,welcome card,known,Country Store,country_store,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
305,Winter Basket,Winter Basket,winter basket,known,30-50g,priced,30,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
306,Wood,Wood,wood,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
307,Wooden Box,Wooden Box,wooden box,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
308,Wooden Button,Wooden Button,wooden button,known,×,not_listed,,,,,2-4 AP/k,priced,2,4,ap,per_1000,15-30 OJ/k,priced,15,30,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
309,Wooden Table,Wooden Table,wooden table,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,25-40 OJ/k,priced,25,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
310,Worms,Worms,worms,known,Country Store,country_store,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
311,Yarn,Yarn,yarn,known,×,not_listed,,,,,2-4 AP/k,priced,2,4,ap,per_1000,15-30 OJ/k,priced,15,30,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
312,Yellow Perch,Yellow Perch,yellow perch,known,×,not_listed,,,,,×,not_listed,,,,,5 OJ/k,priced,5,5,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
313,You Rock Card,You Rock Card,you rock card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
