item_name,canonical_key,buddy_url,page_data_url,cache_file_name,http_status,source_status,recipes,used_in_recipes,drop_rates,pet_sources,openable_contents,openable_sources,wishing_well_outputs,wishing_well_inputs,quest_rows,unknown_detected_sections,flags,warnings
Goldjack,goldjack,https://buddy.farm/i/goldjack/,https://buddy.farm/page-data/i/goldjack/page-data.json,goldjack__goldjack.json,200,sources_present,0,0,2,0,0,1,3,3,8,,,
Goldray,goldray,https://buddy.farm/i/goldray/,https://buddy.farm/page-data/i/goldray/page-data.json,goldray__goldray.json,200,sources_present,0,0,2,0,0,1,3,2,10,,,
Good Luck Card,good luck card,https://buddy.farm/i/good-luck-card/,https://buddy.farm/page-data/i/good-luck-card/page-data.json,good-luck-card__good-luck-card.json,200,sources_present,0,0,0,0,0,0,0,0,8,,,
Goostav Bobblehead,goostav bobblehead,https://buddy.farm/i/goostav-bobblehead/,https://buddy.farm/page-data/i/goostav-bobblehead/page-data.json,goostav-bobblehead__goostav-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Gouda,gouda,https://buddy.farm/i/gouda/,https://buddy.farm/page-data/i/gouda/page-data.json,gouda__gouda.json,200,sources_present,0,0,0,0,0,0,3,2,5,,,
Grab Bag 01,grab bag 01,https://buddy.farm/i/grab-bag-01/,https://buddy.farm/page-data/i/grab-bag-01/page-data.json,grab-bag-01__grab-bag-01.json,200,sources_present,0,0,4,0,7,0,0,0,35,,,
Grab Bag 02,grab bag 02,https://buddy.farm/i/grab-bag-02/,https://buddy.farm/page-data/i/grab-bag-02/page-data.json,grab-bag-02__grab-bag-02.json,200,sources_present,0,0,4,0,9,0,0,1,32,,,
Grab Bag 03,grab bag 03,https://buddy.farm/i/grab-bag-03/,https://buddy.farm/page-data/i/grab-bag-03/page-data.json,grab-bag-03__grab-bag-03.json,200,sources_present,0,0,0,0,8,0,0,0,35,,,
Grab Bag 04,grab bag 04,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,grab-bag-04__grab-bag-04.json,200,sources_present,0,0,0,2,10,1,0,0,22,,,
Grab Bag 05,grab bag 05,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,grab-bag-05__grab-bag-05.json,200,sources_present,0,0,0,2,10,1,0,0,21,,,
Grab Bag 06,grab bag 06,https://buddy.farm/i/grab-bag-06/,https://buddy.farm/page-data/i/grab-bag-06/page-data.json,grab-bag-06__grab-bag-06.json,200,sources_present,0,0,0,0,8,0,0,0,33,,,
Grab Bag 07,grab bag 07,https://buddy.farm/i/grab-bag-07/,https://buddy.farm/page-data/i/grab-bag-07/page-data.json,grab-bag-07__grab-bag-07.json,200,sources_present,0,0,0,1,12,0,0,1,85,,,
Grab Bag 08,grab bag 08,https://buddy.farm/i/grab-bag-08/,https://buddy.farm/page-data/i/grab-bag-08/page-data.json,grab-bag-08__grab-bag-08.json,200,sources_present,0,0,4,0,4,1,0,0,33,,,
Grand Piano,grand piano,https://buddy.farm/i/grand-piano/,https://buddy.farm/page-data/i/grand-piano/page-data.json,grand-piano__grand-piano.json,200,sources_present,1,0,0,0,0,0,0,0,3,,,
Grape Juice,grape juice,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,grape-juice__grape-juice.json,200,sources_present,1,1,0,1,0,12,0,0,98,,,
Grapes,grapes,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,grapes__grapes.json,200,sources_present,0,4,0,1,0,5,0,0,34,,,
Grasshopper,grasshopper,https://buddy.farm/i/grasshopper/,https://buddy.farm/page-data/i/grasshopper/page-data.json,grasshopper__grasshopper.json,200,sources_present,0,0,0,1,0,1,2,0,11,,,
Gravy Boat,gravy boat,https://buddy.farm/i/gravy-boat/,https://buddy.farm/page-data/i/gravy-boat/page-data.json,gravy-boat__gravy-boat.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Green Apple,green apple,https://buddy.farm/i/green-apple/,https://buddy.farm/page-data/i/green-apple/page-data.json,green-apple__green-apple.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Green Backpack,green backpack,https://buddy.farm/i/green-backpack/,https://buddy.farm/page-data/i/green-backpack/page-data.json,green-backpack__green-backpack.json,200,sources_blank,0,0,0,0,7,0,0,0,0,,,
Green Barracuda,green barracuda,https://buddy.farm/i/green-barracuda/,https://buddy.farm/page-data/i/green-barracuda/page-data.json,green-barracuda__green-barracuda.json,200,sources_present,0,0,4,0,0,0,0,0,4,,,
Green Butterfly,green butterfly,https://buddy.farm/i/green-butterfly/,https://buddy.farm/page-data/i/green-butterfly/page-data.json,green-butterfly__green-butterfly.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Green Chromis,green chromis,https://buddy.farm/i/green-chromis/,https://buddy.farm/page-data/i/green-chromis/page-data.json,green-chromis__green-chromis.json,200,sources_present,0,0,4,1,0,0,0,0,10,,,
Green Cloak,green cloak,https://buddy.farm/i/green-cloak/,https://buddy.farm/page-data/i/green-cloak/page-data.json,green-cloak__green-cloak.json,200,sources_present,1,0,0,2,0,1,0,0,42,,,
Green Diary,green diary,https://buddy.farm/i/green-diary/,https://buddy.farm/page-data/i/green-diary/page-data.json,green-diary__green-diary.json,200,sources_present,1,0,0,0,0,0,0,0,28,,,
Green Dye,green dye,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,200,sources_present,1,11,0,1,0,0,0,0,28,,,
Green Halite,green halite,https://buddy.farm/i/green-halite/,https://buddy.farm/page-data/i/green-halite/page-data.json,green-halite__green-halite.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Green Jellyfish,green jellyfish,https://buddy.farm/i/green-jellyfish/,https://buddy.farm/page-data/i/green-jellyfish/page-data.json,green-jellyfish__green-jellyfish.json,200,sources_present,0,0,4,1,0,0,0,1,17,,,
Green Ornament,green ornament,https://buddy.farm/i/green-ornament/,https://buddy.farm/page-data/i/green-ornament/page-data.json,green-ornament__green-ornament.json,200,sources_present,0,0,4,0,0,0,0,0,7,,,
Green Parchment,green parchment,https://buddy.farm/i/green-parchment/,https://buddy.farm/page-data/i/green-parchment/page-data.json,green-parchment__green-parchment.json,200,sources_present,1,1,0,0,0,0,0,0,6,,,
Green Rubee,green rubee,https://buddy.farm/i/green-rubee/,https://buddy.farm/page-data/i/green-rubee/page-data.json,green-rubee__green-rubee.json,200,sources_present,0,0,0,1,0,0,0,0,4,,,
Green Scarf,green scarf,https://buddy.farm/i/green-scarf/,https://buddy.farm/page-data/i/green-scarf/page-data.json,green-scarf__green-scarf.json,200,sources_present,1,0,0,0,0,0,0,0,35,,,
Green Shield,green shield,https://buddy.farm/i/green-shield/,https://buddy.farm/page-data/i/green-shield/page-data.json,green-shield__green-shield.json,,uncertain,0,0,0,0,0,0,0,0,0,,terminal_or_non_success_evidence; missing_item_payload,Evidence HTTP status is unknown; source facts were not parsed.; No FarmRPG item payload was found in the cached Buddy page data.
Green Shirt,green shirt,https://buddy.farm/i/green-shirt/,https://buddy.farm/page-data/i/green-shirt/page-data.json,green-shirt__green-shirt.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Green Top Hat,green top hat,https://buddy.farm/i/green-top-hat/,https://buddy.farm/page-data/i/green-top-hat/page-data.json,green-top-hat__green-top-hat.json,200,sources_present,0,0,0,0,0,0,0,0,18,,,
Green Torpedo,green torpedo,https://buddy.farm/i/green-torpedo/,https://buddy.farm/page-data/i/green-torpedo/page-data.json,green-torpedo__green-torpedo.json,200,sources_present,0,0,0,0,0,2,0,0,1,,,
Green Twine,green twine,https://buddy.farm/i/green-twine/,https://buddy.farm/page-data/i/green-twine/page-data.json,green-twine__green-twine.json,200,sources_present,1,2,0,0,0,0,0,0,5,,,
Groundhog Buddy Doll,groundhog buddy doll,https://buddy.farm/i/groundhog-buddy-doll/,https://buddy.farm/page-data/i/groundhog-buddy-doll/page-data.json,groundhog-buddy-doll__groundhog-buddy-doll.json,200,sources_blank,0,0,0,0,0,1,0,0,0,,,
Growth Medallion I,growth medallion i,https://buddy.farm/i/growth-medallion-i/,https://buddy.farm/page-data/i/growth-medallion-i/page-data.json,growth-medallion-i__growth-medallion-i.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Growth Medallion II,growth medallion ii,https://buddy.farm/i/growth-medallion-ii/,https://buddy.farm/page-data/i/growth-medallion-ii/page-data.json,growth-medallion-ii__growth-medallion-ii.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Grubs,grubs,https://buddy.farm/i/grubs/,https://buddy.farm/page-data/i/grubs/page-data.json,grubs__grubs.json,200,sources_present,0,1,0,0,0,2,0,0,18,,,
Gummy Globber,gummy globber,https://buddy.farm/i/gummy-globber/,https://buddy.farm/page-data/i/gummy-globber/page-data.json,gummy-globber__gummy-globber.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Gummy Worms,gummy worms,https://buddy.farm/i/gummy-worms/,https://buddy.farm/page-data/i/gummy-worms/page-data.json,gummy-worms__gummy-worms.json,200,sources_present,0,0,0,0,0,6,0,0,15,,,
Hammer,hammer,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,200,sources_present,1,9,0,1,0,1,0,0,34,,,
Handsaw,handsaw,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,200,sources_present,1,4,0,0,0,0,0,0,0,,,
Happy Cookies,happy cookies,https://buddy.farm/i/happy-cookies/,https://buddy.farm/page-data/i/happy-cookies/page-data.json,happy-cookies__happy-cookies.json,200,sources_present,0,0,0,0,0,5,0,0,58,,,
Happy Farmiversary Card,happy farmiversary card,https://buddy.farm/i/happy-farmiversary-card/,https://buddy.farm/page-data/i/happy-farmiversary-card/page-data.json,happy-farmiversary-card__happy-farmiversary-card.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Happy Halloween Card,happy halloween card,https://buddy.farm/i/happy-halloween-card/,https://buddy.farm/page-data/i/happy-halloween-card/page-data.json,happy-halloween-card__happy-halloween-card.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Harpoon,harpoon,https://buddy.farm/i/harpoon/,https://buddy.farm/page-data/i/harpoon/page-data.json,harpoon__harpoon.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Harvest Bundle 01,harvest bundle 01,https://buddy.farm/i/harvest-bundle-01/,https://buddy.farm/page-data/i/harvest-bundle-01/page-data.json,harvest-bundle-01__harvest-bundle-01.json,200,sources_blank,0,0,0,0,8,1,0,0,0,,,
Headdress of Luna,headdress of luna,https://buddy.farm/i/headdress-of-luna/,https://buddy.farm/page-data/i/headdress-of-luna/page-data.json,headdress-of-luna__headdress-of-luna.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Heart Candies,heart candies,https://buddy.farm/i/heart-candies/,https://buddy.farm/page-data/i/heart-candies/page-data.json,heart-candies__heart-candies.json,200,sources_present,0,0,0,0,0,2,0,0,1,,,
Heart Container,heart container,https://buddy.farm/i/heart-container/,https://buddy.farm/page-data/i/heart-container/page-data.json,heart-container__heart-container.json,200,sources_present,1,0,0,0,0,1,0,0,13,,,
Heart Necklace,heart necklace,https://buddy.farm/i/heart-necklace/,https://buddy.farm/page-data/i/heart-necklace/page-data.json,heart-necklace__heart-necklace.json,200,sources_present,0,0,0,0,0,0,0,0,15,,,
Heart Necklace Left Piece,heart necklace left piece,https://buddy.farm/i/heart-necklace-left-piece/,https://buddy.farm/page-data/i/heart-necklace-left-piece/page-data.json,heart-necklace-left-piece__heart-necklace-left-piece.json,200,sources_present,0,0,4,0,0,0,0,0,2,,,
Heart Necklace Right Piece,heart necklace right piece,https://buddy.farm/i/heart-necklace-right-piece/,https://buddy.farm/page-data/i/heart-necklace-right-piece/page-data.json,heart-necklace-right-piece__heart-necklace-right-piece.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Heart-shaped Box 01,heart shaped box 01,https://buddy.farm/i/heart-shaped-box-01/,https://buddy.farm/page-data/i/heart-shaped-box-01/page-data.json,heart-shaped-box-01__heart-shaped-box-01.json,200,sources_blank,0,0,0,0,7,3,0,0,0,,,
Heart-shaped Box 02,heart shaped box 02,https://buddy.farm/i/heart-shaped-box-02/,https://buddy.farm/page-data/i/heart-shaped-box-02/page-data.json,heart-shaped-box-02__heart-shaped-box-02.json,200,sources_blank,0,0,0,0,7,2,0,0,0,,,
Heart-shaped Box 03,heart shaped box 03,https://buddy.farm/i/heart-shaped-box-03/,https://buddy.farm/page-data/i/heart-shaped-box-03/page-data.json,heart-shaped-box-03__heart-shaped-box-03.json,200,sources_blank,0,0,0,0,11,1,0,0,0,,,
Heart-shaped Gem,heart shaped gem,https://buddy.farm/i/heart-shaped-gem/,https://buddy.farm/page-data/i/heart-shaped-gem/page-data.json,heart-shaped-gem__heart-shaped-gem.json,200,sources_present,0,0,0,0,0,3,0,0,7,,,
Hearts,hearts,https://buddy.farm/i/hearts/,https://buddy.farm/page-data/i/hearts/page-data.json,hearts__hearts.json,200,sources_present,0,0,0,0,0,3,0,0,58,,,
Hensods's Bonsai,hensods s bonsai,https://buddy.farm/i/hensods-s-bonsai/,https://buddy.farm/page-data/i/hensods-s-bonsai/page-data.json,hensods-s-bonsai__hensods-s-bonsai.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Herbs,herbs,https://buddy.farm/i/herbs/,https://buddy.farm/page-data/i/herbs/page-data.json,herbs__herbs.json,200,sources_present,0,4,4,3,0,1,6,0,29,,,
Hessian's Axe,hessian s axe,https://buddy.farm/i/hessian-s-axe/,https://buddy.farm/page-data/i/hessian-s-axe/page-data.json,hessian-s-axe__hessian-s-axe.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Hickory Omelette,hickory omelette,https://buddy.farm/i/hickory-omelette/,https://buddy.farm/page-data/i/hickory-omelette/page-data.json,hickory-omelette__hickory-omelette.json,200,sources_present,1,0,0,0,0,1,0,0,27,,,
Hide,hide,https://buddy.farm/i/hide/,https://buddy.farm/page-data/i/hide/page-data.json,hide__hide.json,200,sources_present,0,3,4,1,0,0,0,0,11,,,
Hockey Mask,hockey mask,https://buddy.farm/i/hockey-mask/,https://buddy.farm/page-data/i/hockey-mask/page-data.json,hockey-mask__hockey-mask.json,200,sources_present,0,0,4,0,0,0,0,0,12,,,
Holger Bobblehead,holger bobblehead,https://buddy.farm/i/holger-bobblehead/,https://buddy.farm/page-data/i/holger-bobblehead/page-data.json,holger-bobblehead__holger-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Holger's Lunch Box,holger s lunch box,https://buddy.farm/i/holger-s-lunch-box/,https://buddy.farm/page-data/i/holger-s-lunch-box/page-data.json,holger-s-lunch-box__holger-s-lunch-box.json,200,sources_blank,0,0,0,0,7,3,0,0,0,,,
Holger's Mushroom Stew,holger s mushroom stew,https://buddy.farm/i/holger-s-mushroom-stew/,https://buddy.farm/page-data/i/holger-s-mushroom-stew/page-data.json,holger-s-mushroom-stew__holger-s-mushroom-stew.json,200,sources_present,0,0,0,0,0,0,0,0,0,,,
Holiday Cake,holiday cake,https://buddy.farm/i/holiday-cake/,https://buddy.farm/page-data/i/holiday-cake/page-data.json,holiday-cake__holiday-cake.json,200,sources_present,0,0,0,0,0,2,0,0,5,,,
Holiday Candles,holiday candles,https://buddy.farm/i/holiday-candles/,https://buddy.farm/page-data/i/holiday-candles/page-data.json,holiday-candles__holiday-candles.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Holiday Cheer Bundle 01,holiday cheer bundle 01,https://buddy.farm/i/holiday-cheer-bundle-01/,https://buddy.farm/page-data/i/holiday-cheer-bundle-01/page-data.json,holiday-cheer-bundle-01__holiday-cheer-bundle-01.json,200,sources_blank,0,0,0,0,12,1,0,0,0,,,
Holiday Garland,holiday garland,https://buddy.farm/i/holiday-garland/,https://buddy.farm/page-data/i/holiday-garland/page-data.json,holiday-garland__holiday-garland.json,200,sources_present,0,0,0,0,0,2,0,0,1,,,
Holiday Wreath,holiday wreath,https://buddy.farm/i/holiday-wreath/,https://buddy.farm/page-data/i/holiday-wreath/page-data.json,holiday-wreath__holiday-wreath.json,200,sources_present,0,0,0,0,0,0,0,1,14,,,
Honey,honey,https://buddy.farm/i/honey/,https://buddy.farm/page-data/i/honey/page-data.json,honey__honey.json,200,sources_present,0,1,0,2,0,1,0,1,77,,,
Honeycomb,honeycomb,https://buddy.farm/i/honeycomb/,https://buddy.farm/page-data/i/honeycomb/page-data.json,honeycomb__honeycomb.json,200,sources_present,0,0,0,0,0,0,0,0,9,,,
Honeysuckle,honeysuckle,https://buddy.farm/i/honeysuckle/,https://buddy.farm/page-data/i/honeysuckle/page-data.json,honeysuckle__honeysuckle.json,200,sources_present,0,0,0,1,0,0,0,0,4,,,
Hops,hops,https://buddy.farm/i/hops/,https://buddy.farm/page-data/i/hops/page-data.json,hops__hops.json,200,sources_present,0,0,2,3,0,2,0,0,115,,,
Hops Seeds,hops seeds,https://buddy.farm/i/hops-seeds/,https://buddy.farm/page-data/i/hops-seeds/page-data.json,hops-seeds__hops-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,102,,,
Horn,horn,https://buddy.farm/i/horn/,https://buddy.farm/page-data/i/horn/page-data.json,horn__horn.json,200,sources_present,0,3,4,1,0,1,0,1,9,,,
Horn Canteen,horn canteen,https://buddy.farm/i/horn-canteen/,https://buddy.farm/page-data/i/horn-canteen/page-data.json,horn-canteen__horn-canteen.json,200,sources_present,1,1,0,0,0,0,0,0,24,,,
Horned Beetle,horned beetle,https://buddy.farm/i/horned-beetle/,https://buddy.farm/page-data/i/horned-beetle/page-data.json,horned-beetle__horned-beetle.json,200,sources_present,0,0,4,1,0,1,4,4,15,,,
Horseman's Belt,horseman s belt,https://buddy.farm/i/horseman-s-belt/,https://buddy.farm/page-data/i/horseman-s-belt/page-data.json,horseman-s-belt__horseman-s-belt.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Horseshoe,horseshoe,https://buddy.farm/i/horseshoe/,https://buddy.farm/page-data/i/horseshoe/page-data.json,horseshoe__horseshoe.json,200,sources_present,1,0,0,1,0,0,0,0,14,,,
Hot Cocoa,hot cocoa,https://buddy.farm/i/hot-cocoa/,https://buddy.farm/page-data/i/hot-cocoa/page-data.json,hot-cocoa__hot-cocoa.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Hot Potato,hot potato,https://buddy.farm/i/hot-potato/,https://buddy.farm/page-data/i/hot-potato/page-data.json,hot-potato__hot-potato.json,200,sources_present,0,0,2,0,0,0,0,0,12,,,
Hotdog Buddy Doll,hotdog buddy doll,https://buddy.farm/i/hotdog-buddy-doll/,https://buddy.farm/page-data/i/hotdog-buddy-doll/page-data.json,hotdog-buddy-doll__hotdog-buddy-doll.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Hourglass,hourglass,https://buddy.farm/i/hourglass/,https://buddy.farm/page-data/i/hourglass/page-data.json,hourglass__hourglass.json,200,sources_present,1,0,0,0,0,0,0,0,7,,,
Hummingbird Feeder,hummingbird feeder,https://buddy.farm/i/hummingbird-feeder/,https://buddy.farm/page-data/i/hummingbird-feeder/page-data.json,hummingbird-feeder__hummingbird-feeder.json,200,sources_present,0,0,0,0,0,2,1,0,2,,,
Ice Scraper,ice scraper,https://buddy.farm/i/ice-scraper/,https://buddy.farm/page-data/i/ice-scraper/page-data.json,ice-scraper__ice-scraper.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Ice Shark,ice shark,https://buddy.farm/i/ice-shark/,https://buddy.farm/page-data/i/ice-shark/page-data.json,ice-shark__ice-shark.json,200,sources_present,0,0,4,0,0,0,0,0,4,,,
Iced Tea,iced tea,https://buddy.farm/i/iced-tea/,https://buddy.farm/page-data/i/iced-tea/page-data.json,iced-tea__iced-tea.json,200,sources_present,1,1,0,1,0,2,0,1,48,,,
Inferno Pepper,inferno pepper,https://buddy.farm/i/inferno-pepper/,https://buddy.farm/page-data/i/inferno-pepper/page-data.json,inferno-pepper__inferno-pepper.json,200,sources_present,0,0,0,0,0,0,0,0,10,,,
Inferno Ring,inferno ring,https://buddy.farm/i/inferno-ring/,https://buddy.farm/page-data/i/inferno-ring/page-data.json,inferno-ring__inferno-ring.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Inferno Sphere,inferno sphere,https://buddy.farm/i/inferno-sphere/,https://buddy.farm/page-data/i/inferno-sphere/page-data.json,inferno-sphere__inferno-sphere.json,200,sources_present,1,0,0,1,0,0,0,0,3,,,
Iron,iron,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,200,sources_present,0,30,6,1,0,1,0,0,32,,,
Iron Cup,iron cup,https://buddy.farm/i/iron-cup/,https://buddy.farm/page-data/i/iron-cup/page-data.json,iron-cup__iron-cup.json,200,sources_present,1,0,0,1,0,0,0,0,25,,,
Iron Ring,iron ring,https://buddy.farm/i/iron-ring/,https://buddy.farm/page-data/i/iron-ring/page-data.json,iron-ring__iron-ring.json,200,sources_present,1,26,0,1,0,1,0,0,16,,,
Jack-o-key,jack o key,https://buddy.farm/i/jack-o-key/,https://buddy.farm/page-data/i/jack-o-key/page-data.json,jack-o-key__jack-o-key.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Jack-o-lantern,jack o lantern,https://buddy.farm/i/jack-o-lantern/,https://buddy.farm/page-data/i/jack-o-lantern/page-data.json,jack-o-lantern__jack-o-lantern.json,200,sources_present,0,0,4,0,0,3,3,1,34,,,
Jade,jade,https://buddy.farm/i/jade/,https://buddy.farm/page-data/i/jade/page-data.json,jade__jade.json,200,sources_present,1,3,0,2,0,2,4,0,9,,,
Jade Charm,jade charm,https://buddy.farm/i/jade-charm/,https://buddy.farm/page-data/i/jade-charm/page-data.json,jade-charm__jade-charm.json,200,sources_present,1,0,0,0,0,0,0,0,17,,,
Jadeite,jadeite,https://buddy.farm/i/jadeite/,https://buddy.farm/page-data/i/jadeite/page-data.json,jadeite__jadeite.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Jar of Pickles,jar of pickles,https://buddy.farm/i/jar-of-pickles/,https://buddy.farm/page-data/i/jar-of-pickles/page-data.json,jar-of-pickles__jar-of-pickles.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Jellyfish,jellyfish,https://buddy.farm/i/jellyfish/,https://buddy.farm/page-data/i/jellyfish/page-data.json,jellyfish__jellyfish.json,200,sources_present,0,0,8,0,0,1,0,0,13,,,
Jester Buddy Doll,jester buddy doll,https://buddy.farm/i/jester-buddy-doll/,https://buddy.farm/page-data/i/jester-buddy-doll/page-data.json,jester-buddy-doll__jester-buddy-doll.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Jill Bobblehead,jill bobblehead,https://buddy.farm/i/jill-bobblehead/,https://buddy.farm/page-data/i/jill-bobblehead/page-data.json,jill-bobblehead__jill-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Jill's Quandary Chowder,jill s quandary chowder,https://buddy.farm/i/jill-s-quandary-chowder/,https://buddy.farm/page-data/i/jill-s-quandary-chowder/page-data.json,jill-s-quandary-chowder__jill-s-quandary-chowder.json,200,sources_present,0,0,0,0,0,0,0,0,0,,,
Joker,joker,https://buddy.farm/i/joker/,https://buddy.farm/page-data/i/joker/page-data.json,joker__joker.json,200,sources_present,0,0,0,0,0,2,0,0,27,,,
Jumbo Fish,jumbo fish,https://buddy.farm/i/jumbo-fish/,https://buddy.farm/page-data/i/jumbo-fish/page-data.json,jumbo-fish__jumbo-fish.json,200,sources_present,0,0,4,0,0,0,0,0,3,,,
Keeper Trapper,keeper trapper,https://buddy.farm/i/keeper-trapper/,https://buddy.farm/page-data/i/keeper-trapper/page-data.json,keeper-trapper__keeper-trapper.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Keyglobe,keyglobe,https://buddy.farm/i/keyglobe/,https://buddy.farm/page-data/i/keyglobe/page-data.json,keyglobe__keyglobe.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Kill Switch,kill switch,https://buddy.farm/i/kill-switch/,https://buddy.farm/page-data/i/kill-switch/page-data.json,kill-switch__kill-switch.json,200,sources_present,1,1,0,0,0,0,0,0,8,,,
King Apple,king apple,https://buddy.farm/i/king-apple/,https://buddy.farm/page-data/i/king-apple/page-data.json,king-apple__king-apple.json,200,sources_present,0,0,0,0,0,0,0,0,10,,,
King Cake,king cake,https://buddy.farm/i/king-cake/,https://buddy.farm/page-data/i/king-cake/page-data.json,king-cake__king-cake.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Kite Kite,kite kite,https://buddy.farm/i/kite-kite/,https://buddy.farm/page-data/i/kite-kite/page-data.json,kite-kite__kite-kite.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Krampus Buddy Doll,krampus buddy doll,https://buddy.farm/i/krampus-buddy-doll/,https://buddy.farm/page-data/i/krampus-buddy-doll/page-data.json,krampus-buddy-doll__krampus-buddy-doll.json,200,sources_blank,0,0,0,0,0,1,0,0,0,,,
Labubuddy Doll,labubuddy doll,https://buddy.farm/i/labubuddy-doll/,https://buddy.farm/page-data/i/labubuddy-doll/page-data.json,labubuddy-doll__labubuddy-doll.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Ladder,ladder,https://buddy.farm/i/ladder/,https://buddy.farm/page-data/i/ladder/page-data.json,ladder__ladder.json,200,sources_present,1,2,0,1,0,0,0,0,13,,,
Langstaff Crest,langstaff crest,https://buddy.farm/i/langstaff-crest/,https://buddy.farm/page-data/i/langstaff-crest/page-data.json,langstaff-crest__langstaff-crest.json,200,sources_present,0,0,4,0,0,0,0,0,11,,,
Lantern,lantern,https://buddy.farm/i/lantern/,https://buddy.farm/page-data/i/lantern/page-data.json,lantern__lantern.json,200,sources_present,1,1,0,1,0,0,0,0,17,,,
Lapis Lazuli,lapis lazuli,https://buddy.farm/i/lapis-lazuli/,https://buddy.farm/page-data/i/lapis-lazuli/page-data.json,lapis-lazuli__lapis-lazuli.json,200,sources_present,0,1,0,0,0,0,0,0,0,,,
Large Chest 01,large chest 01,https://buddy.farm/i/large-chest-01/,https://buddy.farm/page-data/i/large-chest-01/page-data.json,large-chest-01__large-chest-01.json,200,sources_present,0,0,4,1,6,1,3,0,59,,,
Large Chest 02,large chest 02,https://buddy.farm/i/large-chest-02/,https://buddy.farm/page-data/i/large-chest-02/page-data.json,large-chest-02__large-chest-02.json,200,sources_present,0,0,4,1,6,1,3,0,56,,,
Large Chest 03,large chest 03,https://buddy.farm/i/large-chest-03/,https://buddy.farm/page-data/i/large-chest-03/page-data.json,large-chest-03__large-chest-03.json,200,sources_present,0,0,4,0,5,1,0,0,13,,,
Large Clam Shell,large clam shell,https://buddy.farm/i/large-clam-shell/,https://buddy.farm/page-data/i/large-clam-shell/page-data.json,large-clam-shell__large-clam-shell.json,200,sources_present,0,0,0,2,0,0,0,0,6,,,
Large Net,large net,https://buddy.farm/i/large-net/,https://buddy.farm/page-data/i/large-net/page-data.json,large-net__large-net.json,200,sources_present,1,0,0,2,0,21,0,0,277,,,
Largemouth Bass,largemouth bass,https://buddy.farm/i/largemouth-bass/,https://buddy.farm/page-data/i/largemouth-bass/page-data.json,largemouth-bass__largemouth-bass.json,200,sources_present,0,0,12,0,0,0,0,0,11,,,
Lava Ring,lava ring,https://buddy.farm/i/lava-ring/,https://buddy.farm/page-data/i/lava-ring/page-data.json,lava-ring__lava-ring.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
